100 688
0 1 43
0 11 76
0 13 74
0 40 92
0 43 6
0 79 4
0 89 65
1 3 20
1 26 13
1 30 19
1 50 8
1 67 42
1 70 7
1 73 34
1 75 40
1 99 46
2 16 1
2 40 57
2 69 1
2 82 89
2 95 59
3 21 20
3 22 25
3 31 19
3 39 73
3 46 84
3 47 7
3 56 2
3 75 30
3 86 22
4 7 31
4 23 10
4 42 96
4 51 52
4 62 96
4 83 47
5 15 96
5 24 57
5 37 19
5 80 85
5 81 8
6 10 96
6 14 21
6 43 11
6 88 4
7 4 44
7 24 9
7 31 65
7 41 86
7 53 41
7 74 86
8 14 12
8 31 53
8 34 74
8 55 27
8 79 6
8 97 21
9 8 38
9 24 41
9 29 64
9 46 70
9 50 8
9 78 86
9 94 3
10 14 67
10 18 56
10 54 60
10 66 29
10 84 86
11 6 43
11 13 68
11 14 37
11 29 25
11 45 89
11 55 82
11 61 83
11 91 96
11 98 51
12 11 98
12 21 9
12 34 1
12 41 20
12 44 38
12 63 91
12 64 2
12 72 48
12 76 32
12 80 5
13 4 91
13 36 42
13 50 19
13 78 8
13 86 27
14 9 34
14 16 22
14 20 61
14 33 62
14 41 95
14 47 39
14 54 12
14 57 90
14 74 94
14 82 64
14 85 32
15 33 99
15 41 70
15 45 66
15 48 10
15 59 64
16 43 91
16 65 39
16 67 45
16 81 61
17 2 61
17 23 63
17 31 65
17 34 84
17 37 37
17 43 40
17 48 41
17 50 27
17 63 5
17 92 21
18 2 74
18 14 19
18 44 12
18 55 10
18 73 35
18 80 92
18 90 93
19 12 14
19 42 22
19 63 3
19 70 65
19 88 85
19 89 68
19 99 33
20 19 77
20 25 51
20 28 9
20 31 85
20 36 27
20 51 23
20 59 84
20 60 51
20 80 10
20 97 69
21 26 36
21 33 10
21 40 97
21 43 88
21 47 38
21 52 46
21 92 2
22 1 7
22 74 65
22 85 58
22 94 34
22 99 43
23 1 31
23 20 39
23 30 33
23 31 56
23 32 84
23 55 71
23 59 18
23 76 42
24 17 55
24 20 8
24 30 85
24 31 38
24 42 75
24 91 57
25 3 6
25 28 12
25 84 32
26 1 28
26 21 23
26 30 25
26 34 39
26 35 87
26 64 22
26 65 75
26 68 3
26 72 76
26 84 20
26 91 27
27 29 22
27 35 61
27 37 75
27 38 9
27 42 85
