100 684
0 7 55
0 17 28
0 28 39
0 30 64
0 49 50
0 52 1
0 58 83
0 68 30
0 78 91
1 5 90
1 7 97
1 17 76
1 20 3
1 26 3
1 29 88
1 34 28
1 35 33
1 47 82
1 63 99
1 67 86
1 72 34
1 78 68
1 79 67
1 80 75
1 82 40
2 25 76
2 36 55
2 45 35
2 51 1
2 62 32
2 78 47
2 85 47
3 24 60
3 28 68
3 60 70
3 68 2
3 74 93
3 78 65
3 89 56
4 3 80
4 20 52
4 32 41
4 38 63
4 39 41
4 58 20
4 92 46
5 15 18
5 58 28
5 63 41
5 93 8
6 5 90
6 62 79
6 77 44
6 86 83
6 87 11
6 91 100
7 1 6
7 3 41
7 16 38
7 20 53
7 63 97
7 82 76
7 96 100
7 99 89
8 26 27
8 34 47
9 5 79
9 6 2
9 11 24
9 31 67
9 59 92
9 67 67
9 73 93
9 74 4
9 80 45
9 84 66
9 86 83
10 21 84
10 37 17
10 43 88
10 59 14
10 63 68
10 66 10
11 5 29
11 17 80
11 21 4
11 23 85
11 40 12
11 50 10
11 65 91
11 69 53
12 2 15
12 14 61
12 43 9
12 44 81
12 59 39
12 84 94
13 5 87
13 24 78
13 26 54
13 27 20
13 56 53
13 62 32
13 88 68
13 90 8
14 1 18
14 7 5
14 28 62
14 53 51
14 57 17
14 65 79
14 69 100
14 86 18
15 18 17
15 25 37
15 48 92
15 66 56
15 76 36
15 99 80
16 1 63
16 10 21
16 63 25
16 67 92
16 80 2
16 81 48
16 86 62
16 87 66
17 43 36
17 44 55
17 68 25
17 72 36
17 76 60
17 89 40
17 90 44
17 93 53
17 94 16
17 96 35
18 35 50
18 44 58
18 50 58
18 85 80
18 89 83
19 42 4
19 66 42
19 69 28
19 75 100
19 92 81
20 6 31
20 18 83
20 26 50
20 32 2
20 38 76
20 47 9
20 62 68
20 63 98
20 77 60
20 87 36
21 5 39
21 8 100
21 16 91
21 22 15
21 29 34
21 39 74
21 43 79
21 50 61
21 69 9
22 12 47
22 50 98
22 60 78
23 16 26
23 54 89
23 68 14
23 76 2
23 99 42
24 18 65
24 23 43
24 42 33
24 61 61
24 89 68
24 91 8
25 34 79
25 37 80
25 76 91
25 78 98
25 90 52
25 92 94
25 96 51
26 12 68
26 23 31
26 54 26
26 80 14
27 6 74
27 47 70
27 70 96
27 76 40
27 97 31
28 8 32
28 40 69
28 46 94
28 94 41
29 15 81
29 26 7
29 36 44
29 54 4
29 80 66
30 14 45
30 47 54
30 68 68
30 71 93
30 81 32
31 3 18
31 23 79
31 30 49
31 38 50
31 47 28
31 51 7
31 68 34
31 69 13
32 42 16
32 47 3
32 48 37
32 67 52
33 24 37
33 34 69
33 39 58
33 40 20
33 65 71
34 3 18
34 10 19
34 66 8
34 71 18
34 72 56
34 86 37
35 1 13
35 11 38
35 17 48
35 42 88
35 62 14
35 78 25
35 85 99
36 3 28
36 7 20
36 10 72
36 21 43
36 42 20
36 49 80
36 51 100
36 60 98
36 89 98
37 12 98
37 20 25
37 24 75
37 35 97
37 36 36
37 42 92
37 46 86
37 49 29
37 64 30
37 76 16
38 1 47
38 16 37
38 51 57
38 65 95
38 67 61
38 76 8
38 80 46
38 82 18
39 21 57
39 22 43
39 36 91
39 42 77
39 84 40
39 97 32
39 99 48
40 7 9
40 21 17
40 39 66
40 59 9
40 63 1
41 10 55
41 27 58
41 50 35
41 67 4
41 80 29
41 93 54
41 97 66
42 1 69
42 10 49
42 11 100
42 14 9
42 20 19
42 46 28
43 4 55
43 37 20
43 74 72
43 75 83
43 98 95
44 2 45
44 28 39
44 32 77
44 38 4
44 53 54
44 56 81
44 59 10
44 98 40
45 23 20
45 43 99
45 49 85
45 65 23
45 68 94
45 78 71
45 80 100
46 2 22
46 16 3
46 20 35
46 51 13
46 53 12
46 79 75
47 18 77
47 32 47
47 39 2
47 41 69
47 42 43
47 48 77
47 59 52
47 77 94
48 21 23
48 29 61
48 31 60
48 37 25
48 63 8
48 64 91
48 73 19
49 28 93
49 42 1
49 71 63
49 80 99
49 90 63
50 1 29
50 26 85
50 30 13
50 34 98
50 60 26
50 81 60
51 5 91
51 17 30
51 40 77
51 44 46
51 46 11
51 74 7
52 70 66
52 81 68
52 84 24
52 92 50
53 6 48
53 41 92
53 63 18
54 4 26
54 24 87
54 32 96
55 2 60
55 14 36
55 15 95
55 18 29
55 64 80
55 68 35
55 89 55
55 92 4
56 14 77
56 23 36
56 28 14
56 32 11
56 40 42
56 51 30
56 59 52
56 67 3
56 77 86
56 79 12
56 86 88
56 89 86
56 98 3
57 49 33
57 75 75
57 76 6
57 83 3
57 93 55
57 95 61
58 12 15
58 24 67
58 40 4
58 52 15
58 63 81
58 70 72
58 74 35
59 7 65
59 19 30
59 31 9
59 71 2
59 77 86
59 88 49
59 98 72
60 3 42
60 27 23
60 37 24
60 39 50
60 47 51
60 58 19
60 77 36
60 92 27
61 1 32
61 15 44
61 64 42
61 65 19
61 79 83
61 80 85
61 94 49
61 99 13
62 8 64
62 26 10
62 29 97
62 40 14
62 45 85
62 55 27
62 74 64
62 79 34
62 95 100
63 10 89
63 15 81
63 38 64
63 45 97
63 48 6
63 59 13
63 60 67
63 87 53
64 11 59
64 15 27
64 21 6
64 37 26
64 54 82
64 67 31
64 68 91
65 21 10
65 38 53
65 44 74
65 54 40
65 71 53
65 88 75
65 98 11
65 99 55
66 3 1
66 10 3
66 25 60
66 36 56
66 39 67
66 43 86
66 50 93
66 54 28
66 55 41
66 58 95
66 75 18
66 95 73
67 10 35
68 21 57
68 42 10
68 59 50
68 62 25
68 83 81
69 2 66
69 17 10
69 23 74
69 33 32
69 48 73
69 60 59
69 62 97
69 92 98
70 16 76
70 29 71
70 68 100
70 74 33
70 78 56
70 88 10
70 97 26
71 34 4
71 65 42
71 72 99
72 8 23
72 48 36
72 69 31
72 94 93
73 1 57
73 37 20
73 44 91
73 47 6
73 59 61
73 75 76
74 1 31
74 12 89
74 33 57
74 35 23
74 58 2
74 71 6
75 20 38
75 27 41
75 55 30
75 65 20
75 77 28
76 1 97
76 18 78
76 28 88
76 34 15
76 37 82
76 39 52
76 54 17
76 56 10
76 80 24
76 95 4
77 3 81
77 36 73
77 44 80
77 45 24
77 55 99
77 79 75
77 85 64
77 86 91
77 93 86
77 98 48
78 23 78
78 31 16
78 79 35
78 83 86
78 97 34
79 17 2
79 20 51
79 27 56
79 29 85
79 38 23
79 50 93
79 51 98
79 56 49
79 81 72
79 97 65
80 5 32
80 9 9
80 46 6
80 66 11
80 91 74
80 95 10
80 96 15
81 2 46
81 7 18
81 16 32
81 42 25
81 63 79
82 7 69
82 10 27
82 37 89
82 40 27
82 44 96
82 49 54
82 55 50
82 84 74
82 85 79
82 90 69
83 25 29
83 38 4
83 50 1
83 70 72
83 72 86
83 94 17
84 15 43
84 27 68
84 52 63
84 68 86
84 69 75
84 95 32
84 99 4
85 3 51
85 39 82
85 45 58
85 70 7
85 88 36
86 17 10
86 20 80
86 21 82
86 37 4
86 73 77
86 76 40
86 81 77
86 92 18
86 95 75
87 4 69
87 14 89
87 84 18
87 89 9
88 23 74
88 50 89
88 67 8
88 82 21
88 93 55
88 94 18
88 96 17
89 14 95
89 21 7
89 26 29
89 27 84
89 34 11
89 54 96
89 56 75
89 74 94
89 83 48
89 93 37
89 97 31
90 3 28
90 13 71
90 30 64
90 34 82
90 36 19
90 39 50
90 50 24
90 87 90
90 96 11
91 11 14
91 19 36
91 20 62
91 76 24
92 3 30
92 11 60
92 13 19
92 19 77
92 33 28
92 41 26
92 55 60
92 69 3
92 81 52
92 82 31
92 89 45
93 4 22
93 8 68
93 40 10
93 67 26
93 79 51
93 81 28
93 85 5
93 90 69
94 19 80
94 25 34
94 72 92
94 83 76
94 91 17
95 2 71
95 7 2
95 17 57
95 18 57
95 24 89
95 25 69
95 29 40
95 79 18
95 81 96
95 86 16
95 90 51
95 99 53
96 23 77
96 42 56
96 60 19
96 97 75
97 13 11
97 32 71
97 41 94
97 42 41
97 71 57
97 75 75
97 94 35
98 4 19
98 20 64
98 30 43
98 42 70
98 43 33
98 48 81
98 76 30
98 77 44
98 86 74
98 89 86
98 93 46
98 96 71
