100 686
0 2 23
0 12 20
0 30 58
0 33 20
0 37 34
0 43 98
0 50 48
0 57 7
0 58 87
0 95 66
1 6 84
1 14 27
1 37 81
1 67 82
1 79 89
2 6 65
2 9 83
2 10 18
2 20 40
2 30 4
2 34 28
2 53 91
2 60 80
2 79 46
2 95 32
3 15 74
3 32 34
3 41 36
3 53 90
3 60 74
3 62 63
3 78 14
3 87 2
3 99 32
4 35 73
4 58 66
4 71 31
4 83 14
4 88 46
5 21 85
5 23 96
5 53 43
5 70 17
5 78 97
5 90 15
6 13 18
6 16 11
6 44 5
6 52 86
6 53 58
6 54 49
6 59 34
6 63 98
6 71 95
6 76 81
6 89 56
7 27 21
7 39 98
7 43 69
7 47 61
7 67 60
7 81 77
8 3 59
8 13 68
8 62 58
8 79 51
8 82 5
8 88 56
8 99 93
9 11 78
9 25 20
9 26 24
9 42 44
9 69 42
9 72 23
9 83 40
9 89 52
10 3 51
10 6 19
10 7 42
10 17 69
10 18 90
10 31 55
10 69 86
10 72 55
10 75 43
10 79 32
10 82 95
11 4 99
11 25 24
11 46 87
12 21 54
12 24 55
12 33 84
12 40 67
12 44 7
12 46 8
12 54 32
12 82 87
12 84 96
12 85 63
12 90 42
13 11 9
13 16 30
13 32 92
13 34 42
13 60 89
13 64 20
13 82 54
13 93 58
14 1 3
14 21 29
14 33 14
15 29 17
15 66 30
15 74 40
16 29 55
16 31 98
16 43 64
16 54 83
16 67 8
16 76 48
16 92 80
17 27 41
17 33 33
17 38 66
17 47 2
17 54 38
17 91 22
18 40 60
18 42 16
18 45 39
18 66 92
18 75 66
18 89 70
18 91 37
19 13 18
19 32 75
19 34 87
19 46 83
19 61 49
19 80 14
19 86 73
20 71 55
20 75 100
20 86 20
21 1 5
21 3 67
21 28 1
21 32 83
21 70 24
21 71 2
21 87 98
22 10 88
22 14 32
22 31 59
22 33 40
22 51 10
22 52 6
22 58 15
22 68 74
22 76 53
22 87 73
23 8 7
23 17 37
23 29 24
23 57 41
23 62 93
23 82 73
23 96 33
24 9 31
24 14 77
24 22 6
24 40 18
24 44 93
24 45 29
25 5 8
25 20 80
25 24 39
25 30 89
25 33 82
25 85 1
25 91 65
26 4 76
26 5 26
26 27 33
26 36 20
26 53 34
26 85 22
27 12 69
27 26 22
27 34 1
27 54 44
27 67 92
27 78 54
27 91 63
28 17 71
28 21 29
28 43 93
28 57 65
28 67 48
28 84 32
28 88 89
29 6 8
29 9 42
29 10 78
29 39 97
29 63 15
29 83 13
29 85 17
29 86 81
30 14 44
30 52 51
30 71 36
30 72 43
30 77 76
30 85 15
30 95 23
31 3 71
31 43 94
