100 689
0 2 36
0 9 63
0 36 97
0 41 99
0 44 91
0 67 11
0 78 68
0 79 21
1 22 66
1 63 32
1 73 18
2 9 76
2 50 98
2 82 23
2 97 98
3 1 5
3 10 28
3 19 12
3 24 8
3 28 6
3 34 80
3 48 78
3 52 84
3 64 40
3 66 18
3 83 95
3 98 8
4 6 25
4 7 51
4 15 56
4 22 77
4 37 32
4 39 6
4 55 33
4 87 47
4 90 45
5 39 90
5 53 92
5 64 89
5 72 53
5 89 50
6 26 27
6 33 5
6 43 81
6 47 55
6 54 45
6 74 54
6 83 76
6 86 88
7 3 91
7 73 54
7 79 59
7 90 48
7 99 51
8 20 55
8 57 97
8 73 55
8 85 64
8 89 55
9 47 39
9 49 83
9 58 33
9 97 84
10 47 88
10 73 21
10 76 46
11 4 75
11 21 21
11 29 83
11 37 58
11 50 64
12 9 92
12 10 51
12 40 11
12 71 70
12 76 68
12 84 59
12 91 38
12 97 5
13 8 12
13 9 52
13 26 55
13 30 16
13 58 16
13 59 16
13 64 26
13 82 11
14 11 34
14 50 8
14 65 54
14 75 13
14 90 49
14 93 92
15 38 80
15 43 48
15 76 52
15 79 81
15 87 38
15 92 23
16 1 98
16 55 94
17 14 47
17 22 96
17 41 21
17 51 34
17 61 46
17 63 5
17 78 93
17 83 91
17 86 55
17 99 44
18 7 30
18 14 29
18 21 43
18 97 78
19 13 32
19 32 51
19 41 9
19 53 76
19 67 17
19 71 29
19 75 35
19 83 60
20 26 31
20 36 75
20 59 42
21 13 23
21 14 23
21 31 23
21 35 47
21 46 11
21 53 93
21 68 2
21 85 68
21 87 34
21 88 97
21 95 97
22 9 68
22 29 26
22 45 4
22 82 75
22 85 59
23 32 85
23 34 38
23 45 100
23 51 62
23 53 32
23 54 73
23 81 35
24 18 86
24 38 21
24 46 72
24 58 18
24 60 70
24 75 68
24 83 67
24 97 99
25 6 52
25 20 94
25 79 75
25 94 46
25 98 96
26 14 91
26 16 85
26 27 51
26 33 62
26 35 36
26 51 33
26 54 12
26 72 91
26 83 88
26 96 24
27 28 46
27 30 100
27 56 22
27 57 59
27 62 57
27 71 89
27 89 76
28 22 27
28 60 43
28 71 28
29 4 26
29 13 51
29 23 45
29 56 44
29 57 38
29 58 75
29 94 85
30 12 59
30 29 90
30 36 20
30 65 78
30 91 53
31 30 43
31 38 40
31 45 6
31 51 72
31 64 58
31 65 95
31 67 71
31 74 12
31 77 70
32 2 51
32 5 54
32 6 38
32 16 59
32 39 64
32 44 85
32 68 100
32 72 39
32 82 71
32 86 48
32 90 66
32 96 42
33 18 87
33 42 57
33 47 53
33 57 7
33 97 68
34 3 2
34 8 16
34 15 64
34 31 51
34 43 64
34 48 26
34 54 6
34 80 35
34 90 43
35 10 88
35 23 78
35 26 7
35 44 93
35 46 89
35 87 65
35 89 55
36 1 75
36 4 43
36 43 30
36 45 81
36 70 94
36 98 27
37 3 59
37 43 42
37 77 31
37 82 27
37 90 19
37 95 100
37 99 39
38 18 15
38 20 73
38 30 73
38 49 31
38 59 23
38 84 45
38 90 73
39 30 41
39 42 14
39 63 28
39 65 61
39 71 26
39 76 15
40 11 63
40 21 89
40 29 35
40 55 33
40 60 78
40 65 83
40 77 36
40 84 49
41 66 32
41 70 70
41 88 70
41 97 64
42 1 49
42 44 74
42 50 22
42 67 34
43 1 50
43 9 57
43 12 13
43 13 75
43 22 29
43 28 11
43 45 46
43 59 52
43 62 28
43 95 95
44 1 17
44 23 39
44 30 42
44 31 91
44 43 76
44 52 79
