100 691
0 12 85
0 49 46
0 63 54
0 72 97
0 74 66
0 75 26
0 82 83
0 88 72
0 93 29
0 99 97
1 21 62
1 25 64
1 35 74
1 57 47
1 69 72
1 78 20
2 4 56
2 16 97
2 27 81
2 35 29
2 45 89
2 61 92
2 62 13
2 63 60
2 64 66
2 73 57
3 17 72
3 36 46
3 55 41
3 58 6
3 64 21
3 74 10
4 29 22
4 47 52
4 61 58
4 75 85
4 76 39
5 28 44
5 30 74
6 26 48
6 36 98
6 39 34
6 62 72
6 64 56
6 65 17
6 66 31
7 15 83
7 18 46
7 50 63
7 58 96
7 62 75
7 67 60
7 74 71
7 75 21
7 77 73
7 94 90
7 95 41
8 5 98
8 37 94
8 38 49
8 81 3
8 93 79
9 22 71
9 60 58
9 64 61
9 65 15
9 69 27
9 89 23
9 99 73
10 12 2
10 20 14
10 22 88
10 47 13
10 51 30
10 57 27
10 65 52
10 94 14
11 45 58
11 61 71
11 65 55
12 46 33
12 49 21
12 57 86
12 77 26
12 90 54
13 7 13
13 17 95
13 39 70
13 56 4
13 58 68
13 72 39
13 74 15
13 76 27
13 82 79
13 94 9
14 10 16
14 36 2
14 46 69
14 50 25
14 88 48
14 97 57
15 7 2
15 12 6
15 34 61
15 90 80
15 93 62
16 6 29
16 37 69
16 88 86
17 2 34
17 6 24
17 24 45
17 25 1
17 51 46
17 70 30
17 81 59
17 84 56
17 94 62
17 96 3
18 11 49
18 17 14
18 33 86
18 34 62
18 37 11
18 39 35
18 41 39
18 52 40
18 71 68
18 83 94
19 1 41
19 11 52
19 33 16
19 48 23
19 49 86
19 51 65
19 61 28
19 66 58
19 81 36
20 4 7
20 16 32
20 23 70
20 29 42
20 39 19
20 46 24
20 51 11
20 75 64
21 2 25
21 22 67
21 24 68
21 53 68
21 62 24
21 66 64
21 69 84
21 76 87
21 87 84
21 94 54
22 21 24
22 23 41
22 29 99
22 57 61
22 62 57
22 74 98
22 83 52
22 86 71
22 90 54
22 96 11
23 1 31
23 3 59
23 8 65
23 15 66
23 19 12
23 22 74
23 35 11
23 38 42
23 45 27
23 82 19
23 89 89
24 11 27
24 40 77
24 94 66
25 10 39
25 24 91
25 29 47
25 45 5
25 65 80
25 86 95
25 99 9
26 1 93
26 2 72
26 4 93
26 12 95
26 31 58
26 63 86
26 66 7
26 74 4
26 82 4
27 6 85
27 17 1
27 46 39
27 51 14
27 66 70
27 97 96
28 18 61
28 26 35
28 47 9
28 48 89
28 55 98
28 62 92
28 71 42
29 2 57
29 3 13
29 7 94
29 15 100
29 22 54
29 31 50
29 79 17
29 93 39
30 2 49
30 11 90
30 24 56
30 40 64
30 41 57
31 4 33
31 15 7
31 19 26
31 20 79
31 23 20
31 28 97
31 33 90
31 39 7
31 50 46
31 63 73
32 12 43
32 16 2
32 19 32
32 21 3
32 24 35
32 42 37
32 62 91
33 36 20
33 37 4
33 52 79
33 58 49
33 59 99
33 80 74
33 97 71
34 16 77
34 24 56
34 32 41
34 37 60
34 79 71
34 91 31
35 2 43
35 16 76
35 17 96
35 21 77
35 34 83
35 41 57
35 46 100
35 76 91
35 93 84
36 16 60
36 38 8
36 54 10
36 59 37
36 65 29
37 38 86
37 42 75
37 63 52
38 4 40
38 10 98
38 55 80
38 56 14
38 75 27
38 83 5
39 5 4
39 16 70
39 44 32
39 45 29
39 62 26
39 66 24
39 71 80
39 76 24
39 82 56
39 83 70
39 86 90
39 94 64
40 15 82
40 23 6
40 39 55
40 57 12
40 66 9
40 69 29
40 71 25
40 86 80
40 94 30
41 1 94
41 11 34
41 16 20
41 59 74
41 78 87
41 84 54
41 86 46
42 45 11
42 61 34
42 64 40
42 73 6
42 82 75
42 86 4
42 88 47
43 11 21
43 30 51
43 47 62
43 55 80
43 62 93
43 68 26
43 90 15
44 3 51
44 14 94
44 17 50
44 58 83
44 62 99
44 65 85
44 78 89
44 79 38
44 80 19
45 1 94
45 9 19
45 32 43
45 43 96
45 44 84
45 55 99
45 70 79
45 79 60
45 84 89
45 93 7
46 9 81
46 11 54
46 29 7
46 44 77
46 49 38
46 94 3
47 13 42
47 25 78
47 27 2
47 43 63
47 76 48
47 85 94
47 90 18
48 10 94
48 16 76
48 18 44
48 30 32
48 58 64
48 70 38
48 98 33
48 99 31
49 44 45
49 45 59
49 71 44
49 81 38
49 97 58
50 14 28
50 19 52
50 21 12
50 40 43
50 52 72
50 58 18
50 76 12
51 25 31
51 55 34
51 64 10
51 72 37
51 96 100
52 60 52
52 62 79
52 70 67
52 89 58
53 12 53
53 30 35
53 34 79
53 35 96
53 74 7
53 94 21
53 95 62
54 15 75
54 22 65
54 77 23
54 79 16
55 30 31
55 53 61
55 56 15
55 82 12
55 88 78
56 32 63
56 45 41
56 60 57
56 96 13
57 1 74
57 7 13
57 16 46
57 18 100
57 40 72
57 73 63
57 88 36
57 95 55
58 14 50
58 15 98
58 69 33
58 84 25
58 86 50
59 6 73
59 18 20
59 45 99
59 51 60
59 80 70
59 92 64
60 12 11
60 15 83
60 25 99
60 77 14
60 92 29
60 93 93
61 1 92
61 18 16
61 23 22
61 25 39
61 26 74
61 30 75
61 37 11
61 40 4
61 73 58
61 96 41
62 11 84
62 25 31
62 27 46
62 31 46
62 52 48
62 64 51
63 2 4
63 18 88
63 24 78
63 32 35
63 48 94
63 49 61
63 56 71
64 22 59
64 28 33
64 31 98
64 34 18
64 40 13
64 48 71
64 50 63
64 67 50
64 68 84
65 4 4
65 36 75
65 37 93
65 43 28
65 48 70
65 84 33
66 2 52
66 6 29
66 16 79
66 51 34
66 62 75
66 75 24
67 13 41
67 25 19
67 35 49
67 44 90
67 58 32
67 61 12
67 62 2
67 63 83
67 70 19
67 90 20
68 19 65
68 22 70
68 23 92
68 33 63
68 93 70
69 18 52
69 25 20
69 27 1
69 36 42
69 42 4
69 45 9
69 56 83
69 61 75
69 71 7
69 88 17
70 3 63
70 17 31
70 29 28
70 50 90
70 53 75
70 90 94
71 28 81
71 41 81
71 62 100
71 67 27
71 90 7
71 98 39
72 30 23
72 31 9
72 55 74
72 64 61
72 75 55
72 93 16
73 17 27
73 57 56
73 64 57
73 86 95
73 89 13
74 1 57
74 18 100
74 25 71
74 37 70
74 38 43
74 46 66
74 51 19
74 96 86
75 2 66
75 5 37
75 8 63
75 16 28
75 20 7
75 26 38
75 41 86
75 48 20
75 78 70
75 80 39
75 96 36
76 4 8
76 70 62
76 73 13
76 79 47
76 88 100
77 7 36
77 15 95
77 17 18
77 26 42
77 53 78
77 69 48
77 71 99
77 91 50
77 94 43
78 6 76
78 27 74
78 29 84
78 63 45
79 15 91
79 30 37
79 43 40
79 49 51
79 51 12
79 67 40
79 73 59
80 56 44
80 59 29
80 70 59
80 81 22
80 82 89
81 40 86
81 42 68
81 48 43
81 68 72
81 90 1
82 11 59
82 17 99
82 24 99
82 37 72
82 39 96
82 53 47
82 57 51
82 59 21
82 71 9
82 72 22
82 84 70
82 91 71
82 95 44
83 6 70
83 11 12
83 19 32
83 25 47
83 87 37
83 94 93
83 96 33
84 36 1
84 40 15
84 57 10
84 66 29
84 81 51
85 9 88
85 19 83
85 28 63
85 67 84
86 56 54
86 63 5
86 84 83
86 89 11
86 96 17
87 15 23
87 54 16
87 79 94
88 7 44
88 20 30
88 25 59
88 31 72
88 33 73
88 42 18
88 52 85
88 72 10
88 75 66
88 78 91
88 93 82
89 23 82
89 26 67
89 29 32
89 31 16
89 37 74
89 55 13
89 63 77
89 98 22
90 5 74
90 18 94
90 35 87
90 38 1
90 54 13
90 66 75
90 94 29
91 2 39
91 3 81
91 21 63
91 26 1
91 32 7
91 33 66
91 39 90
91 85 65
92 5 71
92 6 55
92 7 11
92 8 20
92 21 66
92 25 12
92 30 76
92 53 19
92 93 43
93 8 49
93 58 55
93 69 28
93 77 41
94 15 55
94 16 14
94 47 99
94 69 94
94 71 80
94 99 56
95 1 50
95 5 18
95 19 93
95 31 29
95 59 49
95 60 34
95 67 91
95 78 65
96 21 76
96 33 16
96 41 45
96 60 74
96 62 25
97 5 37
97 13 80
97 20 78
97 29 70
97 61 58
97 64 39
97 73 25
97 74 12
97 85 13
97 87 4
97 94 52
98 10 33
98 29 35
98 34 53
98 66 61
98 67 18
98 69 92
98 80 51
98 94 44
