100 685
0 42 75
0 44 38
0 46 96
0 56 58
1 30 36
1 85 13
1 87 13
2 14 61
2 22 13
2 35 13
2 36 92
2 51 76
2 59 1
2 66 25
2 82 100
3 10 66
3 11 100
3 50 92
3 54 43
3 75 93
3 92 29
3 97 52
4 13 90
4 16 89
4 41 43
4 49 66
4 57 83
4 66 41
4 83 35
4 92 26
4 99 74
5 35 96
5 42 100
5 49 14
5 59 47
5 61 8
5 65 90
5 66 89
5 85 36
5 96 57
6 31 77
6 42 55
6 58 30
6 60 86
6 61 39
6 69 19
7 16 98
7 19 46
7 20 30
7 41 40
7 98 69
8 10 86
8 18 16
8 29 90
8 48 23
8 59 66
8 96 37
9 21 49
9 36 44
9 76 22
9 78 11
10 3 84
10 32 65
10 39 88
10 49 6
10 58 93
10 76 80
10 77 54
10 84 92
10 87 64
11 5 86
11 14 6
11 16 60
11 23 99
11 31 34
11 36 21
11 43 29
11 62 57
11 68 78
11 73 86
11 78 1
11 86 84
11 96 51
12 5 7
12 8 66
12 25 8
12 51 77
12 81 59
12 95 67
12 99 82
13 42 70
13 47 79
13 54 90
13 81 68
13 84 34
13 85 77
13 95 17
14 12 10
14 15 31
14 55 20
14 69 54
14 73 21
15 7 58
15 13 30
15 18 83
15 25 84
15 34 25
15 43 57
15 62 88
15 75 55
15 77 66
15 89 6
15 94 89
15 95 58
16 3 74
16 9 91
16 38 41
16 43 34
16 44 16
16 57 52
16 60 41
16 70 61
16 86 84
17 12 25
17 48 6
17 49 70
17 50 32
17 84 46
18 1 32
18 7 31
18 35 58
18 45 76
18 64 9
18 67 41
18 79 53
18 80 98
18 97 36
19 8 28
19 21 37
19 24 4
19 61 50
19 77 27
19 97 14
20 13 8
20 21 36
20 23 87
20 26 6
20 30 98
20 33 20
20 62 12
20 72 14
20 73 67
20 96 4
21 35 65
21 55 64
21 59 35
21 63 41
21 65 90
22 17 88
22 19 5
22 24 95
22 40 83
22 74 94
22 88 12
22 93 47
23 1 54
23 11 76
23 48 57
23 49 7
23 91 61
23 92 48
24 10 75
24 36 96
24 50 75
24 51 76
24 55 25
24 61 88
24 68 49
24 79 56
24 81 84
24 88 10
25 1 63
25 10 73
25 21 7
25 23 27
25 28 79
25 52 22
25 59 67
25 60 48
