100 680
0 3 78
0 8 88
0 12 63
0 48 39
0 56 95
0 59 90
0 73 20
0 82 59
1 30 93
1 53 11
1 54 54
1 61 27
1 83 99
1 85 73
1 99 49
2 26 52
2 28 87
2 30 65
2 32 57
2 40 70
2 46 70
2 64 54
2 76 61
2 77 61
3 17 1
3 21 17
3 24 10
3 31 10
3 78 25
4 15 47
4 22 48
4 40 69
4 53 38
4 99 86
5 3 77
5 17 39
5 26 95
5 36 83
5 39 56
5 49 8
5 60 10
5 86 61
5 94 3
6 33 78
6 41 74
6 48 3
6 61 14
6 97 24
7 5 9
7 16 69
7 25 31
7 39 62
7 47 36
7 52 29
7 70 78
7 76 48
7 99 24
8 30 23
8 40 58
8 56 67
8 61 17
8 98 4
9 2 98
9 26 66
9 51 5
9 52 70
9 86 38
9 92 39
9 98 98
10 40 62
10 44 89
10 47 85
10 58 23
10 79 81
11 3 1
11 16 51
11 17 38
11 35 28
11 47 80
11 96 8
11 98 88
12 6 68
12 11 68
12 31 20
12 32 81
12 55 87
12 68 82
12 72 96
13 8 82
13 45 71
13 53 60
13 63 12
13 70 21
13 71 95
13 89 35
14 3 47
14 17 48
14 44 37
14 47 36
14 57 56
14 63 96
14 91 76
15 2 31
15 11 27
15 23 75
15 27 10
15 32 50
15 34 32
15 44 90
15 45 38
15 59 35
15 84 9
16 5 47
16 12 73
16 14 28
16 54 29
16 61 88
16 92 12
17 24 69
17 42 59
17 59 11
17 60 32
17 63 74
17 69 13
18 41 82
18 84 57
18 89 3
19 1 33
19 5 79
19 20 6
19 21 91
19 35 73
19 51 80
19 53 23
19 68 43
19 73 76
19 78 61
19 88 91
19 98 10
20 41 55
20 45 73
20 55 65
20 66 60
20 82 73
21 8 46
21 15 34
21 41 55
21 69 90
22 25 77
22 27 30
22 61 76
22 76 63
23 1 38
23 25 90
23 35 45
23 66 58
23 86 95
24 25 58
24 76 5
24 77 29
25 3 93
25 16 95
25 60 3
25 64 37
25 65 62
25 66 51
25 82 2
25 96 20
25 98 31
26 45 20
26 77 27
27 13 38
27 22 45
27 30 92
27 50 51
27 56 74
27 71 31
28 31 22
28 52 69
28 56 22
28 63 90
28 67 51
28 86 45
29 43 18
29 47 61
29 52 40
29 57 30
29 62 8
29 67 77
29 69 21
29 74 58
29 76 92
29 91 50
29 98 71
30 9 89
30 39 1
30 40 81
30 57 18
31 9 91
31 17 7
31 22 82
31 30 7
31 52 90
31 82 56
31 88 2
32 1 68
32 27 3
32 33 20
32 59 34
32 87 69
33 39 68
33 55 53
33 69 15
33 71 2
33 91 56
33 96 67
34 10 1
34 11 47
34 21 57
34 32 29
34 42 70
34 47 98
34 55 44
34 57 62
34 61 21
35 10 81
35 15 62
35 34 2
35 49 64
35 61 45
35 64 89
35 85 71
36 32 82
36 34 80
36 42 31
36 49 13
36 64 94
36 69 48
37 19 60
37 20 82
37 36 35
37 62 34
37 63 51
37 73 15
37 74 73
37 91 17
37 99 66
38 16 78
38 43 2
38 45 11
38 50 55
38 54 87
38 60 58
38 66 17
38 79 74
39 1 31
39 17 22
39 28 81
39 65 65
39 74 7
39 78 37
39 88 98
40 4 18
40 11 55
40 23 87
40 26 42
40 34 4
40 43 39
40 48 1
