100 685
0 2 3
0 6 13
0 18 30
0 51 14
0 53 21
0 68 34
1 4 9
1 11 6
1 29 22
2 11 61
2 26 54
2 38 11
2 39 54
2 40 5
3 7 76
3 10 21
3 21 53
3 27 94
3 31 31
3 39 79
3 41 72
3 42 44
3 43 86
3 53 70
3 56 42
3 72 23
3 96 49
4 28 31
4 29 31
4 75 9
4 80 49
5 2 29
5 19 88
5 32 66
5 34 85
5 57 2
5 66 98
5 83 77
5 95 100
5 96 99
5 99 21
6 2 61
6 11 60
6 15 60
6 47 44
6 95 33
7 22 8
7 32 3
7 47 29
7 63 22
7 78 92
7 79 33
8 3 71
8 10 46
8 13 35
8 32 37
8 46 62
8 70 79
8 75 42
8 89 77
9 17 52
9 40 89
9 53 42
9 63 75
9 69 2
9 70 28
9 71 66
9 90 21
9 93 20
9 99 20
10 2 34
10 31 40
10 37 71
10 95 34
11 4 45
11 15 60
11 17 25
11 20 35
11 44 89
11 72 19
11 82 58
12 5 59
12 30 35
12 43 80
12 65 26
12 68 7
12 78 9
12 83 19
12 96 69
12 98 46
13 22 63
13 24 40
13 38 61
13 47 39
13 87 61
14 9 60
14 24 85
14 46 97
14 95 56
14 96 88
14 98 79
14 99 71
15 44 8
15 52 96
16 7 45
16 17 27
16 26 34
16 50 86
16 57 97
16 64 62
16 84 3
17 18 82
17 39 67
17 49 84
17 51 38
17 55 21
17 69 83
18 9 23
18 17 36
18 49 8
18 63 62
18 70 53
18 80 57
19 7 9
19 51 92
19 53 16
19 73 44
19 79 80
19 86 67
19 88 20
20 54 77
20 60 21
20 68 35
20 73 51
20 94 2
20 97 59
21 39 85
21 53 54
21 58 9
21 83 84
22 7 2
22 18 24
22 49 7
22 59 74
22 67 53
22 70 17
22 83 4
22 93 57
23 3 72
23 11 55
23 30 65
23 32 31
23 33 60
23 36 20
23 49 89
23 54 66
23 72 21
23 98 63
23 99 52
24 56 80
24 77 38
24 79 5
24 83 42
25 21 14
25 26 18
25 35 23
25 41 77
25 52 98
25 78 83
25 91 25
26 10 73
26 11 95
26 21 21
26 30 7
26 39 38
26 55 81
26 67 29
26 83 3
26 96 36
27 30 40
27 38 66
27 65 23
27 67 49
28 35 10
28 53 88
28 73 56
28 79 75
28 97 73
29 6 79
29 8 72
29 14 14
29 30 85
29 33 2
29 44 51
29 56 98
30 10 92
30 12 12
30 22 85
30 48 67
30 63 39
30 76 81
30 82 14
31 3 20
31 12 93
31 21 80
31 33 31
31 41 11
31 63 26
31 75 93
31 80 41
31 91 8
31 92 51
32 39 59
32 41 33
32 43 76
32 51 23
32 72 99
32 90 78
32 91 39
33 17 61
33 20 99
33 39 67
33 43 96
33 54 16
33 79 26
33 82 77
33 89 87
33 99 55
34 4 42
34 10 10
34 12 44
34 41 70
34 51 18
34 57 19
34 67 63
34 71 41
34 76 99
35 26 69
35 28 50
35 43 10
35 52 24
35 70 5
35 73 61
35 74 26
35 75 20
35 78 72
35 97 29
36 11 95
36 22 19
36 29 80
36 40 6
36 64 52
36 72 65
36 88 72
36 95 95
37 5 59
37 9 6
37 14 88
37 16 32
37 21 4
37 50 56
37 51 50
37 52 28
37 53 57
37 69 71
37 73 83
37 75 12
37 76 61
38 30 11
38 39 46
38 69 40
39 9 75
39 24 36
39 44 60
39 60 81
39 83 54
40 23 41
40 24 70
40 33 64
40 41 94
40 50 100
40 56 41
40 87 6
40 94 11
41 1 7
41 8 67
41 25 39
41 36 90
41 62 87
42 6 69
42 19 24
42 59 49
42 70 57
42 85 80
42 91 50
42 93 28
43 9 80
43 28 94
43 54 34
43 60 14
43 63 44
43 65 50
43 69 52
43 88 80
44 1 100
44 10 90
44 35 39
44 59 43
44 65 74
44 72 82
44 73 88
44 92 18
45 29 29
45 47 50
45 53 48
45 59 41
45 70 47
45 75 78
46 1 58
46 27 7
46 90 73
46 94 15
47 24 51
47 43 66
47 44 93
47 46 98
47 51 12
47 60 77
47 73 58
47 81 94
48 8 62
48 36 30
48 56 69
48 58 62
48 71 75
48 77 1
48 92 40
48 96 70
48 99 60
49 28 73
49 48 63
49 51 27
49 56 34
49 77 62
49 80 40
49 81 75
49 96 96
49 98 35
50 37 59
50 44 49
50 55 100
50 62 19
50 75 52
50 86 61
51 3 38
51 8 64
51 23 71
51 25 38
51 38 96
51 46 20
51 68 97
51 80 61
51 88 14
52 9 49
52 29 65
52 40 100
52 50 9
52 56 52
52 66 53
52 67 92
52 71 7
52 72 80
52 86 46
52 98 22
53 14 90
53 20 92
53 33 1
53 36 93
53 48 99
53 52 35
53 75 85
53 76 24
54 22 46
54 41 70
54 76 12
54 78 48
54 79 20
54 85 63
54 98 71
55 6 12
55 12 68
55 50 96
55 62 60
56 28 76
56 41 47
56 77 5
57 1 66
57 9 99
57 14 91
57 22 17
57 35 44
57 55 74
57 64 26
57 86 48
57 93 82
58 36 10
58 56 72
58 78 27
58 84 100
59 3 44
59 55 97
59 58 66
59 77 24
60 52 74
60 53 75
60 59 76
60 64 76
60 68 51
60 72 81
60 84 80
60 86 28
61 35 76
61 42 56
61 55 36
61 63 77
61 87 52
62 5 27
62 34 9
62 39 27
62 53 83
62 61 11
62 64 3
62 75 8
62 84 7
62 86 60
63 31 45
63 71 39
64 21 21
64 23 59
64 44 49
64 51 9
64 71 99
64 74 99
64 78 96
64 88 16
64 98 71
65 4 34
65 10 13
65 22 10
65 53 71
65 59 91
65 81 72
65 82 17
66 8 48
66 26 56
66 56 43
66 57 99
66 64 50
66 96 45
67 48 88
67 51 42
67 90 30
68 3 37
68 23 23
68 70 60
68 81 53
68 86 23
69 37 83
69 66 30
69 73 17
69 97 61
70 7 59
70 16 1
70 22 45
70 28 70
70 66 16
70 76 55
70 93 17
70 96 21
71 7 29
71 13 31
71 45 100
71 49 22
71 56 33
71 66 60
71 80 89
71 91 88
72 5 27
72 6 49
72 7 21
72 24 78
72 83 49
73 29 75
73 60 93
73 68 54
74 6 15
74 15 53
74 37 36
74 52 93
74 70 88
74 71 96
74 89 73
75 10 32
75 81 57
75 85 92
75 86 27
75 88 95
75 94 28
75 97 42
76 8 51
76 14 60
76 39 77
76 64 14
76 71 45
76 90 41
76 99 68
77 9 18
77 10 23
77 11 80
77 13 49
77 22 23
77 38 91
77 69 8
77 90 94
77 96 4
78 11 54
78 32 21
78 35 42
78 54 97
78 63 59
78 67 17
78 72 65
79 17 40
79 21 97
79 31 85
79 55 94
79 63 92
79 98 95
80 32 90
80 35 15
80 39 87
80 56 7
80 58 3
80 70 44
80 88 48
80 99 82
81 2 2
81 9 92
81 21 18
81 35 18
81 39 56
81 47 11
81 50 15
81 84 62
81 93 86
82 4 12
82 11 60
82 13 22
82 34 87
82 39 6
82 53 13
82 99 76
83 6 81
83 22 58
83 25 4
83 49 72
83 52 79
83 79 27
83 98 48
84 30 14
84 35 38
84 50 76
84 53 81
84 61 1
84 68 45
84 79 61
84 82 82
84 85 68
84 88 78
85 25 24
85 30 51
85 36 40
85 40 48
85 63 78
85 72 99
86 1 43
86 20 85
86 21 19
86 51 35
86 57 25
86 75 46
86 90 79
86 91 71
87 1 79
87 2 67
87 11 37
87 61 8
87 68 58
87 79 12
88 4 18
88 34 22
88 58 1
88 61 44
88 69 72
88 83 12
88 85 40
88 89 93
89 5 72
89 6 49
89 26 17
89 37 66
89 39 44
89 40 66
89 72 48
89 76 22
89 79 68
89 80 87
89 96 67
90 23 15
90 25 45
90 28 84
90 39 49
90 52 12
90 55 81
90 67 78
90 84 30
91 14 98
91 56 84
91 84 56
92 10 55
92 18 56
92 27 89
92 83 89
92 99 18
93 1 100
93 5 63
93 13 35
93 15 18
93 20 24
93 21 57
93 42 59
93 62 47
93 65 50
93 77 5
93 85 12
93 94 54
93 95 99
93 96 82
94 10 99
94 11 38
94 22 90
94 28 45
94 55 20
94 58 67
94 76 57
94 93 68
95 4 22
95 7 31
95 42 83
95 72 56
95 77 34
95 83 83
95 89 19
96 7 76
96 11 12
96 20 72
96 45 5
96 62 6
96 87 41
96 97 67
97 1 90
97 26 46
97 27 64
97 35 5
97 40 46
97 52 14
97 54 50
97 61 95
97 73 19
97 77 33
97 83 36
98 7 62
98 8 8
98 34 60
98 42 24
