100 685
0 14 27
0 36 58
0 55 91
1 26 20
1 27 87
1 32 93
1 49 22
1 54 13
1 95 12
1 97 9
2 13 72
2 17 76
2 41 87
2 60 72
2 66 34
2 77 67
2 85 56
2 92 23
3 25 84
3 57 79
3 67 27
3 71 41
3 89 42
4 13 37
4 16 71
4 30 50
4 40 40
4 66 16
4 73 82
4 90 93
4 98 51
5 11 71
5 21 73
5 22 42
5 72 35
5 75 48
5 94 94
6 18 78
6 45 97
6 49 15
6 58 2
6 61 27
6 77 49
7 26 98
7 39 73
7 40 71
7 42 91
7 48 45
7 53 48
7 56 75
7 91 28
8 41 43
8 45 92
8 46 4
8 56 88
8 60 33
8 63 47
8 77 48
9 24 5
9 31 27
9 39 67
9 56 67
9 58 33
9 81 6
10 4 92
10 21 10
10 90 30
10 93 74
11 21 56
11 43 46
11 50 46
11 58 41
11 60 28
11 62 26
11 75 64
12 2 1
12 9 69
12 11 91
12 42 65
12 52 38
12 69 16
12 86 45
12 94 56
13 19 72
13 26 98
13 32 53
13 38 19
13 51 20
13 82 68
13 97 64
14 12 50
14 37 33
14 39 53
14 50 10
14 51 90
14 61 63
15 7 76
15 9 22
15 13 52
15 40 20
15 48 54
15 61 19
15 85 26
16 8 14
16 48 25
16 84 49
17 12 85
17 15 53
17 73 86
18 21 94
18 33 96
18 53 11
18 55 74
18 63 47
18 99 80
19 6 76
19 16 69
19 69 79
20 1 9
20 18 95
20 28 59
20 58 35
20 62 11
20 72 72
20 87 99
21 4 39
21 9 46
21 10 97
21 26 46
21 28 15
21 34 88
21 35 67
21 48 3
21 62 77
21 72 18
21 84 5
21 86 63
22 10 40
22 18 84
22 33 22
22 35 63
22 47 48
22 61 29
22 80 87
22 82 98
22 87 69
22 90 58
22 92 35
23 19 92
23 21 66
23 25 77
23 34 2
23 46 7
23 60 72
23 75 50
23 81 100
23 83 30
24 23 44
24 44 77
24 47 62
24 66 60
25 2 19
25 16 3
25 57 99
25 61 30
25 63 75
25 66 31
25 68 48
25 80 78
26 9 16
26 23 10
26 34 90
26 52 65
26 62 44
26 65 24
26 66 27
26 75 51
26 77 77
26 90 3
27 4 57
27 9 36
27 13 39
27 21 97
27 23 72
27 57 38
27 74 13
27 82 99
27 86 13
27 92 75
28 13 1
28 18 71
28 67 16
28 80 13
28 82 43
29 4 62
29 11 85
29 22 29
29 32 61
29 33 54
29 76 84
29 89 70
29 90 3
29 96 99
30 9 11
30 14 48
30 73 46
30 78 49
30 87 33
30 95 95
31 48 67
31 68 78
31 78 12
32 3 35
32 7 10
32 22 71
32 26 95
32 34 67
32 36 89
32 44 24
32 49 92
32 66 48
32 70 97
32 79 15
32 85 67
33 4 64
33 11 37
33 13 60
33 27 79
33 74 55
33 96 71
34 13 7
34 41 89
34 47 51
34 64 77
34 77 20
34 84 23
35 4 15
35 44 48
35 51 83
35 63 7
35 65 87
35 78 80
35 79 61
35 80 15
35 84 17
35 90 30
36 30 60
36 72 1
36 88 30
37 17 75
37 38 22
37 66 69
37 70 62
37 71 31
37 97 67
38 12 98
38 17 63
38 21 34
38 41 64
38 42 3
38 48 47
38 50 22
38 67 73
38 82 87
38 86 39
38 87 83
39 2 68
39 23 33
39 63 21
39 73 69
39 88 25
40 14 42
40 20 44
40 24 54
40 33 100
40 42 80
40 50 42
40 61 38
40 67 11
40 71 86
40 72 12
41 8 37
41 25 5
41 37 98
41 51 56
41 58 57
41 65 12
41 95 28
41 96 80
41 98 87
42 19 54
42 44 33
42 48 52
42 65 21
42 86 40
42 93 99
42 95 67
43 6 38
43 15 95
43 23 95
43 50 19
43 60 54
43 67 53
43 71 6
43 73 91
43 78 78
43 84 61
43 89 12
43 96 28
44 1 42
44 28 71
44 32 65
44 71 89
44 73 46
44 87 7
44 90 93
44 93 36
45 22 83
45 24 36
45 65 77
45 71 81
45 92 1
46 15 29
46 32 49
46 43 70
46 51 71
46 64 53
46 82 89
46 88 50
46 90 14
47 8 7
47 32 80
47 64 20
47 85 6
47 95 58
48 6 2
48 12 38
48 37 30
48 49 74
48 63 30
48 66 81
49 5 25
49 12 20
49 16 21
49 20 8
49 23 51
49 25 63
49 26 21
49 33 25
49 37 71
49 60 76
49 61 30
49 86 43
49 97 4
50 4 47
50 9 95
50 19 97
50 33 99
50 62 43
50 70 7
51 29 44
51 57 96
51 59 13
51 82 12
51 84 89
51 90 17
51 94 96
52 1 35
52 3 87
52 6 21
52 7 29
52 77 96
52 97 37
53 15 6
53 18 86
53 19 46
53 26 43
53 43 37
53 63 86
53 64 90
53 65 55
53 76 10
53 94 12
54 1 67
54 55 81
54 83 85
54 95 64
54 97 64
55 13 79
55 22 39
55 34 35
55 53 63
55 58 68
55 87 94
55 93 70
56 20 57
56 21 41
56 26 2
56 28 7
56 53 53
56 86 98
56 97 23
57 16 65
57 46 8
57 78 88
58 22 57
58 71 89
58 79 29
59 10 25
59 29 37
59 52 47
59 65 2
59 77 33
59 81 59
59 92 82
59 96 25
60 6 80
60 45 100
60 61 100
60 86 19
61 4 69
61 22 19
61 35 11
61 48 34
61 49 91
61 68 12
61 84 8
61 99 4
62 13 47
62 21 55
62 28 73
62 42 61
62 49 31
62 72 95
62 78 74
63 7 24
63 19 94
63 23 89
63 25 39
63 58 62
63 90 82
63 93 32
64 8 24
64 35 60
64 41 72
64 53 14
64 67 37
64 73 16
64 83 91
64 85 87
65 19 6
65 36 52
65 50 81
65 59 75
65 62 8
65 71 70
65 96 91
65 99 34
66 29 56
66 33 44
66 42 95
66 74 78
67 19 37
67 20 9
67 23 28
67 27 100
67 48 85
67 84 48
67 98 2
68 23 88
68 33 16
68 43 40
68 51 81
68 55 45
68 56 15
68 66 44
68 79 71
68 95 68
69 12 73
69 13 99
69 33 2
69 58 32
69 73 44
69 82 40
69 83 58
69 90 81
70 13 37
70 14 30
70 21 26
70 98 59
71 28 16
71 53 98
71 61 39
71 79 30
71 82 41
71 89 16
71 97 20
72 3 68
72 8 37
72 9 36
72 15 17
72 26 36
