100 685
0 5 4
0 12 64
0 16 67
0 29 39
0 58 39
0 59 62
0 81 100
1 22 8
1 27 74
1 31 18
1 33 78
1 42 63
1 56 57
1 61 23
1 92 15
1 93 89
2 13 1
2 21 92
2 30 76
2 51 95
3 1 9
3 32 86
3 36 10
3 37 81
3 39 30
3 46 63
3 51 76
3 56 40
3 58 25
3 71 75
3 76 4
3 82 92
3 83 60
3 85 15
3 92 72
3 93 28
3 94 96
3 97 24
4 8 48
4 24 99
4 39 38
4 41 43
4 59 14
4 76 21
4 80 15
4 95 56
5 39 35
5 40 90
5 48 9
5 63 75
5 98 98
6 16 96
6 18 93
6 36 55
6 39 79
6 54 60
6 59 26
7 1 68
7 15 2
7 92 88
7 95 81
7 99 16
8 33 93
8 34 78
8 52 95
8 62 51
8 66 12
8 96 82
9 21 80
9 23 36
9 42 58
9 57 15
9 62 14
9 96 10
10 1 67
10 21 86
10 43 64
10 56 20
10 58 77
10 61 8
10 63 63
10 91 89
11 21 27
11 27 70
11 29 48
11 44 70
11 51 3
11 56 4
11 57 35
11 65 36
11 68 74
11 74 91
11 85 63
12 33 31
12 39 65
13 25 19
13 56 39
13 79 21
13 81 12
13 82 84
13 84 42
13 94 87
14 29 89
14 33 16
14 42 43
14 81 39
14 82 20
14 83 46
14 95 14
15 3 10
15 29 73
15 34 3
15 50 77
15 61 43
15 66 54
15 72 83
15 73 86
15 83 77
16 11 22
16 12 36
16 27 34
16 34 85
16 65 92
16 85 60
16 86 51
17 27 72
17 29 26
17 30 51
17 35 24
17 64 81
17 66 95
17 69 49
17 73 47
17 90 45
18 13 68
18 35 43
18 52 28
18 64 67
19 3 56
19 23 93
19 34 4
19 66 3
19 89 21
19 92 38
19 95 96
20 18 79
20 41 25
20 48 36
20 59 93
20 68 7
20 81 71
20 92 12
21 9 17
21 30 62
21 45 69
21 58 4
21 75 18
21 77 1
21 95 13
22 11 17
22 32 20
22 49 32
22 64 25
22 74 21
22 86 64
22 87 96
22 93 61
23 2 55
23 14 95
23 15 73
23 27 44
23 40 5
23 65 7
23 68 17
23 73 36
23 82 78
23 90 93
24 19 37
24 20 47
24 43 64
24 65 88
24 70 26
24 92 56
25 3 63
25 13 43
25 63 57
25 72 87
25 80 95
25 86 45
25 90 15
25 93 60
25 99 79
26 33 45
26 45 62
26 51 89
26 52 87
26 55 94
26 59 45
26 77 70
26 90 27
26 96 44
27 43 18
27 47 2
27 57 63
27 89 26
27 99 8
28 7 80
28 21 18
28 84 80
29 16 7
29 37 49
29 52 56
29 66 23
29 92 22
30 25 42
30 29 4
30 61 16
30 70 31
30 72 13
30 89 51
31 25 66
31 39 34
