100 688
0 2 32
0 32 22
0 39 4
0 44 76
0 59 80
0 72 3
0 95 84
0 96 57
0 98 14
1 28 37
1 62 1
1 68 19
1 90 80
2 17 81
2 19 91
2 27 65
2 71 74
2 74 40
2 96 28
3 20 6
3 47 4
3 50 64
3 59 75
3 60 45
3 79 20
3 80 84
3 81 76
3 84 69
3 90 2
3 95 14
4 5 50
4 19 56
4 25 100
4 35 69
4 53 6
4 63 94
4 74 9
4 85 22
5 6 66
5 11 35
5 19 43
5 25 97
5 39 58
5 48 35
5 60 96
5 77 49
5 92 70
5 95 17
6 3 59
6 15 37
6 32 52
6 33 26
6 49 3
6 53 51
6 54 47
6 60 51
6 67 7
7 22 78
7 25 38
7 35 82
7 86 46
7 94 65
8 6 100
8 36 5
8 56 95
8 70 37
9 31 95
9 42 48
9 49 39
9 74 51
9 98 32
10 13 67
10 21 58
10 47 40
10 54 15
10 67 47
10 93 65
11 2 75
11 13 56
11 19 5
11 23 10
11 35 77
11 77 72
11 88 70
11 92 43
12 1 54
12 10 87
12 17 34
12 63 81
12 66 39
12 67 36
12 96 42
13 5 19
13 26 41
13 28 15
13 29 44
13 41 93
13 42 4
13 53 83
13 66 12
13 84 74
13 89 64
13 95 38
13 96 21
13 99 58
14 12 44
14 20 12
14 27 53
14 44 75
14 75 90
14 84 71
14 93 87
15 2 6
15 26 20
15 95 15
16 13 10
16 23 90
16 25 18
16 37 37
16 42 47
16 52 11
16 56 73
16 59 30
16 77 1
17 29 90
17 54 38
17 56 33
17 78 75
17 94 3
17 97 94
18 7 39
18 35 53
18 41 19
18 52 40
18 60 83
18 80 62
18 83 78
18 91 43
19 20 30
19 41 5
20 37 6
20 86 5
21 30 93
21 33 12
21 59 35
21 67 29
21 70 96
21 77 65
21 95 52
21 99 16
22 17 20
22 20 99
22 36 98
22 48 33
22 65 18
22 82 69
23 29 16
23 44 48
23 45 50
23 52 19
23 83 36
23 86 5
24 11 59
24 33 33
24 37 90
24 46 76
24 74 13
24 75 92
24 81 16
24 87 28
24 90 87
25 28 95
25 65 92
25 78 39
26 21 57
26 29 19
26 61 49
26 80 63
26 92 78
27 6 1
27 18 91
27 25 23
27 32 66
27 70 21
27 91 28
27 94 97
27 95 71
28 9 38
28 33 98
28 72 52
28 86 1
28 98 75
29 30 14
29 36 69
29 42 23
29 61 91
29 68 21
29 78 37
29 82 44
29 83 16
30 13 74
30 32 9
30 47 5
30 67 43
30 76 5
30 86 29
31 50 57
31 55 78
32 4 45
32 9 34
32 50 69
32 51 5
32 56 58
32 66 84
32 93 33
32 97 64
33 17 31
33 26 6
33 37 89
33 40 51
33 55 98
33 74 50
33 95 99
33 98 89
34 20 25
34 28 10
34 33 84
34 56 88
35 17 72
35 59 78
35 60 87
35 90 64
36 9 70
36 30 5
36 68 52
36 93 28
36 99 23
37 39 88
37 65 24
37 83 42
37 89 4
38 2 40
38 6 52
38 55 8
38 60 37
38 76 90
38 79 64
38 95 5
39 8 29
39 57 32
39 99 47
40 30 62
40 48 79
40 80 40
40 92 81
40 95 83
41 9 51
41 42 71
41 48 90
41 51 33
41 56 93
41 59 59
42 15 59
42 25 58
42 27 43
42 60 67
42 74 19
42 76 72
42 80 74
42 87 82
42 91 82
43 13 85
43 14 20
43 16 90
43 21 20
43 22 72
43 45 42
43 46 32
43 58 33
43 93 69
44 6 64
44 8 40
44 54 39
44 77 82
44 79 60
44 80 19
44 85 21
45 2 46
45 5 2
45 12 68
45 27 99
45 40 85
45 71 22
45 75 22
45 84 73
45 92 75
46 17 77
46 19 50
46 31 4
46 38 49
46 47 54
46 51 60
46 75 73
46 77 17
47 16 19
47 20 63
47 27 96
47 32 49
47 33 71
47 35 86
47 40 89
47 46 64
47 69 75
47 76 50
47 96 70
48 4 90
48 7 33
48 14 90
48 16 20
48 18 12
48 20 17
48 25 75
48 32 89
48 36 98
48 60 44
48 79 95
48 83 51
48 96 25
49 5 31
49 8 95
49 17 16
49 40 71
49 79 15
49 82 2
50 2 10
50 12 85
50 15 94
50 32 16
50 34 36
50 40 18
50 83 44
50 84 3
50 87 30
51 6 54
51 10 39
51 46 78
51 50 58
51 71 2
51 89 93
51 94 1
51 96 99
52 14 30
52 20 97
52 25 85
52 47 15
52 49 73
52 93 80
53 20 26
53 27 45
53 34 64
53 39 14
53 43 94
53 48 86
54 11 40
54 18 19
54 24 99
54 47 90
54 52 39
54 57 97
54 59 52
54 68 85
54 74 89
54 83 79
55 2 83
55 39 42
55 48 70
55 65 80
55 87 57
55 88 6
55 91 35
56 24 3
56 61 53
56 77 72
57 13 91
57 22 70
57 32 95
57 79 76
57 80 53
57 81 67
58 12 55
58 89 49
58 98 92
59 34 17
59 49 93
59 61 59
59 69 2
59 82 9
59 83 65
59 85 96
60 16 14
60 20 64
60 30 70
60 43 59
60 52 25
60 79 81
60 84 7
60 98 73
61 10 52
61 12 31
61 30 77
61 48 98
61 62 11
61 81 92
61 89 10
62 11 15
62 12 54
62 22 22
62 27 47
62 40 77
62 73 45
63 22 57
63 34 13
63 42 29
63 43 62
63 51 93
63 70 38
63 91 4
64 4 97
64 37 57
64 62 43
64 66 24
64 71 6
65 37 79
65 45 67
65 50 65
65 54 42
65 66 46
65 73 15
66 34 77
66 52 61
66 64 32
66 80 53
66 83 96
66 98 13
66 99 12
67 10 32
67 41 34
67 54 31
68 18 67
68 32 95
68 51 23
69 21 16
69 24 9
69 37 14
69 49 56
69 52 41
69 61 30
69 64 55
69 67 35
69 72 72
69 75 89
69 84 8
69 96 66
70 8 89
70 24 87
70 49 93
70 58 26
70 87 87
71 6 92
71 28 37
71 29 61
71 47 74
71 58 73
71 63 1
71 85 79
72 2 97
72 6 80
72 12 71
72 18 47
72 36 65
72 39 54
72 51 80
72 65 87
72 77 74
72 89 18
72 93 33
72 96 69
73 3 10
73 13 61
73 28 73
73 41 93
73 42 74
73 46 78
73 52 66
73 53 58
73 76 13
73 85 12
74 6 57
74 13 55
74 17 39
74 19 79
74 30 14
74 31 41
74 52 86
74 56 51
74 73 70
74 78 31
74 94 17
75 3 3
75 6 8
75 35 72
75 51 81
75 65 89
75 99 96
76 11 100
76 13 57
76 29 97
76 35 67
76 39 17
77 15 13
77 34 94
77 45 75
77 56 5
77 68 42
77 76 79
77 80 77
77 83 79
78 23 66
78 30 76
78 32 2
78 74 24
78 84 29
79 1 73
79 10 14
79 23 6
79 37 49
79 46 90
79 60 60
79 65 34
79 77 5
79 80 94
79 90 37
80 5 63
80 29 25
80 45 29
80 64 97
80 77 66
81 4 33
81 5 57
81 13 57
81 15 59
81 26 63
81 76 25
81 77 26
81 80 41
81 86 56
81 88 57
81 98 73
82 29 30
82 33 60
82 37 11
82 46 98
82 50 59
82 62 26
83 6 30
83 39 48
83 43 98
83 48 99
83 52 82
83 66 25
83 68 22
83 73 92
83 78 98
83 85 30
83 92 37
84 4 88
84 62 75
84 76 19
84 91 32
84 94 87
84 97 7
85 5 77
85 16 50
85 30 62
85 35 71
85 40 51
85 62 2
85 99 21
86 24 76
86 34 15
86 47 54
86 59 27
86 62 92
86 67 63
86 68 31
86 94 63
87 18 60
87 22 40
87 23 45
87 28 40
87 38 10
87 47 55
87 57 31
87 61 78
88 2 98
88 4 37
88 5 6
88 28 73
88 55 11
88 66 11
88 72 22
89 15 100
89 23 58
89 34 83
89 42 73
89 57 14
89 58 55
89 78 64
89 81 39
90 67 63
90 80 65
90 83 57
90 99 42
91 17 46
91 28 63
91 43 82
91 49 21
91 51 73
91 53 86
91 78 95
92 1 78
92 16 2
92 36 32
92 43 81
92 84 100
92 96 80
92 97 9
93 21 15
93 39 99
93 65 18
93 77 15
94 7 22
94 14 56
94 32 8
94 59 82
94 75 5
94 81 66
94 88 10
94 95 82
95 3 92
95 6 20
95 8 62
95 22 19
95 37 99
95 39 31
95 41 46
95 48 46
95 50 70
95 77 26
95 78 48
95 94 86
96 1 10
96 5 61
96 8 67
96 20 23
96 21 11
96 32 74
96 38 25
96 39 39
96 93 30
97 2 98
97 5 70
97 20 74
97 39 52
97 58 12
97 61 14
97 62 100
97 67 90
97 69 96
98 15 51
98 33 54
98 41 97
98 51 81
98 64 60
98 68 67
98 85 89
98 91 94
98 92 45
