100 688
0 45 62
0 49 44
0 69 69
0 89 68
0 99 72
1 3 9
1 21 34
1 51 11
1 65 47
1 69 12
1 70 1
1 74 71
1 97 21
2 7 70
2 8 46
2 16 59
2 20 67
2 25 17
2 34 1
2 47 59
2 62 96
2 76 47
2 84 41
3 26 43
3 27 74
3 77 87
4 17 22
4 38 1
4 51 50
4 60 18
4 61 36
4 64 45
5 14 88
5 21 28
5 32 56
5 47 9
5 48 59
5 52 89
5 56 88
5 94 52
6 25 13
6 48 66
6 61 94
6 62 74
7 3 3
7 6 72
7 12 30
7 30 74
7 42 90
7 57 19
8 16 37
8 19 5
8 28 28
8 51 50
8 66 47
8 68 18
8 69 12
8 77 90
8 98 26
9 21 73
9 49 68
9 70 2
9 80 2
10 16 12
10 20 22
10 33 71
10 40 58
10 41 8
10 55 82
10 77 62
10 98 73
11 26 42
11 28 24
11 43 30
11 45 5
11 59 100
11 81 6
11 87 37
12 28 84
12 51 95
12 53 29
12 62 13
12 71 16
12 83 40
12 85 61
12 86 40
12 94 1
12 98 22
12 99 84
13 23 7
13 47 42
13 65 59
13 70 61
13 88 54
13 95 73
13 97 46
14 17 88
14 22 80
14 76 55
15 10 70
15 20 12
15 29 40
15 36 57
15 79 45
15 85 41
15 86 22
15 87 91
15 95 93
16 4 14
16 31 22
16 35 24
16 54 94
16 59 100
17 10 54
17 21 43
17 39 2
17 48 40
17 63 31
18 27 52
18 43 42
18 62 19
18 92 31
18 94 22
19 4 65
19 9 86
19 26 19
19 28 39
19 29 62
19 32 1
19 39 5
19 46 65
19 50 100
19 53 98
19 96 20
19 97 9
20 8 72
20 21 44
20 60 81
20 74 20
20 80 13
20 87 67
21 1 25
21 16 71
21 22 44
21 37 45
21 88 53
22 1 2
22 10 70
22 21 94
22 36 2
22 41 13
22 46 98
22 53 58
22 76 63
22 82 92
23 15 59
23 36 16
23 49 90
23 50 24
23 55 56
23 76 72
23 87 94
24 1 22
24 4 13
24 34 30
24 40 96
24 76 76
24 91 92
25 52 14
25 53 48
25 83 38
26 17 85
26 43 9
26 48 67
26 60 56
26 67 3
26 73 19
26 76 8
26 81 34
