100 688
0 3 36
0 8 8
0 18 29
0 23 13
0 33 32
0 36 51
0 37 99
0 53 5
0 84 15
0 91 11
1 7 95
1 11 58
1 18 34
1 58 65
1 84 20
1 98 71
2 4 64
2 5 34
2 31 71
2 83 22
2 86 14
3 2 83
3 55 23
3 69 74
3 81 25
4 7 73
4 43 40
4 66 93
4 67 29
4 76 95
5 33 75
5 38 97
5 40 71
5 45 91
5 79 93
5 97 89
5 98 95
6 25 41
6 59 93
6 65 23
6 67 42
6 96 79
7 1 93
7 19 96
7 35 38
7 37 51
7 39 94
7 47 46
7 53 94
7 70 16
7 71 15
7 83 25
7 91 2
8 56 81
8 66 27
8 77 8
8 86 16
8 87 38
9 1 37
9 3 23
9 16 10
9 23 16
9 31 34
9 47 72
9 55 29
10 1 28
10 21 7
10 25 2
10 35 75
10 36 86
10 39 49
10 56 27
10 81 42
10 91 75
10 96 57
11 2 78
11 6 66
11 34 36
11 51 41
11 54 23
11 56 49
11 97 47
12 1 1
12 15 28
12 17 77
12 25 78
12 51 43
12 55 72
12 72 12
12 73 18
12 88 69
13 16 59
13 58 53
13 61 98
13 87 52
14 20 3
14 42 47
14 45 71
14 76 57
14 89 56
14 90 44
15 18 53
15 36 87
15 39 38
15 40 54
15 46 49
15 53 37
15 83 31
15 88 33
15 92 82
15 98 99
16 9 49
16 26 74
16 28 71
16 32 19
16 39 58
16 53 76
16 70 44
16 82 56
17 20 78
17 80 71
17 86 38
17 92 74
18 4 100
18 25 19
18 43 68
18 44 29
18 45 46
18 73 5
18 79 18
19 17 36
19 27 12
19 34 60
19 55 6
19 86 91
19 91 44
20 3 20
20 9 98
20 92 55
21 17 3
21 61 74
21 64 84
21 73 24
21 78 39
21 95 65
22 30 49
22 32 9
22 38 13
22 39 82
22 61 85
22 84 23
23 19 27
23 24 50
23 49 42
23 61 60
23 92 97
24 15 40
24 18 31
24 19 32
24 28 13
24 58 94
25 10 55
25 33 86
25 48 31
25 63 86
25 68 73
26 7 73
26 15 32
26 16 60
26 30 72
26 40 52
27 1 39
27 15 69
27 29 61
27 45 61
27 48 51
27 55 36
27 68 42
27 69 30
27 72 73
27 77 34
28 6 4
28 22 21
28 43 47
28 77 31
28 83 10
29 6 24
29 8 11
29 39 34
29 49 41
29 64 95
29 68 46
29 82 71
29 84 95
29 88 5
29 92 88
30 13 30
30 35 23
30 68 57
30 75 49
31 1 44
31 14 77
31 28 31
31 40 16
31 45 97
31 49 34
31 53 100
31 66 2
31 69 94
31 84 3
32 36 12
32 46 26
32 47 43
32 56 27
32 69 79
32 80 17
33 10 5
33 16 96
33 23 31
33 24 39
33 32 32
33 60 19
33 69 43
33 89 57
33 90 59
33 99 43
34 1 52
34 11 57
34 13 48
34 36 4
34 43 14
34 58 26
34 82 19
35 7 49
35 20 51
35 29 7
35 30 38
35 40 71
35 41 22
35 56 62
35 60 57
36 14 45
36 19 98
36 30 81
36 47 99
36 63 79
36 76 77
37 68 42
37 77 72
37 99 37
38 16 91
38 18 70
38 23 2
38 63 14
38 64 18
38 99 78
39 18 84
39 21 85
39 41 56
39 63 84
39 68 20
39 86 79
40 11 46
40 23 46
40 24 69
40 26 32
40 42 95
40 61 65
40 76 14
40 78 74
41 3 93
41 32 21
41 40 34
41 52 50
41 65 99
41 70 24
41 81 5
41 98 16
42 4 83
42 13 79
42 17 84
42 24 92
42 33 88
42 46 2
42 96 19
43 18 71
43 23 11
43 55 19
43 56 92
43 57 36
43 65 77
43 66 67
43 85 95
43 93 68
43 96 97
43 97 89
44 3 20
44 5 49
44 14 52
44 19 10
44 21 5
44 32 53
44 33 10
44 53 82
44 57 54
44 64 9
44 65 43
44 75 68
44 93 13
45 2 37
45 18 8
45 27 2
45 34 56
45 43 39
45 59 17
46 42 52
46 72 9
46 83 47
46 89 62
47 24 79
47 29 35
47 43 93
47 56 92
47 68 47
47 94 88
47 97 60
48 7 92
48 67 7
48 73 33
48 83 37
49 15 28
49 35 48
49 52 2
49 57 19
49 62 48
49 65 26
49 81 71
49 83 46
49 96 65
50 7 70
50 17 83
50 20 47
50 54 6
50 64 42
50 65 100
50 78 73
50 79 74
51 2 66
51 7 27
51 12 60
51 31 9
51 64 47
52 1 68
52 6 76
52 8 84
52 17 49
52 41 43
52 57 63
52 59 80
52 64 8
52 81 65
53 9 80
53 10 64
53 90 3
53 95 86
54 6 24
54 17 10
54 73 47
54 76 42
55 12 62
55 22 68
55 24 80
55 28 28
55 31 36
55 36 46
55 41 57
55 56 30
55 62 39
55 67 80
55 70 14
55 85 13
55 94 49
55 99 96
56 12 7
56 30 95
56 36 81
56 37 71
56 45 34
56 47 25
56 66 11
56 72 6
56 77 80
56 81 46
56 97 14
57 8 83
57 9 92
57 17 48
57 23 46
57 27 11
57 58 70
57 78 68
57 88 25
58 17 75
58 18 31
58 27 17
58 32 53
58 51 16
58 55 99
58 76 64
59 28 58
59 35 9
59 56 95
59 84 43
59 85 65
60 8 34
60 16 87
60 34 11
60 39 30
60 71 10
60 85 6
60 96 22
61 13 14
61 16 39
61 20 67
61 23 96
61 37 30
61 53 86
61 79 100
61 81 15
61 85 51
61 96 87
62 9 7
62 12 17
62 13 65
62 15 64
62 30 9
62 39 38
62 80 48
62 87 40
63 2 17
63 6 9
63 16 26
63 31 94
63 47 47
63 55 16
63 59 53
63 80 7
64 1 43
64 29 24
64 68 3
64 74 51
65 12 35
65 21 71
65 26 28
65 32 11
65 51 33
65 78 78
66 42 97
66 45 17
66 50 39
66 63 92
66 69 50
66 70 24
66 93 4
66 97 23
67 15 78
67 28 93
67 44 21
67 45 74
67 48 14
67 59 12
67 70 20
67 75 33
67 91 87
68 1 81
68 18 11
68 39 28
68 65 5
68 67 65
68 69 77
68 70 7
68 83 60
68 97 30
68 98 89
69 6 71
69 28 58
69 32 72
69 37 33
69 67 72
69 78 60
69 85 19
70 5 97
70 8 16
70 9 24
70 17 57
70 26 14
70 33 88
70 37 65
70 42 27
70 68 37
70 73 94
70 82 30
70 85 58
70 97 72
71 6 88
71 27 92
71 35 60
71 37 33
71 42 36
71 72 83
71 81 59
71 88 43
72 2 46
72 99 96
73 7 1
73 17 41
73 33 54
73 43 2
73 48 15
73 72 84
73 76 21
73 87 40
74 18 61
74 38 46
74 48 29
74 54 22
74 56 98
74 60 53
74 61 57
74 66 43
74 82 10
74 84 55
75 15 86
75 21 99
75 45 36
75 48 100
75 86 31
75 91 28
76 20 57
76 48 57
76 61 12
76 72 63
76 98 71
77 16 41
77 26 3
77 40 7
77 85 7
77 92 84
77 96 62
78 10 51
78 21 87
78 51 43
78 62 84
78 69 43
79 7 99
79 34 23
79 41 18
79 52 51
79 53 75
79 55 91
79 59 69
79 75 59
80 41 67
80 42 76
80 50 90
80 98 54
81 6 3
81 17 63
81 23 90
81 31 89
81 34 73
81 38 4
81 51 75
81 54 24
81 59 11
81 74 8
82 1 99
82 32 43
82 59 50
82 65 43
82 84 33
82 91 26
83 16 90
83 18 91
83 42 37
83 90 64
84 39 36
84 48 4
84 49 81
84 62 7
84 66 99
85 11 28
85 18 34
85 20 80
85 29 39
85 33 22
85 35 48
85 61 30
85 82 28
85 87 32
86 7 28
86 41 61
86 44 53
86 80 34
86 92 66
87 1 43
87 14 12
87 23 100
87 32 32
87 33 76
87 41 33
87 47 6
88 21 30
88 23 65
88 25 83
88 39 19
88 79 96
88 92 56
88 97 33
89 7 45
89 8 43
89 48 17
89 52 8
89 86 23
90 20 55
90 38 31
90 47 46
90 48 76
90 63 95
90 93 59
90 96 49
91 9 39
91 72 51
91 97 5
92 11 68
92 31 71
92 53 81
92 54 95
92 76 39
92 85 61
92 88 74
92 91 3
92 96 83
92 97 27
93 12 56
93 23 81
93 30 56
93 39 9
93 40 35
93 69 80
93 73 53
93 77 33
93 78 63
94 1 2
94 3 32
94 8 72
94 22 91
94 36 35
94 41 33
94 47 52
94 61 38
94 62 31
94 71 60
95 42 66
95 69 23
95 85 41
96 5 24
96 13 83
96 21 76
96 24 47
96 25 93
96 67 2
96 68 25
96 90 4
97 18 34
97 41 65
97 43 62
