100 686
0 18 5
0 59 87
1 12 56
1 30 97
1 34 57
1 42 37
1 58 28
1 84 47
1 87 14
1 92 71
2 4 19
2 42 18
2 61 34
2 79 17
2 87 88
2 93 14
3 42 68
3 48 65
3 62 99
3 66 73
3 74 70
3 83 72
3 97 27
4 33 67
4 37 60
4 48 98
4 61 67
4 69 23
4 92 31
4 98 49
5 3 96
5 4 32
5 12 30
5 28 80
5 58 42
5 67 94
5 68 63
6 12 5
6 32 41
6 53 8
7 6 96
7 8 30
7 9 69
7 48 44
7 61 91
7 63 66
7 72 42
7 76 71
7 83 70
7 86 91
7 87 74
7 93 60
8 26 80
8 46 84
8 53 36
8 65 45
8 78 66
8 79 48
8 89 60
8 99 77
9 29 95
9 50 61
9 53 24
9 60 58
9 80 87
9 84 14
9 94 30
9 99 13
10 35 73
10 71 33
10 74 83
10 85 52
10 89 71
11 20 20
11 49 47
11 64 6
11 76 60
11 78 47
12 24 30
12 25 65
12 60 10
12 96 76
13 6 2
13 17 81
13 24 49
13 26 19
13 39 91
13 80 38
13 93 71
14 27 17
14 38 56
14 45 78
14 53 50
14 56 59
14 63 75
15 8 21
15 36 87
15 41 87
15 59 86
15 70 70
15 75 37
15 76 98
15 78 64
16 3 7
16 60 94
16 68 55
16 77 34
16 80 11
17 4 74
17 15 15
17 54 76
17 59 64
17 66 2
17 74 77
17 76 2
17 80 78
18 11 77
18 14 97
18 15 26
18 22 23
18 28 66
18 48 74
18 71 22
18 75 56
18 91 9
19 37 8
19 38 84
19 47 83
19 56 28
19 61 76
19 64 95
19 81 18
20 24 85
20 29 45
20 59 80
20 74 19
20 85 68
20 94 81
21 12 30
21 13 89
21 14 21
21 25 3
21 38 1
21 50 54
21 67 90
21 69 59
21 94 34
22 8 51
22 15 19
22 16 73
22 24 32
22 31 11
22 37 65
22 40 84
22 49 16
22 51 55
22 52 57
22 57 69
22 59 8
22 68 68
23 1 25
23 10 81
23 38 90
23 47 90
23 59 72
23 70 92
24 4 3
24 17 79
24 25 70
24 28 81
24 39 54
24 66 87
25 7 95
25 26 18
25 66 78
26 31 100
26 68 67
26 70 55
26 85 96
26 90 97
26 94 45
27 2 63
27 10 50
27 22 55
27 37 5
27 65 82
27 72 26
27 94 40
27 96 30
27 97 86
27 99 14
28 1 75
28 11 92
28 19 91
28 25 12
28 29 50
28 54 38
28 96 15
28 97 21
29 30 45
29 42 61
29 49 77
29 53 43
29 59 69
29 76 24
30 79 10
30 99 78
31 13 98
31 30 14
31 32 37
31 40 39
31 46 38
31 79 56
31 88 33
32 31 61
32 39 15
32 48 22
32 69 50
32 70 31
32 78 10
32 81 40
32 90 86
32 98 78
33 2 9
33 29 71
33 34 53
33 49 17
33 50 80
33 77 98
33 79 68
34 30 2
34 37 13
34 44 85
34 58 75
34 69 14
34 81 56
34 86 47
34 89 90
35 8 4
35 54 20
35 78 6
36 3 7
36 24 85
36 55 83
36 98 5
37 3 71
37 58 53
37 81 55
37 82 40
37 91 98
38 3 48
38 40 20
38 42 15
38 46 22
38 61 96
38 63 73
38 74 5
38 82 40
39 20 90
39 28 33
39 29 68
39 56 65
39 94 46
40 1 79
40 2 32
40 14 91
40 22 31
40 43 40
40 70 83
40 99 30
41 27 63
41 29 97
41 60 44
41 64 17
41 72 36
41 78 96
41 80 46
42 1 86
42 17 65
42 22 68
42 28 77
42 39 45
42 96 4
42 98 34
43 1 80
43 14 88
43 15 44
43 23 48
43 36 60
43 51 84
43 52 94
43 54 73
43 77 31
44 14 60
44 18 3
44 46 52
44 53 56
44 57 1
45 11 98
45 23 97
45 26 51
45 27 58
45 32 66
45 62 72
45 78 83
46 16 41
46 30 68
46 48 29
46 57 51
46 65 63
46 71 64
46 85 72
46 87 64
47 10 79
47 40 34
47 44 61
47 49 64
47 68 77
47 69 10
47 72 22
47 88 7
47 90 35
47 97 64
48 7 11
48 10 22
48 26 27
48 63 48
48 83 95
48 93 16
49 3 14
49 5 63
49 9 44
49 65 48
49 71 10
49 94 96
49 97 96
49 99 23
50 4 30
50 26 52
50 51 89
51 13 20
51 39 32
51 53 94
51 62 29
51 70 48
52 8 37
52 9 7
52 27 41
52 42 11
52 88 68
53 11 48
53 21 14
53 36 50
53 47 23
53 81 33
53 83 49
53 89 23
53 92 28
53 96 86
53 97 65
54 8 91
54 44 2
54 51 34
54 61 78
54 68 83
54 80 64
55 7 48
55 44 34
55 46 62
55 50 96
55 82 42
55 89 5
56 10 87
56 74 74
56 81 31
57 6 38
57 11 88
57 32 29
57 48 27
57 52 61
57 60 96
57 65 76
57 82 31
58 2 86
58 19 8
58 23 70
58 30 7
58 72 77
59 1 66
59 48 88
59 62 28
59 76 68
59 83 58
59 92 11
60 12 13
60 22 75
60 26 19
60 37 100
60 41 47
60 47 63
60 56 34
60 63 64
60 70 32
60 84 66
61 8 53
61 34 66
61 62 68
61 78 97
61 79 96
61 81 90
62 1 2
62 3 98
62 11 97
62 21 15
62 27 86
62 30 5
62 33 36
62 47 93
62 78 98
62 91 81
