100 691
0 14 88
0 20 62
0 22 37
0 31 41
0 35 92
0 48 65
0 78 79
0 86 6
1 9 46
1 15 88
1 27 46
1 64 88
1 73 57
2 20 6
2 32 81
2 34 93
2 41 71
2 49 28
2 50 93
2 52 11
2 72 96
3 1 9
3 11 21
3 46 5
3 66 26
3 68 66
3 72 47
4 6 5
4 8 22
4 15 49
4 23 70
4 29 96
4 31 50
4 46 97
4 95 39
5 34 39
5 35 63
5 57 77
5 92 59
6 26 86
6 28 42
6 29 23
6 30 17
6 36 50
6 44 10
6 65 100
7 29 79
7 55 26
7 60 4
7 69 24
7 81 71
7 82 76
7 90 79
8 17 29
8 21 44
8 23 94
8 52 61
8 70 93
8 78 82
8 84 13
9 10 83
9 13 81
9 22 87
9 33 85
9 43 17
9 57 51
9 99 93
10 1 93
10 40 9
10 64 7
10 65 3
10 82 22
11 1 17
11 13 40
11 15 82
11 19 46
11 25 83
11 27 82
11 45 41
11 57 8
11 66 82
11 71 5
11 77 14
11 82 30
11 88 49
12 1 69
12 23 81
12 31 24
12 44 78
12 66 94
12 68 62
12 79 97
12 84 47
12 86 33
12 89 73
13 4 61
13 14 71
13 16 51
13 26 79
13 30 69
13 38 100
13 52 21
13 61 6
13 69 69
13 78 46
13 87 80
13 90 97
14 20 61
14 63 13
14 64 17
14 80 81
14 91 55
14 96 37
15 2 58
15 6 56
15 38 87
15 43 24
15 47 24
15 50 40
15 94 38
16 8 8
16 23 12
16 29 39
16 39 4
16 58 4
16 66 61
16 86 36
17 1 51
17 5 83
17 27 58
17 33 24
17 83 15
17 84 59
17 94 79
18 33 75
18 39 66
18 49 86
18 51 77
18 54 54
18 55 68
18 56 66
18 58 57
18 68 62
18 69 76
18 91 88
19 22 5
19 24 68
19 38 28
19 43 8
19 45 20
19 47 100
19 67 22
19 70 8
19 91 74
20 6 87
20 9 14
20 12 72
20 27 29
20 33 39
20 42 70
20 53 50
20 55 31
20 87 29
20 98 26
21 41 95
21 45 23
21 48 91
21 58 20
21 74 84
21 85 86
21 89 61
22 31 29
22 62 30
22 67 6
22 79 70
22 81 41
22 83 35
22 87 98
22 91 89
23 30 38
23 40 46
23 41 31
23 45 29
23 55 93
23 70 89
23 98 11
24 1 29
24 16 10
24 18 39
24 31 64
24 33 99
24 39 54
24 89 13
25 14 57
25 17 63
25 29 91
25 33 81
25 46 9
25 71 16
25 79 62
25 95 41
26 4 4
26 21 88
26 32 22
26 35 20
26 44 78
26 89 13
26 90 54
26 95 80
27 10 48
27 34 87
27 57 54
27 82 13
28 13 77
28 15 56
28 16 52
28 21 77
28 30 44
28 37 94
28 47 2
28 82 80
28 85 11
28 93 93
28 97 80
29 1 13
29 5 80
29 22 90
29 24 36
29 25 13
29 39 64
29 52 29
29 59 11
29 75 67
29 83 54
29 86 45
29 96 63
30 81 1
30 89 100
30 92 48
31 25 70
31 26 51
31 38 86
31 49 100
32 30 99
32 33 86
32 37 77
32 66 11
32 74 57
33 11 99
33 14 96
33 18 52
33 20 31
33 47 19
33 49 68
33 84 72
33 89 84
34 31 1
34 56 60
34 72 18
34 77 60
34 92 80
35 17 3
35 29 62
35 48 63
35 57 23
35 72 58
35 77 72
35 81 16
35 83 74
36 19 84
36 23 71
36 26 35
36 67 69
36 68 42
37 16 9
37 21 52
37 58 95
37 79 30
37 91 77
37 94 45
38 7 34
38 26 91
38 28 65
38 32 20
38 52 6
38 53 33
38 54 12
38 62 54
39 28 68
39 36 59
39 37 88
39 38 73
39 61 12
39 65 8
39 67 86
39 87 64
39 89 84
40 2 44
40 37 12
40 56 2
40 91 59
40 95 67
40 96 95
41 5 33
41 13 82
41 24 27
41 30 42
41 35 40
41 59 30
41 63 1
42 1 1
42 12 54
42 74 99
42 90 56
43 3 92
43 26 99
43 42 19
43 45 37
43 47 51
43 61 32
43 80 72
43 92 23
44 17 27
44 31 34
44 38 45
44 41 61
44 59 31
45 24 1
45 32 47
45 35 45
45 39 80
45 57 91
45 60 59
45 95 63
46 7 36
46 19 40
46 52 43
46 60 69
46 92 7
46 99 82
47 9 12
47 21 35
47 51 88
47 64 60
48 19 56
48 65 12
48 82 90
48 95 5
49 14 91
49 74 30
49 78 74
49 84 19
49 85 5
49 97 35
50 3 29
50 21 8
50 76 53
51 13 74
51 18 7
51 35 61
51 43 39
51 44 96
51 46 73
51 60 25
51 62 75
51 92 86
51 97 50
52 36 98
52 40 4
52 64 9
52 85 26
52 88 59
53 18 7
53 33 67
53 42 89
54 10 4
54 26 53
54 28 36
54 38 66
54 42 33
54 47 76
54 75 54
54 91 34
55 3 74
55 4 82
55 47 19
55 60 40
55 66 16
55 69 2
55 75 5
56 36 62
