100 689
0 19 87
0 35 81
0 42 15
0 99 72
1 47 10
1 48 41
1 52 93
1 65 10
1 66 80
2 14 59
2 18 39
2 21 99
2 33 2
2 37 96
2 48 98
2 79 31
2 91 2
2 99 39
3 4 67
3 5 100
3 18 11
3 39 16
3 46 29
3 79 88
3 80 90
3 91 81
3 92 46
4 15 43
4 21 59
4 43 45
4 45 71
4 89 45
5 6 87
5 50 70
5 89 66
6 19 39
6 24 4
6 25 91
6 27 19
6 28 76
6 50 36
6 55 84
6 57 9
6 64 49
6 87 4
6 92 43
6 99 100
7 6 19
7 9 99
7 52 13
7 72 36
8 7 74
8 10 85
8 16 52
8 78 56
8 85 94
8 92 27
9 18 52
9 48 48
9 53 62
9 58 41
9 73 30
9 81 98
9 82 74
10 13 17
10 26 38
10 35 62
10 66 59
10 79 88
10 87 18
10 97 59
11 27 45
11 30 39
11 55 62
11 64 14
11 73 1
11 74 81
11 84 34
11 87 38
11 94 60
12 5 91
12 48 29
12 58 8
12 65 78
12 67 83
12 74 1
12 80 53
12 81 46
12 86 100
13 25 38
13 64 69
13 92 8
13 94 1
14 22 89
14 23 69
14 25 45
14 32 52
14 39 30
14 42 9
14 58 30
14 83 3
14 93 94
14 98 54
15 1 45
15 35 88
15 72 28
15 90 52
16 6 43
16 22 63
16 43 16
16 46 33
16 50 12
16 91 34
16 93 73
16 95 4
17 1 45
17 5 51
17 8 82
17 26 27
17 57 13
17 82 63
18 39 89
18 78 27
18 79 65
18 82 97
19 17 20
19 27 84
19 35 63
19 38 56
19 48 44
19 49 100
19 64 54
19 85 7
19 95 10
20 28 80
20 51 94
20 58 84
20 63 25
20 64 35
20 70 18
20 76 84
20 92 90
21 29 4
21 54 1
21 74 65
21 83 29
21 85 62
21 89 64
21 97 4
22 12 55
22 54 93
22 84 27
22 93 99
22 98 24
22 99 50
23 6 37
23 25 31
23 30 62
23 58 99
23 60 26
23 68 92
23 69 89
23 71 1
23 77 25
23 96 73
24 8 61
24 28 90
24 50 92
24 61 89
24 92 42
25 8 41
25 31 40
25 62 20
25 68 76
25 69 28
25 90 43
25 91 78
26 31 15
26 32 100
26 47 98
26 50 27
26 72 44
26 80 100
26 89 81
27 22 84
27 31 44
27 42 63
27 71 65
27 72 81
27 80 86
27 91 10
27 95 81
27 96 42
27 97 5
28 17 34
28 45 36
28 55 37
28 59 1
28 67 84
28 72 88
28 75 49
28 77 82
28 87 30
29 9 35
29 17 29
29 57 81
29 61 7
29 73 66
29 92 6
29 95 51
30 6 58
30 11 35
30 12 76
30 43 51
30 58 93
30 95 73
31 1 5
31 10 96
31 33 96
31 79 23
31 93 33
31 98 25
32 4 88
32 37 41
32 39 56
32 49 87
32 54 7
32 77 36
32 85 32
32 87 72
32 96 9
33 46 38
33 59 61
33 82 86
34 2 40
34 27 46
34 60 89
34 61 38
34 73 78
34 89 5
34 94 90
35 28 30
35 31 62
35 61 41
35 84 30
35 87 25
36 3 14
36 5 51
36 19 7
36 45 100
36 54 88
37 3 13
37 6 53
37 39 91
37 47 71
37 66 8
37 67 27
37 68 35
37 70 17
37 87 6
37 95 56
38 2 100
38 7 30
38 15 10
38 23 39
38 31 91
38 43 24
38 46 62
38 47 74
38 49 23
38 52 24
38 84 95
38 97 36
39 15 52
39 28 8
39 34 55
39 55 53
39 60 26
39 92 27
39 99 43
40 18 74
40 21 62
40 29 87
40 30 63
40 35 53
40 47 11
40 49 47
40 72 97
41 49 42
41 54 81
42 11 20
42 13 34
42 35 75
42 51 86
43 3 43
43 7 71
43 31 6
43 55 49
43 72 55
43 74 1
44 6 4
44 12 16
44 33 6
44 46 74
44 62 43
44 69 53
44 73 68
45 1 76
45 9 94
45 13 60
45 18 32
45 24 38
45 43 80
45 54 53
45 83 8
45 89 40
46 29 18
46 60 36
46 63 33
47 50 82
47 51 63
47 62 72
47 64 35
47 68 31
47 70 13
47 84 26
48 7 82
48 58 12
48 81 91
48 92 35
49 1 10
49 3 18
49 19 6
49 25 49
49 59 74
49 72 60
49 82 96
49 95 69
50 20 97
50 34 93
50 37 94
50 45 86
50 46 96
50 53 33
50 54 17
50 75 65
50 79 93
50 94 99
51 10 76
51 24 52
51 67 49
51 87 78
51 90 76
51 91 61
52 2 45
52 13 2
52 24 63
52 78 58
52 81 71
52 90 76
53 5 43
53 16 23
53 32 23
53 42 72
53 50 90
53 63 20
54 30 47
54 36 22
54 39 93
54 48 52
