100 690
0 2 4
0 8 52
0 12 71
0 17 83
0 36 69
0 58 99
0 70 71
0 75 98
0 79 34
1 7 42
1 14 61
1 15 16
1 22 70
1 63 47
1 72 69
2 3 32
2 51 69
2 64 99
2 72 99
2 78 20
2 82 25
3 6 39
3 17 82
3 24 90
3 34 36
3 72 16
3 82 48
3 85 48
3 97 7
4 11 49
4 12 20
4 19 59
4 49 79
4 60 53
4 62 11
4 67 48
4 69 59
4 91 4
5 3 24
5 33 37
5 52 32
5 60 72
5 67 77
6 10 81
6 14 77
6 24 68
6 84 99
6 96 70
6 97 18
7 48 75
7 73 7
7 78 20
8 2 53
8 12 16
8 17 67
8 20 44
8 51 66
8 54 47
8 74 32
8 97 73
9 5 92
9 15 16
9 23 37
9 39 46
9 55 47
9 89 29
9 95 67
9 99 93
10 1 10
10 21 35
10 33 98
10 49 34
10 58 12
10 71 93
10 87 4
11 14 75
11 15 76
11 18 66
11 45 19
11 60 4
11 69 85
11 75 19
11 76 55
12 6 91
12 9 100
12 11 92
12 19 59
12 23 33
12 30 9
12 34 66
12 47 20
12 57 97
12 85 51
12 87 50
13 1 15
13 23 89
13 26 73
13 31 98
13 38 97
13 39 27
13 41 44
13 43 71
13 73 92
13 98 2
13 99 56
14 11 8
14 27 49
14 31 21
14 34 28
14 59 17
14 63 45
15 5 11
15 6 83
15 13 43
15 17 52
15 41 10
15 42 55
15 50 73
15 53 60
15 63 51
16 52 59
16 54 58
16 86 66
17 18 44
17 61 94
17 66 74
17 75 31
18 27 89
18 35 33
18 38 5
18 65 38
18 94 59
19 8 61
19 13 42
19 47 21
19 72 44
19 86 12
20 7 60
20 8 37
20 11 69
20 19 97
20 33 59
20 67 43
20 68 48
20 97 29
21 44 45
21 56 7
21 60 85
21 72 35
21 77 24
21 90 52
21 99 10
22 31 59
22 37 90
22 38 78
22 66 31
22 76 65
23 5 50
23 10 10
23 11 34
23 20 94
23 39 13
23 90 59
23 92 70
24 36 49
24 37 1
24 54 96
24 64 84
24 66 38
24 95 12
24 99 82
25 17 41
25 21 13
25 49 50
25 52 92
25 55 9
25 58 54
25 87 10
25 91 73
26 2 21
26 32 47
26 37 49
26 40 18
26 47 63
26 59 33
26 87 65
27 18 98
27 19 98
27 28 55
27 42 98
27 48 39
27 56 21
27 67 41
27 99 98
28 1 70
28 6 79
28 18 14
28 87 20
28 90 24
29 24 100
29 77 23
29 79 49
29 87 54
29 88 79
30 33 31
30 60 11
30 65 36
30 75 41
31 12 3
31 15 6
31 16 98
31 17 13
31 30 49
31 76 10
31 94 79
32 9 1
32 46 24
32 47 36
32 57 69
32 64 39
32 71 97
32 98 47
33 9 42
33 18 22
33 28 98
33 39 73
33 51 2
33 52 54
33 77 97
33 89 57
34 17 11
34 19 8
34 21 2
34 24 49
34 43 83
34 45 85
34 46 23
35 3 45
35 4 80
35 6 62
35 45 31
35 62 5
35 81 90
35 83 51
36 1 52
36 4 19
36 26 51
36 41 40
36 48 82
36 59 78
36 65 15
36 76 42
36 78 99
36 82 27
36 88 13
37 5 54
37 62 36
37 64 1
37 89 99
37 93 3
38 4 85
38 21 90
38 31 25
38 35 26
38 67 87
38 75 51
39 13 74
39 55 20
39 61 25
39 62 58
39 77 48
39 81 56
39 87 91
39 89 18
40 23 32
40 72 44
40 75 5
40 84 67
40 95 15
41 2 65
41 3 26
41 8 34
41 10 76
41 15 25
41 46 11
41 64 16
41 65 76
41 76 57
41 78 86
41 97 16
42 9 26
42 33 11
42 43 47
42 54 97
42 56 44
42 72 74
42 88 23
42 98 73
43 66 61
43 70 69
43 77 78
43 96 75
43 98 27
44 10 50
44 26 68
44 38 45
44 52 93
44 54 88
44 72 7
44 75 24
44 85 37
44 86 28
44 99 20
45 6 34
45 15 62
45 20 83
45 55 79
45 70 92
45 77 25
45 81 43
45 83 51
46 21 36
46 22 83
46 34 63
46 38 79
46 40 8
46 75 45
47 2 13
47 11 78
47 28 40
47 36 88
47 39 9
47 40 16
47 42 33
47 48 59
47 60 16
47 64 29
47 75 95
47 90 40
47 92 66
47 93 47
47 97 90
48 3 27
48 14 85
48 16 100
48 47 65
48 51 10
48 99 48
49 11 82
49 14 56
49 18 89
49 28 82
49 46 7
49 54 78
49 66 20
49 67 29
49 71 51
49 76 35
49 78 35
49 79 20
49 82 30
50 27 28
50 35 61
50 37 48
50 51 33
50 55 27
50 97 73
51 18 48
51 26 36
51 62 3
51 67 5
51 89 38
52 15 98
52 17 6
52 35 72
52 39 51
52 48 5
52 51 17
52 81 11
53 12 45
53 13 100
53 28 47
53 45 47
53 52 6
53 64 54
53 67 96
53 68 68
54 5 52
54 18 58
54 25 45
54 32 70
54 66 35
54 80 40
54 86 74
54 92 91
54 97 76
55 2 51
55 15 62
55 19 88
55 33 18
55 44 55
55 56 74
55 60 60
55 88 62
56 7 23
56 34 6
56 50 35
56 74 96
56 78 25
56 82 12
56 88 30
56 96 84
57 10 62
57 16 10
57 39 95
57 46 77
57 53 7
57 67 13
58 23 87
58 47 8
58 86 91
59 21 14
59 24 81
59 54 46
59 55 89
59 58 5
59 95 75
60 2 92
60 25 30
60 31 58
60 67 9
60 80 75
60 84 63
60 88 8
60 91 89
61 6 43
61 49 32
61 64 97
61 81 53
62 1 6
62 22 23
62 39 90
62 51 76
62 55 24
63 8 90
63 17 66
63 40 52
63 43 63
63 62 70
63 70 31
63 85 73
64 3 77
64 9 94
64 11 84
64 34 82
64 62 59
64 63 40
64 70 85
64 80 41
64 81 83
64 82 72
65 75 55
65 91 57
66 55 71
66 61 57
66 71 56
66 92 5
67 16 64
67 49 89
67 50 52
67 54 82
67 77 17
67 88 83
67 95 8
68 2 68
68 5 71
68 7 29
68 11 25
68 12 97
68 50 51
68 59 61
68 69 60
68 74 11
68 75 2
68 83 53
68 86 86
68 92 25
68 96 4
68 98 14
69 15 39
69 20 3
69 26 55
69 46 84
69 48 15
69 56 25
69 72 41
69 78 93
70 14 65
70 32 91
70 74 96
70 88 90
70 97 97
71 3 27
71 13 86
71 36 73
71 46 47
71 70 10
71 76 52
71 77 61
71 83 88
71 88 95
71 91 80
71 92 88
72 16 31
72 26 61
72 30 68
72 67 30
72 85 92
72 90 63
73 2 54
73 40 81
73 50 57
73 79 42
74 5 33
74 14 6
74 84 23
74 90 98
75 3 6
75 4 24
75 31 83
75 40 63
75 56 41
75 72 76
75 77 74
75 90 35
76 13 94
76 19 98
76 24 54
76 32 9
76 34 24
76 39 38
76 47 18
76 69 30
76 70 7
76 71 26
76 78 92
77 1 85
