100 684
0 17 47
0 20 59
0 30 17
0 35 92
0 37 95
0 47 80
0 53 48
0 62 35
0 73 47
0 79 51
0 85 92
0 86 25
0 96 27
1 9 68
1 10 36
1 18 2
1 39 100
1 44 92
1 45 100
1 90 63
1 93 59
2 4 11
2 5 39
2 37 26
2 41 4
2 45 55
2 61 83
2 64 58
2 98 60
3 42 38
3 71 7
3 81 51
4 7 43
4 40 47
4 43 22
4 48 47
4 52 39
4 64 24
4 74 74
5 70 46
5 79 13
5 93 82
5 94 48
6 23 32
6 35 91
6 74 84
6 75 3
6 92 24
7 2 58
7 10 100
7 23 94
7 64 39
7 66 32
7 77 87
8 19 77
8 35 27
8 50 81
8 58 32
8 64 86
8 66 78
8 78 40
9 15 30
9 22 92
9 59 55
10 33 51
10 41 4
10 42 33
10 63 99
10 99 22
11 3 43
11 5 91
11 6 5
11 12 45
11 42 85
11 52 98
11 55 15
11 57 96
11 67 66
11 71 47
11 73 85
11 81 74
11 95 87
11 96 16
11 97 29
12 7 59
12 15 24
12 65 36
12 71 90
12 73 4
12 79 43
12 88 47
13 2 76
13 5 91
13 6 42
13 9 21
13 11 2
13 22 81
13 54 77
13 62 21
13 96 15
14 3 37
14 10 89
14 46 11
14 47 52
14 55 1
14 72 85
14 94 80
15 13 19
15 18 30
15 40 23
15 46 100
15 49 85
15 56 33
15 59 34
15 66 41
15 74 62
15 91 62
16 3 52
16 10 39
16 35 6
16 43 77
16 66 99
16 68 4
16 87 96
16 90 28
16 91 16
16 93 89
17 14 9
17 43 76
17 55 5
17 69 94
17 70 10
17 95 31
17 97 24
18 5 80
18 53 56
18 85 11
19 8 10
19 27 79
19 36 40
19 48 36
19 68 21
19 70 56
19 71 91
20 11 4
20 49 40
20 56 57
20 67 18
20 81 81
20 85 38
21 11 89
21 23 25
21 34 4
21 50 18
21 52 86
21 53 36
21 93 97
21 97 83
22 3 44
22 69 65
22 98 8
23 13 15
23 32 86
23 48 25
23 82 37
24 23 10
24 57 95
24 58 8
24 62 51
24 65 53
24 88 81
24 92 38
25 19 48
25 68 91
25 74 90
25 82 18
25 84 87
25 96 23
26 9 89
26 31 47
26 37 45
26 40 72
26 60 56
26 83 92
26 87 97
26 90 37
27 7 60
27 9 23
27 13 66
27 53 48
27 62 85
27 63 83
27 75 43
27 80 43
27 84 16
27 86 53
27 93 87
28 3 75
28 11 56
28 21 99
28 63 7
28 91 25
29 18 77
29 38 30
29 69 39
29 84 94
29 90 29
30 11 95
30 61 63
30 69 41
30 70 100
31 5 89
31 13 78
31 46 77
31 52 87
31 57 5
31 61 69
31 67 86
32 50 22
32 55 97
32 73 86
32 81 77
32 82 6
32 83 100
33 8 33
33 37 32
33 59 73
33 66 63
34 4 63
34 5 67
34 9 33
34 25 78
34 31 27
34 71 33
34 75 34
34 79 24
34 86 63
34 92 15
35 10 38
35 11 32
35 27 53
35 38 47
35 80 53
35 81 3
36 6 52
36 20 56
36 51 31
37 30 55
37 43 100
37 55 31
37 68 44
37 74 50
37 95 48
38 11 98
38 85 20
38 99 62
39 5 8
39 13 81
39 16 79
39 30 79
39 41 42
39 60 75
39 63 60
39 72 57
39 94 46
40 33 90
40 48 21
40 70 69
40 78 2
41 17 43
41 25 89
41 54 35
41 82 35
41 97 84
42 3 60
42 11 17
42 23 56
42 26 99
42 36 77
42 50 7
42 51 43
42 84 100
43 9 37
43 48 79
43 53 19
43 83 77
44 14 48
44 29 29
44 46 57
44 66 93
44 68 27
44 99 37
45 15 83
45 40 41
46 20 9
46 36 80
46 59 6
46 76 10
46 89 34
47 10 38
47 12 85
47 14 49
47 16 71
47 71 96
47 73 54
47 78 42
48 17 97
48 24 35
48 34 25
48 49 80
48 69 55
48 73 64
48 78 73
48 84 98
48 89 21
48 93 90
48 99 71
49 32 61
49 45 5
49 59 15
49 82 22
49 85 8
49 92 71
49 97 30
50 11 52
50 21 29
50 27 63
50 46 34
50 60 30
50 67 7
50 68 19
50 98 24
51 7 62
51 14 98
51 25 68
51 36 49
51 45 78
51 54 45
51 79 83
51 85 56
51 98 14
52 13 57
52 25 16
52 43 80
52 53 31
53 4 63
53 24 36
53 38 66
53 51 99
54 23 55
54 35 19
54 48 99
54 53 2
54 62 75
54 72 87
54 76 27
55 2 95
55 21 59
55 33 45
55 60 45
55 69 16
55 71 51
55 85 82
56 19 27
56 26 14
56 30 42
56 47 78
56 58 54
56 61 79
56 74 79
56 90 28
57 7 2
57 11 43
57 14 34
57 42 11
57 55 68
57 61 81
57 78 61
57 96 32
58 4 10
58 19 34
58 32 51
58 80 85
58 89 42
58 98 68
59 13 30
59 28 33
59 29 75
59 44 32
59 55 70
59 71 48
59 76 55
59 85 50
59 94 24
60 17 62
60 21 28
60 43 93
60 54 7
60 57 100
60 67 96
60 98 1
61 12 1
61 31 91
61 34 94
61 43 78
61 44 68
61 55 87
61 56 72
61 59 99
61 70 56
61 89 48
62 33 75
62 67 69
62 75 11
62 87 49
62 97 53
63 56 27
63 90 36
63 96 2
64 42 10
64 52 24
64 60 94
64 63 43
64 67 69
64 69 39
64 76 97
64 84 15
65 4 54
65 21 60
65 48 84
65 54 95
65 83 94
65 98 97
66 15 60
66 22 71
66 29 11
66 30 79
66 57 76
66 64 20
66 77 65
67 35 88
67 43 72
67 44 1
67 56 85
67 58 100
67 63 74
67 68 13
67 79 62
