100 687
0 8 94
0 10 97
0 41 65
0 50 47
0 51 61
0 52 77
0 56 31
0 60 94
0 64 92
0 71 25
1 31 26
1 49 15
1 52 6
1 57 29
1 85 17
1 99 74
2 17 34
2 19 50
2 26 68
2 35 73
2 38 29
2 71 19
2 77 48
2 86 87
3 1 61
3 10 40
3 11 42
3 40 51
3 42 6
3 45 3
3 68 41
3 79 16
3 82 68
4 28 35
4 33 22
4 35 34
4 38 17
4 61 65
5 1 6
5 30 44
5 54 54
5 85 42
5 94 29
5 96 46
6 1 80
6 44 99
6 54 45
6 77 93
6 79 86
6 94 81
6 98 24
7 14 21
7 17 21
7 42 16
7 43 69
7 65 27
7 67 85
7 71 6
7 75 23
7 76 74
7 95 32
8 25 84
8 27 93
8 45 70
8 66 99
8 74 35
8 87 40
9 19 63
9 34 42
9 73 11
9 93 78
9 99 80
10 5 17
10 24 43
10 25 85
10 37 86
10 38 96
10 45 31
10 59 42
10 70 3
10 77 46
11 1 24
11 5 98
11 30 52
11 43 97
11 48 57
11 54 54
11 56 96
11 58 96
11 72 67
11 93 56
12 19 20
12 20 22
12 28 92
12 38 44
12 45 36
12 55 58
12 68 61
12 84 65
13 21 100
13 48 21
13 65 82
13 70 94
13 78 4
13 79 49
13 82 44
13 83 18
14 27 34
14 56 76
14 58 40
14 61 15
14 77 29
15 14 82
15 57 77
15 58 62
15 97 77
16 5 60
16 24 36
16 25 72
16 44 97
16 46 93
16 53 88
16 58 3
16 63 90
16 92 64
17 15 98
17 16 44
17 51 40
17 54 37
17 75 31
17 93 22
18 7 5
18 26 1
18 33 78
18 38 41
18 43 95
18 56 9
18 57 32
18 59 47
18 65 37
18 76 86
18 84 23
18 87 24
18 99 31
19 13 88
19 23 72
19 50 99
19 67 9
20 19 24
20 21 93
20 29 19
20 33 59
20 38 18
20 47 39
20 53 33
20 78 62
20 87 83
20 92 13
21 4 83
21 12 61
21 18 59
21 25 32
21 26 30
21 31 44
21 33 84
21 34 31
21 35 12
21 39 54
21 47 56
21 52 62
21 65 71
21 76 10
22 1 60
22 2 73
22 19 75
22 84 18
22 93 24
22 99 40
23 2 81
23 12 38
23 44 58
23 67 27
23 78 16
23 94 1
23 97 65
24 7 99
24 8 57
24 59 9
24 79 41
25 33 35
25 36 71
25 54 70
25 77 14
25 80 43
26 14 20
26 16 73
26 27 23
26 32 99
26 59 34
26 64 64
26 70 79
26 80 80
27 14 66
27 36 37
27 45 84
27 46 95
27 55 85
28 1 4
28 21 54
28 57 67
28 74 92
28 79 93
29 5 3
29 23 84
29 63 58
29 67 10
29 73 7
29 86 1
30 23 86
30 59 30
30 67 16
30 68 59
30 73 9
30 76 73
30 82 67
30 84 40
30 89 11
31 5 96
31 15 36
31 47 35
31 51 83
31 59 77
31 61 40
31 67 24
31 71 37
32 19 5
32 21 1
32 27 16
32 33 22
32 50 47
32 61 89
32 64 15
32 88 21
33 3 82
33 37 57
33 50 86
34 1 75
34 53 7
34 81 25
34 99 19
35 14 16
35 42 14
35 51 61
35 56 33
35 78 88
36 13 26
36 33 81
36 44 67
36 67 21
36 76 55
36 83 33
36 91 60
37 18 86
37 24 81
37 29 96
37 35 76
37 47 100
37 50 92
37 93 81
38 17 89
38 26 83
38 39 58
38 41 6
38 46 25
38 52 100
38 69 27
38 74 87
38 76 38
38 98 1
39 25 61
39 47 59
39 53 74
39 64 40
39 68 9
39 75 13
40 22 13
40 26 36
40 34 73
40 72 57
41 54 51
42 7 85
42 36 30
42 48 54
42 70 54
42 75 56
42 97 66
43 4 49
43 26 98
43 35 69
43 38 90
43 51 15
43 85 71
43 93 81
44 14 10
44 46 57
44 70 75
45 19 49
45 26 3
45 43 42
45 77 30
45 89 14
46 16 81
46 25 10
46 45 85
46 72 11
46 73 63
46 78 54
46 98 99
47 6 50
47 32 13
47 40 46
47 52 62
47 73 32
47 76 74
47 88 63
48 18 54
48 23 91
48 47 22
48 51 6
48 68 24
48 74 27
48 86 50
49 26 98
49 34 6
49 45 38
49 61 82
49 68 45
49 96 22
49 97 12
50 29 68
50 53 24
50 62 82
50 67 82
50 72 14
50 79 1
50 90 86
50 96 43
51 16 30
51 25 1
51 28 2
51 29 73
51 72 25
51 75 58
51 89 12
51 94 24
52 8 31
52 21 74
52 31 36
52 40 24
52 44 53
52 46 32
52 58 87
52 63 89
52 67 10
52 75 34
52 85 68
53 5 98
53 17 38
53 40 78
53 77 60
53 81 30
54 10 22
54 30 81
54 73 73
54 87 13
55 10 28
55 22 72
55 34 64
55 46 36
55 52 69
55 72 10
55 77 21
55 78 99
56 6 72
56 7 99
56 26 81
56 33 68
56 36 20
56 45 91
56 47 55
56 68 33
56 74 91
56 76 37
56 81 4
57 15 13
57 19 63
57 29 51
57 54 25
57 56 73
57 77 70
58 3 38
58 7 71
58 13 34
58 22 27
58 57 48
58 72 48
58 80 57
59 7 34
59 25 98
59 36 41
59 37 84
60 13 87
60 15 2
60 22 71
60 52 55
60 53 15
60 54 94
60 56 16
60 75 89
60 83 14
61 4 45
61 7 28
61 25 70
61 36 99
61 55 66
61 87 11
61 91 4
61 98 81
62 13 33
62 40 46
62 78 40
62 83 10
63 19 76
63 23 12
63 41 72
63 53 73
63 60 74
63 74 3
63 85 97
63 94 4
64 7 40
64 34 33
64 39 23
64 43 60
64 50 46
64 74 37
64 76 68
64 86 5
64 96 92
65 18 3
65 20 32
65 21 25
65 23 93
65 29 76
65 35 70
65 38 42
65 71 36
65 73 1
65 79 35
65 80 34
65 92 68
65 96 53
66 2 2
66 40 87
66 56 51
66 74 39
66 79 71
66 80 22
67 5 27
67 11 17
67 13 73
67 26 33
67 33 71
67 41 29
67 42 26
67 74 91
67 80 17
67 85 65
68 19 25
68 21 36
68 32 40
69 24 85
69 34 95
69 35 5
69 38 45
69 64 14
69 68 49
69 73 89
70 2 6
70 11 94
70 29 100
70 37 10
70 39 77
70 41 20
70 74 18
70 78 68
70 85 14
70 96 91
71 1 78
71 2 9
71 6 69
71 15 87
71 19 65
71 26 74
71 55 65
71 62 63
71 84 63
72 3 34
72 5 42
72 22 30
72 37 78
72 38 23
72 43 16
72 57 87
