100 686
0 6 41
0 32 62
0 43 84
0 79 91
1 2 72
1 31 32
1 39 10
1 49 78
1 62 33
1 69 10
1 84 96
1 91 98
1 98 23
2 8 48
2 30 88
2 38 14
2 39 69
2 42 86
2 56 40
2 62 47
2 73 14
2 89 33
2 95 100
3 38 98
3 52 40
3 57 93
3 64 88
3 68 15
3 77 49
3 86 70
4 14 78
4 17 92
4 26 39
4 48 64
4 54 7
4 55 23
4 76 77
4 85 12
5 4 17
5 23 62
5 42 4
5 48 72
5 52 76
5 53 91
5 68 38
5 81 69
6 7 62
6 16 42
6 43 80
6 46 12
6 51 57
6 64 80
6 80 61
7 29 67
7 55 74
7 56 68
7 65 65
7 70 59
7 87 26
7 91 77
7 99 76
8 37 40
8 39 76
8 68 100
9 23 5
9 30 76
9 31 24
9 33 97
9 54 94
9 60 28
10 22 74
10 34 82
10 39 84
10 74 47
10 77 31
10 84 63
10 88 36
10 92 76
10 98 91
11 29 16
11 34 88
11 35 93
11 51 100
11 52 13
11 54 92
11 58 59
11 64 11
11 74 4
11 83 2
11 94 9
12 1 93
12 43 26
12 53 4
12 71 81
12 83 23
13 5 36
13 7 61
13 9 60
13 16 76
13 28 12
13 41 64
14 28 87
14 37 64
14 38 10
14 48 94
14 75 81
14 90 88
15 6 88
15 21 73
15 25 54
15 27 61
15 30 63
15 33 41
15 53 25
15 64 14
15 72 57
15 76 89
16 9 80
16 12 15
16 30 9
16 31 74
16 71 33
16 72 70
16 75 86
16 78 9
17 5 3
17 14 99
17 35 44
17 46 25
17 47 2
17 49 27
17 54 10
17 58 37
17 64 3
17 68 82
17 80 75
17 81 47
17 82 8
17 96 95
18 44 18
18 53 47
18 80 81
19 18 1
19 53 91
19 54 100
20 4 70
20 5 14
20 8 95
20 10 50
20 16 66
20 22 67
20 39 82
20 40 34
20 41 56
20 49 26
20 63 7
21 1 86
21 17 71
21 34 83
21 63 82
21 64 96
21 70 25
21 74 87
21 84 40
22 5 14
22 7 30
22 10 72
22 30 59
22 53 80
22 68 11
22 74 24
22 86 36
22 91 83
23 12 24
23 26 55
23 33 43
23 53 78
23 58 64
23 98 24
24 17 79
24 32 31
24 93 98
24 99 67
25 2 49
25 11 6
25 16 80
25 55 87
25 72 12
25 98 45
26 2 37
26 43 84
26 53 92
26 68 94
26 69 26
26 72 75
26 99 67
27 12 89
