100 682
0 2 57
0 86 45
1 12 84
1 28 87
1 32 32
1 41 68
1 49 15
1 54 83
1 56 69
1 62 29
2 5 83
2 7 42
2 10 60
2 11 92
2 12 27
2 25 3
2 53 53
2 64 19
2 77 41
2 98 71
3 28 15
3 65 7
3 68 86
3 72 37
3 77 23
3 80 6
3 93 38
4 1 88
4 18 14
4 20 28
4 25 71
4 27 52
4 35 23
4 37 26
4 44 49
4 45 32
4 53 29
4 66 63
4 72 98
4 76 34
4 95 39
4 99 54
5 17 73
5 32 40
5 37 61
5 60 70
5 75 51
5 89 98
6 18 19
6 41 70
6 42 41
6 52 65
6 58 86
6 69 91
6 70 36
6 88 83
6 92 26
6 97 34
7 2 45
7 10 55
7 13 9
7 18 87
7 29 93
7 35 58
7 42 74
7 44 33
7 46 50
7 53 93
7 57 58
7 77 52
7 92 23
8 28 34
8 29 64
8 83 63
8 92 14
9 15 59
9 26 59
9 29 9
9 48 73
9 53 24
9 74 70
10 3 94
10 13 13
10 59 45
11 1 85
11 4 89
11 9 28
11 17 17
11 54 42
11 56 100
11 57 55
11 62 65
11 88 26
11 89 92
12 11 23
12 49 9
12 50 37
12 90 17
12 95 5
13 6 74
13 15 34
13 29 4
13 41 41
13 54 76
13 60 69
14 1 36
14 17 28
14 30 9
14 33 92
14 35 4
14 39 62
14 50 97
14 57 81
14 69 40
14 73 81
14 93 57
15 3 26
15 5 95
15 13 99
15 36 63
15 54 14
15 55 63
15 78 35
15 89 3
15 90 88
16 6 17
16 10 27
16 12 30
16 15 91
16 19 85
16 43 55
16 93 25
16 99 93
17 2 40
17 8 95
17 13 78
17 28 62
17 42 54
17 53 71
17 64 84
17 91 85
18 10 30
18 16 75
18 42 20
18 48 98
18 55 7
18 79 92
18 83 24
19 32 17
19 48 33
19 98 8
20 34 17
20 44 98
20 56 32
20 67 75
21 15 76
21 16 18
21 32 4
21 35 15
21 36 55
21 47 88
21 54 86
21 55 16
21 76 39
21 79 62
21 85 49
21 94 39
22 16 69
22 21 4
22 37 47
22 51 87
22 56 46
22 73 30
22 84 12
22 85 47
22 94 9
22 98 25
23 11 34
23 58 45
23 71 49
23 77 65
23 86 9
24 4 30
24 6 74
24 13 55
24 22 2
24 33 14
24 45 81
24 77 46
24 83 97
24 84 82
24 98 1
25 5 21
25 19 77
25 27 29
25 37 79
25 42 100
25 90 61
25 94 70
26 9 65
26 25 55
26 33 24
26 52 21
26 62 82
26 70 93
27 14 98
27 18 22
27 28 89
27 57 86
27 95 82
28 30 23
28 59 82
28 79 11
29 24 74
29 47 66
29 88 73
29 93 56
29 95 31
30 3 93
30 9 73
30 39 76
30 51 65
30 55 4
30 65 6
30 78 32
30 82 45
30 90 25
31 44 19
31 93 15
31 95 14
32 5 70
32 16 50
32 18 51
32 20 93
32 33 45
32 41 73
32 48 98
32 67 58
33 22 4
33 42 54
33 49 10
33 50 75
33 62 48
33 64 39
33 67 8
33 83 19
34 15 46
34 26 2
34 50 90
34 58 51
34 70 91
34 72 34
35 16 90
35 31 87
35 46 17
35 50 80
35 68 57
35 76 45
35 84 6
36 2 20
36 9 75
36 32 23
36 89 41
36 92 49
37 2 22
37 8 8
37 24 13
37 28 58
37 31 10
37 35 60
37 39 39
37 41 17
37 48 14
37 56 68
37 58 33
37 62 12
37 63 19
37 68 1
37 70 96
37 79 68
37 95 93
37 97 70
38 3 2
39 2 95
39 28 80
39 31 28
39 45 68
39 52 96
39 97 6
40 17 53
40 36 21
