100 686
0 5 76
0 23 41
0 30 11
0 33 88
0 34 82
0 37 46
0 40 71
0 41 99
0 44 3
0 51 12
0 52 9
0 54 23
0 65 91
0 91 14
0 99 49
1 2 14
1 20 34
1 33 100
1 48 78
1 53 12
1 57 79
2 11 57
2 30 70
2 44 20
2 56 21
2 58 60
2 67 33
2 78 43
2 84 83
3 10 2
3 66 17
3 85 70
4 28 33
4 68 52
4 83 75
4 89 10
5 10 68
5 16 35
5 17 44
5 50 99
5 58 53
5 73 71
5 77 54
5 86 63
6 49 87
6 67 90
6 77 39
6 89 76
6 94 68
7 10 55
7 16 73
7 42 100
7 68 85
7 70 85
7 91 77
7 95 22
7 96 53
8 2 30
8 42 40
8 52 14
8 76 20
8 79 47
8 86 78
8 98 19
9 20 45
9 27 91
9 33 4
9 43 63
9 90 68
10 2 66
10 4 92
10 7 91
10 11 58
10 18 80
10 21 25
10 32 68
10 60 51
10 72 37
11 6 63
11 8 15
11 25 29
11 39 58
11 71 89
11 72 41
11 80 17
12 2 12
12 24 52
12 39 38
12 42 68
12 55 87
12 57 76
12 59 70
12 66 37
13 31 35
13 34 83
13 35 18
13 36 39
13 72 73
13 85 29
14 7 23
14 9 18
14 37 39
14 43 23
14 45 37
14 53 49
14 78 38
14 90 97
14 95 60
15 20 34
15 26 84
15 33 89
15 35 4
15 42 33
15 65 21
15 67 33
15 68 48
15 71 63
15 87 28
16 33 98
16 36 95
16 70 82
16 78 35
16 87 79
17 6 48
17 35 92
17 63 13
17 74 37
18 1 10
18 8 60
18 17 22
18 20 35
18 33 8
18 38 93
18 49 61
19 3 52
19 4 18
19 28 29
19 34 9
19 53 36
19 65 100
19 70 10
19 84 49
19 93 13
20 3 36
20 10 50
20 55 20
20 60 4
20 63 40
20 75 13
21 8 51
21 9 49
21 20 49
21 27 80
21 51 32
21 56 37
21 58 9
21 76 91
21 80 78
21 84 59
21 85 82
21 96 15
22 14 90
22 19 72
22 67 48
22 80 79
23 1 87
23 6 34
23 7 54
23 12 32
23 47 12
23 50 62
23 57 61
23 78 6
23 83 81
23 95 92
24 3 15
24 36 46
24 95 11
24 96 27
24 97 68
24 99 40
25 11 13
25 15 84
25 21 88
25 58 23
25 65 22
26 3 24
26 5 98
26 8 61
26 12 46
26 24 60
26 38 8
26 49 81
26 84 30
26 90 81
27 2 24
27 16 85
27 43 6
27 44 25
27 48 15
27 53 60
27 56 99
27 72 21
27 83 25
27 85 64
27 90 63
28 42 66
28 63 75
28 87 30
28 92 84
28 98 73
29 12 7
29 13 51
29 24 50
29 33 50
29 46 30
29 59 55
29 77 93
29 89 16
29 91 93
29 95 29
29 98 65
30 3 50
30 24 60
30 40 71
30 42 68
30 45 40
30 88 48
30 95 41
31 36 9
31 66 47
31 68 3
31 75 93
32 14 36
32 21 50
32 29 62
32 31 10
32 69 65
32 83 8
33 10 70
33 23 49
33 30 55
33 48 50
33 57 40
34 24 52
34 57 42
34 75 68
34 76 39
34 80 52
34 99 50
35 5 80
35 53 71
35 74 81
35 78 26
35 98 100
36 4 57
36 6 30
36 7 82
36 24 51
36 44 47
36 48 83
36 74 70
36 77 6
37 25 52
38 2 33
38 24 70
38 29 36
38 98 17
39 25 34
39 32 58
39 42 24
39 69 51
39 88 50
40 6 78
40 18 2
40 45 33
40 80 67
40 81 16
40 82 56
41 4 53
41 9 44
41 23 61
41 35 45
41 48 36
41 52 11
41 71 18
41 85 50
41 89 75
41 95 60
42 3 25
42 5 49
42 31 92
42 33 10
42 43 85
42 57 66
42 66 5
42 71 98
43 9 52
43 14 34
43 21 84
43 24 51
43 48 89
43 53 58
43 65 59
43 69 49
43 91 32
43 96 18
44 12 56
44 62 9
44 67 65
44 89 20
45 13 37
45 50 75
45 52 11
45 80 68
45 96 68
45 99 15
46 2 51
46 10 16
46 14 81
46 19 94
46 24 51
46 32 45
46 34 24
46 57 7
46 63 89
46 86 72
46 87 49
46 98 74
47 3 58
47 12 47
47 18 58
48 20 68
48 46 75
48 75 93
48 85 84
49 14 30
49 38 69
49 69 46
49 85 33
49 87 90
50 5 68
50 47 76
50 67 7
50 69 94
50 87 100
50 90 71
50 97 20
50 98 56
51 13 1
51 26 2
51 29 55
51 61 95
51 65 70
51 71 3
51 72 33
51 77 74
51 78 88
52 5 21
52 6 42
52 57 31
52 66 18
52 70 17
52 71 9
52 81 49
52 91 73
53 8 94
53 36 96
53 46 10
53 73 50
53 77 71
53 80 88
53 83 81
53 91 15
54 7 78
54 10 4
54 36 84
54 44 37
54 84 94
55 7 7
55 20 19
55 26 40
55 33 65
55 36 77
55 37 4
55 57 83
55 58 66
55 63 73
55 86 69
55 91 78
55 98 66
56 9 28
56 10 31
56 24 46
56 35 96
56 40 49
56 51 25
56 66 94
56 88 76
56 99 32
57 3 7
57 8 49
57 41 18
57 56 9
57 63 70
57 83 51
58 1 12
58 7 59
58 16 13
58 22 45
58 29 80
58 35 16
58 36 83
58 78 95
58 81 46
59 8 74
59 28 83
59 34 1
59 39 72
59 40 77
59 42 20
59 62 37
59 93 5
59 97 75
59 99 16
60 2 87
60 18 48
60 40 15
60 43 76
60 68 42
60 97 5
61 2 4
61 5 55
61 10 61
61 23 14
61 49 27
61 56 99
61 64 93
61 65 69
61 72 81
61 95 57
61 96 46
61 99 72
62 4 77
62 17 19
62 37 74
63 6 68
63 20 89
63 22 21
63 23 55
63 57 31
63 66 84
63 75 17
63 96 48
63 98 55
64 27 51
64 44 25
64 58 48
64 67 67
64 73 67
64 87 24
65 8 11
65 39 15
65 80 29
66 5 11
66 49 8
66 53 34
66 76 55
66 78 99
66 86 52
66 87 92
67 10 77
67 18 78
67 50 74
67 54 32
67 91 70
68 2 46
68 22 75
68 29 88
68 36 36
68 40 59
68 53 98
68 59 58
68 75 33
68 82 92
68 88 61
69 7 36
69 22 74
69 33 85
69 51 58
69 52 21
69 75 34
70 1 74
70 12 67
70 16 94
70 21 16
70 27 67
70 28 92
70 34 3
70 71 57
70 75 98
70 87 47
70 89 6
71 1 74
71 18 40
71 28 22
71 80 46
71 86 46
71 93 22
71 94 100
72 4 80
72 21 41
72 35 26
72 52 38
72 71 23
72 77 42
72 81 54
72 89 48
73 12 4
73 22 96
73 28 94
73 32 46
73 43 96
73 62 77
73 80 71
74 38 55
74 54 63
74 76 21
74 79 97
74 98 4
75 36 45
75 50 57
75 57 58
75 66 81
75 80 75
75 88 36
75 91 49
76 9 77
76 17 27
76 22 77
76 43 63
76 54 5
76 57 49
76 73 52
76 85 89
77 19 70
77 30 66
77 49 91
77 55 23
77 61 16
77 95 52
78 1 16
78 9 80
78 34 49
78 51 26
78 66 23
78 74 7
78 81 94
78 82 78
78 88 54
79 69 57
79 85 78
79 91 80
79 95 44
79 97 61
80 81 72
80 88 86
81 15 49
81 22 3
81 23 8
81 40 21
81 48 41
81 76 48
82 5 34
82 22 9
82 51 38
82 66 20
82 76 3
82 84 77
82 91 8
82 94 30
83 14 5
83 62 77
83 66 44
83 78 51
83 81 9
83 90 15
83 96 8
83 97 84
84 29 93
84 41 38
84 55 88
84 66 10
85 27 47
85 82 79
85 88 88
85 98 96
86 25 22
86 26 48
86 38 69
86 43 31
86 46 24
86 77 61
86 85 47
86 89 36
87 4 10
87 15 74
87 27 5
87 40 49
87 43 24
87 53 41
87 73 100
87 75 64
87 80 67
88 25 17
88 46 43
88 52 40
88 89 95
88 96 2
89 20 93
89 31 73
89 34 62
89 39 8
89 68 76
89 92 98
89 96 60
90 10 97
90 24 77
90 28 81
90 33 67
90 52 56
90 72 16
90 81 36
90 85 69
91 12 78
91 17 99
91 38 26
91 80 67
91 84 40
92 10 91
92 14 52
92 45 59
92 53 85
93 9 23
93 16 39
93 54 70
93 68 39
93 74 63
93 77 66
94 11 77
94 16 32
94 27 85
94 42 99
94 54 95
94 70 48
94 73 45
94 96 34
94 98 24
95 23 35
95 34 28
95 50 22
95 60 43
95 80 100
95 81 55
95 85 43
96 11 57
96 13 54
96 14 14
96 20 30
96 22 20
96 24 84
96 39 58
97 15 94
97 28 57
97 42 99
97 45 26
97 60 1
97 71 100
97 72 86
97 93 20
97 96 70
98 24 83
98 46 51
98 69 72
98 76 63
98 90 92
