100 686
0 56 92
0 62 19
0 69 40
0 73 34
0 76 47
0 86 55
1 4 42
1 11 55
1 44 56
2 9 91
2 32 56
2 45 66
2 47 27
2 49 40
2 66 83
2 98 41
3 2 7
3 6 82
3 47 98
3 79 23
3 87 60
4 7 80
4 20 3
4 29 11
4 43 93
4 59 39
4 63 96
4 71 74
4 84 100
5 11 5
5 12 15
5 14 39
5 22 89
5 41 93
5 58 54
5 87 56
5 93 3
5 94 4
5 95 51
5 97 56
6 12 33
6 21 45
6 49 78
6 53 59
7 33 85
7 36 13
7 49 41
7 51 81
7 58 88
7 84 95
7 92 95
7 96 28
8 23 47
8 44 46
8 50 73
8 52 36
8 61 60
8 74 76
8 87 98
8 91 15
8 94 81
8 97 85
9 3 59
9 56 31
9 62 47
9 75 10
9 79 77
9 85 60
9 90 50
9 92 73
10 6 29
10 32 35
10 39 77
10 54 90
10 61 11
10 63 99
10 90 94
10 97 30
11 4 68
11 7 39
11 19 30
11 27 84
11 51 59
11 54 39
11 56 55
11 73 95
11 82 99
12 13 27
12 16 82
12 18 20
12 33 48
12 36 91
12 88 81
12 90 19
12 95 46
13 1 16
13 3 39
13 19 24
13 27 28
13 54 99
13 75 47
13 76 65
14 1 95
14 17 17
14 21 66
14 22 26
14 71 18
14 82 81
15 6 90
15 11 1
15 33 26
15 51 26
15 79 12
15 94 21
16 6 15
16 19 86
16 34 26
16 61 40
16 63 18
16 70 97
16 81 36
17 12 78
17 70 97
17 73 97
18 28 15
18 63 26
18 66 2
19 13 66
19 30 15
19 47 12
19 64 17
19 78 56
19 87 23
19 88 91
20 11 6
20 24 47
20 32 12
20 50 27
20 68 17
20 74 79
20 80 100
21 6 64
21 8 55
21 17 71
21 45 4
21 95 60
21 99 21
22 12 45
22 86 74
22 88 53
22 91 37
22 99 77
23 19 89
23 88 27
23 93 50
24 6 56
24 10 41
24 22 12
24 55 41
24 59 24
24 63 84
24 85 44
24 92 77
25 13 62
26 17 22
26 51 7
26 57 94
26 60 38
26 70 71
26 71 19
26 98 72
27 21 32
27 26 68
27 45 100
27 80 95
27 91 77
27 95 63
28 4 95
28 19 14
28 25 79
28 31 63
28 36 59
28 70 7
28 95 12
29 30 31
29 51 26
29 66 90
30 8 87
30 10 65
30 19 25
30 20 75
30 39 47
30 51 6
30 74 71
31 22 69
31 41 6
31 51 55
31 72 5
32 17 85
32 28 4
32 29 65
32 33 41
32 44 97
32 49 68
32 55 24
32 62 37
32 74 47
33 5 25
33 26 85
33 32 22
33 38 3
33 40 48
33 41 77
33 48 86
33 50 51
33 59 75
33 77 58
33 83 86
33 90 30
33 96 99
34 43 23
34 47 63
34 48 2
34 62 43
34 68 52
34 70 84
34 77 9
35 12 14
35 26 46
35 53 77
35 59 60
35 68 2
35 76 62
35 83 68
35 86 94
35 97 12
36 2 98
36 15 17
36 28 96
36 69 39
36 77 46
36 98 55
37 29 96
37 38 66
37 56 5
37 67 35
37 68 18
37 89 30
38 7 30
38 16 14
38 25 3
38 37 72
38 50 18
38 71 47
38 73 83
39 2 1
39 8 8
39 27 85
39 33 30
39 46 36
39 47 44
39 69 72
39 89 55
39 94 86
40 11 31
40 15 97
40 42 46
40 43 10
40 49 12
40 58 42
40 77 18
40 88 62
40 91 38
40 97 31
41 8 64
41 25 58
41 30 3
41 45 41
41 54 60
41 62 2
41 79 41
41 83 23
41 89 31
42 2 45
42 10 12
42 16 93
42 18 50
42 24 60
42 36 55
42 47 82
42 51 46
42 63 10
42 93 97
43 20 89
43 66 74
43 70 13
43 71 36
43 81 82
43 83 72
43 90 65
44 16 42
44 31 21
44 41 8
44 42 6
44 56 9
44 63 21
44 72 58
44 85 4
45 25 34
45 46 27
45 70 64
45 72 23
45 73 48
45 83 35
45 90 36
46 12 10
46 20 80
46 26 37
46 58 80
46 68 38
46 87 76
46 88 18
47 26 27
47 51 21
47 59 79
47 63 7
47 75 53
47 77 52
47 97 76
47 98 18
48 11 48
48 12 89
48 34 15
48 36 4
48 62 92
48 76 23
48 90 72
48 92 74
49 26 89
49 35 44
49 40 30
49 42 34
49 55 77
49 57 29
50 11 50
50 19 61
50 32 21
50 35 69
50 42 10
50 49 12
50 55 26
50 94 98
50 95 97
51 19 57
51 21 54
51 31 16
51 44 46
51 54 41
51 66 67
51 86 83
51 92 71
51 96 53
52 15 21
52 27 2
52 35 23
52 49 81
52 56 80
52 76 23
52 79 79
52 81 22
52 88 94
53 2 67
53 27 47
53 51 38
53 63 76
53 83 16
54 23 19
54 28 19
54 31 55
54 48 31
54 81 34
54 84 73
54 86 80
54 92 58
55 4 17
55 14 71
55 32 10
55 50 48
55 66 19
55 87 96
56 44 8
56 54 17
56 63 91
56 83 70
57 2 16
57 35 18
57 64 74
57 75 100
57 81 12
57 88 37
58 29 80
58 32 49
58 38 37
58 61 57
58 64 65
58 71 90
59 9 46
59 45 24
59 52 93
59 53 34
59 75 48
59 78 37
59 99 45
60 15 43
60 17 3
60 21 2
60 41 99
60 52 97
60 59 57
60 74 23
60 80 75
60 91 72
61 6 95
61 24 85
61 26 46
61 29 14
61 32 79
61 49 4
61 60 32
61 70 59
61 90 54
61 91 26
62 7 23
62 12 16
62 26 22
62 40 80
62 43 75
62 50 30
62 85 65
62 90 51
62 99 93
63 25 94
63 42 49
63 45 8
63 52 10
63 58 86
63 66 84
63 76 69
63 86 16
63 95 27
63 97 76
64 43 86
64 47 100
64 75 62
64 78 74
64 96 13
65 4 26
65 10 96
65 33 50
65 37 19
65 39 31
65 93 22
65 96 13
66 10 81
66 42 87
66 84 93
67 4 56
67 26 48
67 65 6
67 68 99
67 74 15
67 77 38
67 81 61
67 83 37
67 94 12
68 7 5
68 36 88
68 37 4
68 42 45
68 54 39
68 65 90
68 69 11
68 77 26
68 81 18
68 83 54
68 84 75
68 91 93
68 98 15
68 99 77
69 7 65
69 10 61
69 18 20
69 22 39
69 40 10
69 42 47
69 43 36
69 57 14
69 76 50
69 85 38
70 58 56
70 80 16
70 88 25
71 14 55
71 19 78
71 22 1
71 54 58
71 58 53
71 73 3
71 83 45
71 99 65
72 7 36
72 11 81
72 27 87
72 33 2
72 41 94
72 69 23
72 91 33
73 30 70
73 42 59
73 54 81
74 2 77
74 7 59
74 25 29
74 80 62
75 13 37
75 22 55
75 31 65
75 32 91
75 36 90
75 40 41
75 53 47
75 54 81
75 58 93
75 71 90
75 94 45
76 11 92
76 62 29
76 77 1
76 82 27
76 87 69
76 95 16
77 23 43
77 70 52
78 29 33
78 37 99
78 76 34
78 77 38
79 10 82
79 11 8
79 15 6
79 23 59
79 25 28
79 50 18
79 53 40
79 60 56
80 38 27
80 46 58
80 57 61
80 62 18
80 83 7
80 99 50
81 13 46
81 37 44
81 38 32
81 64 62
81 82 28
81 95 98
82 4 66
82 28 82
82 56 4
82 57 68
82 81 49
83 10 80
83 13 1
83 40 72
83 57 88
83 85 52
83 96 100
84 15 28
84 18 94
84 21 67
84 25 1
84 56 88
84 68 25
84 81 51
84 87 42
85 1 94
85 7 45
85 12 15
85 44 98
85 57 59
85 64 30
85 74 12
85 92 7
85 96 59
86 19 69
86 27 12
86 39 6
86 41 74
86 78 95
86 79 30
86 87 84
86 95 59
87 4 72
87 5 38
87 25 11
87 32 63
87 33 13
87 36 62
87 41 35
87 47 36
87 49 58
87 53 58
87 76 66
87 78 91
87 94 44
87 95 9
88 31 53
88 32 31
88 36 16
88 71 6
88 74 74
89 4 66
89 16 88
89 19 53
89 42 81
89 49 89
89 57 9
89 59 43
89 68 92
89 71 79
89 77 95
89 88 48
89 99 86
90 8 98
90 12 55
90 29 21
90 36 60
90 77 72
90 95 32
90 96 99
91 18 40
91 19 44
91 55 24
91 67 71
91 70 1
91 74 48
92 29 36
92 94 86
92 97 64
93 12 56
93 32 87
93 55 46
94 12 87
94 24 12
94 36 23
94 75 31
94 90 59
95 4 37
95 22 10
95 38 88
95 55 69
95 56 39
95 80 61
96 1 16
96 29 48
96 31 99
96 32 32
96 63 42
96 64 3
96 79 5
97 1 51
97 8 89
97 35 22
97 51 88
97 76 89
97 80 58
97 89 21
97 92 91
98 1 10
98 17 65
98 20 12
98 24 52
98 37 33
98 75 91
98 85 57
