100 688
0 8 53
0 33 39
0 35 21
0 41 41
0 76 19
0 81 35
0 98 91
1 8 93
1 71 58
2 5 23
2 28 4
2 65 94
2 69 98
3 9 50
3 37 57
3 48 54
3 51 65
3 56 66
3 61 67
3 80 96
3 81 13
4 21 13
4 42 30
4 46 49
4 58 84
4 64 30
4 73 17
5 11 8
5 58 18
5 59 85
5 63 2
5 73 42
5 89 87
6 5 73
6 16 86
6 17 26
6 25 8
6 29 55
6 42 3
6 89 48
6 92 47
6 96 64
7 4 48
7 12 29
7 57 23
7 64 86
8 17 64
8 31 77
8 35 36
8 41 23
8 42 61
8 77 80
9 39 55
9 56 61
9 70 1
9 72 69
9 77 64
9 86 28
9 88 94
9 98 25
10 48 97
10 75 56
10 79 76
11 28 40
11 32 13
11 40 96
11 55 72
11 56 94
11 70 26
11 73 25
11 76 97
11 96 62
12 24 69
12 50 77
12 56 12
12 59 41
13 4 56
13 18 66
13 27 71
13 46 75
13 61 75
13 62 45
13 69 28
13 71 23
13 73 42
13 78 5
13 87 37
14 3 24
14 23 94
14 38 96
14 76 7
14 80 67
14 83 26
14 87 98
14 88 30
14 97 85
14 99 3
15 7 95
15 8 16
15 20 91
15 22 24
15 23 77
16 13 33
16 38 24
16 95 44
17 30 96
17 35 27
17 48 54
17 52 51
17 66 13
17 70 89
17 74 36
17 92 95
18 6 99
18 40 94
18 53 35
18 55 98
18 62 96
18 71 77
18 98 35
19 1 47
19 8 99
19 9 89
19 10 65
19 17 89
19 30 70
19 52 25
20 5 43
20 24 90
20 26 20
20 35 59
20 54 15
21 8 93
21 47 65
21 57 42
21 89 2
21 99 10
22 6 21
22 30 77
22 31 12
22 36 99
22 46 98
22 77 32
22 86 47
23 8 21
23 19 41
23 46 91
23 61 27
23 68 65
23 70 12
23 92 24
24 6 2
24 9 77
24 29 83
24 42 58
24 61 53
24 69 84
24 86 33
24 94 47
25 17 97
25 18 68
25 20 52
25 45 60
25 50 58
25 57 4
25 69 88
25 72 84
26 14 43
26 23 44
26 39 32
26 42 78
26 43 72
26 52 32
26 58 49
26 69 29
26 80 90
26 87 100
27 11 12
27 14 2
27 29 79
27 35 63
27 36 15
27 54 69
27 59 100
27 60 4
27 70 80
27 79 41
27 97 53
27 99 66
28 5 31
28 9 21
28 19 38
28 23 93
28 33 72
28 34 16
