100 688
0 19 64
0 33 34
0 66 19
0 70 78
0 72 36
1 4 23
1 14 8
1 72 16
1 86 14
1 98 30
2 9 71
2 30 57
2 62 38
2 63 77
2 93 9
2 96 56
3 5 24
3 29 20
3 47 67
3 87 52
4 3 95
4 40 100
4 43 86
4 44 61
4 45 56
4 47 14
4 52 15
4 60 57
4 63 94
4 65 9
4 70 71
5 1 54
5 13 27
5 22 34
5 31 47
5 34 5
5 41 8
5 59 44
5 75 74
5 99 66
6 61 78
6 83 89
7 15 82
7 16 50
7 24 72
7 35 60
7 43 11
7 47 38
7 72 56
7 74 12
7 87 82
7 92 96
7 95 68
8 11 55
8 28 97
8 47 11
8 51 62
8 58 82
8 62 35
8 76 68
9 22 86
9 36 82
9 42 68
9 49 84
9 53 90
9 65 42
9 73 51
9 93 49
10 2 45
10 14 34
10 18 5
10 40 25
10 71 86
11 30 38
11 49 29
11 63 10
11 69 51
11 75 94
11 79 53
11 95 91
12 4 41
12 6 96
12 10 56
12 11 10
12 41 41
12 45 15
13 11 24
13 14 85
13 75 20
13 80 79
13 93 32
14 42 25
14 47 27
14 52 44
14 59 17
14 69 49
14 74 83
14 80 72
14 94 38
14 96 37
15 5 87
15 25 8
15 27 22
15 39 93
15 43 28
15 47 50
15 63 73
15 85 2
16 6 53
16 24 78
16 27 91
16 36 3
16 45 11
16 55 93
16 60 96
17 21 25
17 24 68
17 42 85
17 51 74
17 60 79
17 64 23
17 80 77
17 90 47
18 25 20
18 32 49
18 34 34
18 49 45
18 55 48
18 74 42
18 84 40
19 5 18
19 38 53
19 68 70
20 11 63
20 59 60
20 63 51
20 74 12
20 75 95
20 77 35
20 84 86
20 85 49
20 86 19
20 92 37
21 1 79
21 12 21
21 17 43
21 26 41
21 32 80
21 34 30
21 37 79
21 49 86
21 75 45
22 21 59
22 25 38
22 38 31
22 43 93
22 47 35
22 65 62
22 67 87
22 78 35
23 16 71
23 18 99
23 26 92
23 27 67
23 32 5
23 43 96
23 60 44
23 85 99
24 6 59
24 28 72
24 35 1
24 63 30
24 73 83
24 74 81
24 81 46
25 4 57
25 17 80
25 34 98
25 64 14
25 83 67
26 47 1
26 85 51
26 89 65
27 4 82
27 13 83
27 15 54
27 16 28
27 53 91
27 58 11
27 92 85
28 11 92
28 14 46
28 29 19
28 50 58
28 66 40
28 69 48
28 72 23
28 87 79
28 92 43
29 16 62
29 18 29
29 23 35
29 32 76
29 34 94
29 39 87
29 48 12
29 49 85
29 51 81
29 82 30
30 27 34
30 38 68
30 59 35
30 60 35
30 64 53
30 71 25
30 76 63
30 78 66
30 80 36
30 88 64
30 91 78
30 94 96
30 99 95
31 1 35
31 6 85
31 14 65
31 20 92
31 49 77
32 27 100
32 39 79
32 78 15
32 94 31
32 96 91
33 7 80
33 44 27
33 45 82
33 55 85
33 79 20
33 84 51
33 87 69
33 93 15
33 95 50
34 7 7
34 9 46
34 20 91
34 36 86
34 40 45
34 61 44
34 76 16
34 83 49
35 27 39
35 29 60
35 55 33
35 87 30
36 10 45
36 54 43
36 55 16
36 88 35
36 99 90
37 2 95
37 15 13
37 18 51
37 22 64
37 24 37
37 39 14
37 45 17
37 47 74
37 59 59
37 62 28
37 63 23
37 91 46
38 1 13
38 13 31
38 27 78
38 29 41
38 50 28
38 88 94
39 27 65
39 28 52
39 57 67
39 74 62
39 77 18
40 9 87
40 13 79
40 18 15
40 28 3
40 31 82
40 33 54
40 52 79
40 71 60
40 96 3
41 6 75
41 33 28
41 36 24
41 54 65
41 62 49
41 72 59
41 88 8
41 95 39
42 7 14
42 39 8
42 76 72
42 84 18
43 27 97
43 40 11
43 46 76
43 53 9
43 59 64
43 88 27
43 98 29
44 20 55
44 32 58
44 68 2
44 74 16
44 77 22
44 92 13
45 26 51
45 48 90
45 94 79
46 37 45
46 72 5
46 93 33
47 11 54
47 26 19
47 52 61
47 54 12
47 56 1
47 57 26
47 72 20
47 76 3
47 78 37
47 90 34
47 92 80
48 2 74
48 26 1
48 45 64
48 55 67
48 57 93
48 68 3
48 91 44
49 22 41
49 29 91
49 60 29
49 65 51
49 71 80
49 72 30
49 74 24
49 91 55
50 9 23
50 31 75
50 45 7
50 71 24
51 5 24
51 12 69
51 19 5
51 30 30
51 56 94
51 62 78
51 75 35
51 81 91
51 97 72
51 99 26
52 21 37
52 53 82
52 75 50
52 81 17
52 94 52
53 7 96
53 18 93
53 30 97
53 38 100
53 46 1
53 55 12
53 91 51
53 99 53
54 1 65
54 17 85
54 29 100
54 32 25
54 39 15
54 43 100
54 62 49
54 65 98
54 67 61
