100 683
0 5 67
0 8 90
0 40 56
1 6 1
1 10 24
1 27 45
1 32 48
1 65 10
2 38 36
2 55 64
2 57 16
2 68 43
2 86 18
3 19 39
3 39 28
3 42 50
3 54 3
3 73 54
4 9 65
4 11 44
4 13 88
4 28 57
4 52 11
4 53 87
4 64 66
4 82 78
5 6 93
5 11 58
5 12 22
5 29 23
5 36 89
5 62 26
5 65 17
5 97 10
6 3 59
6 10 16
6 18 86
6 29 53
6 48 70
6 57 89
6 59 64
6 86 28
6 95 55
7 18 65
7 28 30
7 44 39
7 77 44
7 80 18
7 97 66
8 2 46
8 6 32
8 15 83
8 22 27
8 27 79
8 46 26
8 48 15
8 73 65
8 77 48
8 86 45
8 93 90
9 1 43
9 5 62
9 12 6
9 14 27
9 38 65
9 42 53
9 52 81
9 63 18
9 78 97
9 94 27
9 97 94
10 21 69
10 32 68
10 62 40
11 6 67
11 71 36
11 80 24
11 86 94
11 95 93
12 3 82
12 28 12
12 36 39
12 44 94
12 48 78
12 67 32
12 69 51
12 87 15
13 16 14
13 23 42
13 33 80
13 57 98
13 61 65
13 65 67
13 69 32
13 95 40
14 7 35
14 20 21
14 30 92
14 50 34
14 74 43
14 76 67
14 77 26
14 81 68
14 82 5
14 99 96
15 9 61
15 12 93
15 40 36
15 45 49
15 47 56
15 58 39
16 6 31
16 9 60
16 15 53
16 17 48
16 18 86
16 33 23
16 55 45
16 58 12
16 86 91
16 97 74
17 5 17
17 7 73
17 16 71
17 21 44
17 26 49
17 27 50
17 43 4
17 46 1
17 51 98
17 54 10
18 3 70
18 4 67
18 21 49
18 26 68
18 28 49
18 40 56
18 76 23
18 86 9
18 90 85
19 9 85
19 13 11
19 31 86
19 38 76
19 64 70
19 69 29
19 85 16
19 92 39
20 6 19
20 21 60
20 27 26
20 64 22
21 23 57
21 32 97
21 33 73
21 54 54
21 62 84
21 86 100
21 90 29
21 96 78
22 2 25
22 3 23
22 29 84
22 66 7
22 72 43
22 81 16
22 87 62
23 13 29
23 49 5
23 74 3
23 89 40
23 94 80
24 26 81
24 43 53
24 69 20
24 84 49
24 88 52
24 91 13
24 93 23
24 98 80
25 18 23
25 31 42
25 40 16
25 57 15
26 32 42
26 46 53
26 98 19
27 14 53
27 42 68
27 46 31
27 61 24
27 70 87
27 75 67
27 98 35
28 21 87
28 26 84
28 44 68
28 65 88
28 86 91
29 1 36
29 22 24
29 36 90
29 53 96
29 69 91
29 78 85
29 85 73
29 96 60
30 4 57
30 6 7
30 26 59
30 27 76
30 41 76
30 43 41
30 49 67
30 77 43
30 98 48
31 30 25
31 39 57
31 49 19
31 68 40
31 78 14
31 89 30
32 6 81
32 11 41
32 13 60
32 14 6
32 40 63
32 76 81
32 89 35
33 10 13
33 13 39
33 20 84
33 47 12
33 58 83
33 75 44
33 77 24
33 88 79
33 90 45
34 9 24
34 52 83
34 73 30
35 1 16
35 43 19
35 44 99
35 74 77
35 90 5
36 41 79
36 53 60
36 55 94
36 93 87
37 14 9
37 25 97
37 46 7
37 50 5
37 74 23
37 83 71
37 84 22
37 88 48
37 95 75
37 99 50
38 2 93
38 9 93
38 17 20
38 63 76
38 80 16
38 98 79
39 3 26
39 36 58
39 46 3
39 48 81
39 76 20
40 5 56
40 41 95
40 70 37
40 90 58
40 99 37
41 17 45
41 19 75
41 20 73
41 27 37
41 30 39
41 44 62
41 62 99
41 67 82
41 69 26
41 73 56
41 74 27
41 78 90
41 97 44
42 10 59
42 51 54
42 76 67
42 82 55
42 95 22
43 20 51
43 57 3
43 61 83
43 65 97
43 93 8
44 8 17
44 11 56
44 25 94
44 54 62
44 55 58
44 78 37
44 84 89
45 1 8
45 24 32
45 26 14
45 30 71
