100 683
0 42 5
0 47 91
0 86 50
0 87 36
1 20 91
1 24 63
1 26 8
1 27 25
1 35 88
1 42 8
1 61 53
1 62 38
1 70 81
1 72 90
1 81 6
1 83 64
1 95 9
1 99 44
2 14 49
2 18 55
2 20 97
2 30 79
2 31 63
2 43 88
2 66 44
2 67 41
2 95 12
3 15 94
3 28 37
3 30 31
3 63 80
3 85 48
3 87 48
3 91 74
4 11 53
4 19 2
4 43 77
4 97 56
5 19 62
5 23 17
5 83 16
6 1 93
6 18 29
6 23 62
6 32 79
6 33 52
6 74 6
6 75 24
6 78 69
6 98 74
7 3 60
7 5 8
7 64 56
7 68 64
7 71 89
8 5 81
8 33 27
8 39 34
8 41 83
8 49 74
8 50 88
8 53 81
8 58 31
8 62 40
8 63 62
8 72 18
9 33 85
9 50 51
9 52 66
9 71 4
9 81 79
10 22 89
10 33 8
10 52 92
10 53 46
10 61 27
10 80 82
10 89 47
11 3 5
11 6 74
11 47 39
11 78 9
11 80 50
11 82 87
11 93 29
12 17 93
12 26 94
12 33 18
12 39 10
12 60 23
12 62 24
12 74 30
12 97 83
13 7 5
13 16 3
13 22 26
13 41 30
13 42 27
13 48 2
13 53 5
13 54 6
13 69 9
13 98 25
14 23 27
14 39 51
14 48 6
14 94 67
14 98 20
15 6 69
15 25 23
15 30 87
15 41 10
15 60 7
15 69 57
15 72 57
15 92 82
16 21 26
16 40 92
16 41 57
16 45 1
16 46 97
16 54 32
16 64 57
16 65 21
16 72 77
16 73 76
16 96 60
16 98 25
17 2 78
17 7 75
17 55 55
17 83 92
18 24 86
18 44 69
18 86 93
19 22 45
19 28 97
19 44 97
19 63 96
19 71 9
19 73 92
19 94 17
20 1 22
20 9 25
20 18 83
20 24 27
20 46 43
20 47 86
20 60 53
20 61 15
20 70 91
20 82 32
20 89 62
21 15 12
21 27 9
21 62 32
21 87 7
22 3 93
22 30 19
22 37 25
22 44 84
22 55 5
22 58 67
22 70 9
22 86 82
22 93 51
23 2 72
23 7 17
23 30 5
23 39 37
23 54 65
23 74 13
23 75 68
23 85 50
23 87 78
23 93 65
23 95 30
24 2 65
24 6 38
24 21 64
24 23 47
24 27 17
24 42 90
24 43 77
24 46 13
24 76 77
24 93 23
24 96 30
25 2 93
25 8 93
25 16 13
25 23 58
25 29 78
25 36 59
25 40 79
26 47 36
26 73 34
26 85 20
26 92 35
26 94 6
27 4 9
27 31 3
28 13 20
28 20 4
28 25 6
28 29 58
28 48 60
28 49 88
29 12 92
29 21 68
29 27 3
29 70 1
29 77 86
29 87 60
30 1 82
30 16 70
30 41 89
30 83 48
30 92 94
31 13 95
31 28 60
31 68 15
31 70 72
32 2 11
32 4 28
32 27 70
32 46 29
32 60 1
32 78 36
32 89 81
32 93 66
33 9 21
33 14 83
33 25 56
33 31 89
33 41 86
33 52 69
33 53 42
33 74 64
33 75 27
33 81 74
33 86 12
33 94 89
33 96 75
34 6 38
34 7 85
34 43 27
34 62 80
34 85 40
35 6 82
35 21 80
35 58 75
35 60 58
35 69 90
35 74 95
36 4 98
36 7 95
36 11 38
36 16 63
36 19 91
36 21 68
36 32 6
36 51 44
36 53 86
36 61 82
36 73 33
36 78 68
37 6 71
37 23 99
37 27 82
37 29 48
37 40 80
37 45 89
37 50 58
37 92 65
37 94 96
37 99 35
38 1 65
38 2 12
38 17 31
38 18 51
38 56 71
38 58 43
38 96 73
39 2 58
39 14 80
39 20 97
39 23 48
39 28 89
39 29 2
39 37 70
39 46 26
39 49 35
39 68 3
