100 685
0 5 2
0 7 71
0 45 10
0 51 39
0 78 65
0 94 9
1 7 51
1 11 2
1 29 16
1 31 43
1 43 82
1 66 56
1 81 18
1 94 70
1 96 8
2 21 100
2 68 26
2 76 63
2 89 45
2 93 6
3 15 33
3 34 73
3 62 66
3 74 66
3 95 8
4 14 31
4 36 50
4 41 26
4 79 24
5 11 48
5 27 81
5 65 81
6 10 53
6 17 87
6 32 63
6 34 40
6 51 38
6 54 43
6 59 38
6 77 21
7 4 91
7 12 82
7 35 59
7 63 90
7 70 75
7 71 71
7 76 84
7 85 71
7 88 17
7 94 89
7 97 72
8 11 100
8 16 32
8 46 94
8 48 27
8 58 68
8 60 87
8 63 45
8 65 54
9 1 72
9 12 53
9 25 95
9 28 51
9 38 6
9 50 22
9 60 5
9 71 31
9 76 89
10 20 28
10 24 8
10 60 5
10 75 87
10 95 90
11 25 49
11 49 26
11 52 75
11 60 35
11 64 99
12 18 50
12 23 12
12 34 7
12 38 70
12 41 7
12 58 37
12 94 53
13 32 67
13 66 10
14 7 17
14 27 98
14 30 16
14 33 60
14 35 20
14 37 98
14 62 89
14 66 62
14 71 52
14 78 34
14 94 11
14 96 23
15 6 36
15 8 22
15 25 45
15 49 68
15 75 93
15 90 99
16 24 74
16 41 90
16 78 86
16 90 68
17 8 57
17 12 36
17 69 56
17 80 25
17 87 25
17 90 12
17 93 63
18 1 42
18 16 55
18 29 42
18 51 2
18 94 13
18 97 88
19 5 12
19 31 22
19 84 7
20 32 78
20 50 90
20 53 58
20 64 98
20 67 89
21 9 94
21 28 55
21 42 24
21 54 66
21 60 79
21 91 29
21 98 99
22 8 50
22 9 3
22 14 89
22 18 86
22 25 51
22 36 42
22 46 74
22 48 38
22 92 98
22 97 5
23 2 19
23 20 73
23 22 86
24 17 67
24 41 50
24 60 61
24 61 58
24 74 34
25 17 3
25 30 13
25 53 71
25 60 83
25 78 16
25 95 59
26 4 48
26 33 48
26 46 25
26 58 97
26 65 87
26 84 100
26 87 68
26 91 7
26 96 83
27 48 6
