100 685
0 5 22
0 25 94
0 31 66
0 36 85
0 60 78
0 63 46
0 77 48
0 81 95
1 9 58
1 23 98
1 25 45
1 36 73
1 52 9
1 81 14
1 84 88
1 90 44
2 1 24
2 3 42
2 6 16
2 12 71
2 13 59
2 18 23
2 66 98
2 86 88
3 14 29
3 20 7
3 38 25
3 46 67
3 49 46
3 67 97
3 70 72
3 71 89
3 75 56
3 79 84
3 80 61
3 99 91
4 7 69
4 19 99
4 35 47
4 38 94
4 57 61
4 87 61
5 11 11
5 13 35
5 20 83
5 57 93
5 76 64
5 79 32
5 81 2
5 86 77
5 92 5
5 95 45
6 44 18
6 46 68
6 58 55
6 97 22
7 8 62
7 22 21
7 62 4
7 70 21
7 80 40
7 87 45
8 19 74
8 25 54
8 48 52
8 61 84
8 63 7
8 76 21
8 84 40
8 89 88
9 4 91
9 43 74
9 65 1
9 84 21
9 89 17
9 99 27
10 28 83
10 37 15
10 69 15
10 71 100
11 10 54
11 20 13
11 62 54
11 68 68
11 71 67
12 6 3
12 13 28
12 45 88
12 49 79
12 60 7
12 76 36
12 87 83
12 93 44
13 14 81
13 26 16
13 50 94
13 54 43
13 55 45
13 68 23
13 79 97
14 3 25
14 24 88
14 62 77
14 80 83
14 98 30
15 3 59
15 19 81
15 37 87
15 39 77
15 49 65
15 51 30
15 52 27
15 66 27
15 81 89
15 85 87
16 9 90
16 27 7
16 60 19
16 65 30
16 69 88
17 16 44
17 19 5
17 38 98
17 42 40
17 48 76
17 50 75
17 83 35
17 99 78
18 25 34
18 37 97
18 52 67
18 81 19
18 85 10
19 6 18
19 9 95
19 29 1
19 55 69
19 60 82
19 99 73
20 15 25
20 27 5
20 30 60
20 39 31
20 53 15
20 59 31
20 60 45
20 90 80
21 43 81
21 60 69
21 78 1
21 84 52
21 89 36
22 5 45
22 13 68
22 40 69
22 41 69
22 48 5
22 67 51
22 70 62
22 71 20
22 73 94
22 87 59
23 35 69
23 60 11
23 70 20
23 71 54
23 77 24
23 97 81
24 1 68
24 4 92
24 28 83
24 30 19
24 35 37
24 45 46
24 53 31
24 64 91
24 72 23
24 76 25
24 87 36
24 93 48
25 9 88
25 10 65
25 12 65
