100 691
0 22 29
0 39 2
0 47 9
0 54 7
0 88 15
1 15 91
1 16 21
1 17 40
1 23 30
1 31 5
1 38 1
1 59 5
1 67 2
1 68 47
1 88 99
1 94 7
1 99 79
2 5 9
2 14 78
2 63 9
2 97 6
3 7 9
3 44 20
3 45 40
3 48 67
3 58 46
3 66 14
3 82 82
3 84 33
3 86 80
3 96 70
4 7 89
4 32 31
4 39 8
4 44 96
4 51 57
4 77 36
4 97 40
5 22 75
5 52 5
5 58 16
5 64 13
5 79 94
5 84 86
5 86 61
6 51 79
6 62 98
6 91 64
7 12 98
7 18 11
7 26 40
7 40 88
8 24 87
8 27 45
8 31 10
8 73 9
8 80 82
8 92 92
9 2 4
9 17 57
9 45 97
9 60 69
9 62 27
9 64 9
9 75 92
10 5 55
10 14 96
10 15 58
10 48 22
10 60 55
10 69 79
10 92 92
11 27 86
11 35 79
11 71 90
11 74 67
11 82 86
11 96 21
12 15 10
12 16 6
12 20 48
12 34 72
12 57 73
12 60 76
12 64 78
12 72 55
12 76 67
13 6 97
13 41 40
13 53 44
13 77 29
13 87 83
14 5 68
14 8 28
14 16 85
14 29 43
14 71 41
14 78 66
14 88 94
14 94 4
15 5 35
15 8 11
15 27 38
15 91 83
16 1 25
16 5 77
16 11 54
16 33 72
16 53 96
16 71 3
16 73 83
16 76 54
16 78 12
17 42 14
17 45 76
17 47 12
17 56 59
17 61 46
17 87 73
17 94 74
18 12 29
18 15 81
18 27 42
18 30 86
18 40 37
18 83 23
18 98 79
19 4 98
19 9 2
19 21 1
19 29 28
19 36 32
19 54 88
19 58 47
19 72 99
19 73 19
19 78 79
20 41 48
20 53 21
20 78 54
21 8 47
21 87 90
22 5 17
22 31 32
22 47 83
22 55 68
22 58 4
22 76 64
22 79 41
22 89 1
23 14 83
23 24 17
23 40 40
23 45 62
23 61 89
23 62 61
23 67 57
24 11 71
24 47 49
24 64 82
24 80 1
24 85 60
24 88 27
24 91 90
24 99 22
25 28 58
25 33 77
25 60 64
25 89 80
26 2 83
26 6 74
26 43 100
26 54 56
26 68 64
26 86 40
26 88 32
26 95 100
26 97 79
27 15 36
27 31 30
27 34 6
27 40 57
27 41 42
27 73 96
27 75 14
27 99 59
28 29 85
28 52 10
28 55 62
28 60 75
28 70 93
28 74 23
28 82 18
28 83 97
28 86 10
28 90 51
28 97 13
29 21 27
29 28 53
29 64 49
29 74 6
30 1 77
30 4 61
30 7 83
30 9 93
30 29 37
30 61 76
30 64 55
30 66 28
30 67 4
30 68 34
30 71 98
30 72 15
30 73 38
30 78 52
30 83 77
31 26 58
31 37 33
31 62 26
31 64 69
31 90 45
32 25 42
32 26 56
32 33 19
32 42 67
33 21 89
33 35 85
33 49 100
33 53 32
33 72 65
33 78 70
33 86 17
34 17 90
34 28 70
34 35 98
34 38 7
34 55 41
34 61 5
34 67 13
34 76 16
34 90 81
34 97 15
35 11 35
35 27 21
35 36 38
35 40 10
35 47 96
35 48 80
35 73 36
35 98 70
36 5 84
36 30 70
36 39 76
36 40 44
36 66 77
36 70 51
36 90 34
36 94 88
37 45 19
37 56 32
37 65 49
37 68 80
37 69 24
37 83 96
37 92 21
37 96 47
38 18 6
38 28 36
38 40 90
38 46 96
38 60 92
38 88 58
38 89 10
38 94 63
39 3 15
39 14 49
39 31 13
39 43 72
39 60 11
39 65 65
39 86 89
40 21 98
40 34 58
40 66 16
40 71 70
41 3 43
41 4 66
41 17 98
41 28 69
41 38 3
41 43 55
41 93 72
42 3 56
42 97 92
42 98 60
43 19 79
43 22 7
43 33 15
43 37 34
43 48 86
43 54 36
43 55 65
43 57 17
43 59 45
43 64 8
43 85 72
44 20 85
44 46 36
44 53 68
44 59 40
44 65 93
44 70 30
44 73 95
44 86 66
44 94 59
45 2 58
45 10 97
45 11 36
45 27 27
45 31 89
45 36 19
45 39 37
45 43 63
45 44 6
45 65 24
45 79 75
45 85 5
46 1 93
46 20 75
46 34 98
46 43 22
46 52 82
46 54 51
46 62 13
46 70 77
46 73 70
46 80 82
47 7 70
47 11 54
47 20 9
47 34 61
47 44 80
47 57 24
48 9 9
48 12 58
48 14 68
48 15 27
48 18 40
48 55 100
48 63 73
48 74 20
48 81 87
48 84 1
48 86 88
48 90 82
48 95 81
49 8 15
49 11 79
49 13 99
49 30 21
49 38 68
49 61 12
49 68 27
49 81 94
49 86 83
50 16 18
50 46 25
50 76 27
50 97 48
51 27 25
51 36 62
51 45 64
51 53 42
51 63 83
51 75 53
51 87 91
52 3 31
52 6 24
52 8 72
52 18 28
52 23 60
52 27 87
52 37 18
52 41 84
52 46 61
52 69 84
53 2 35
53 8 88
53 58 15
53 76 84
54 8 80
54 15 80
54 20 46
54 24 9
54 45 25
54 64 85
54 84 42
54 87 73
54 88 5
55 42 46
55 43 50
55 44 48
55 47 6
55 53 26
55 62 78
56 4 16
56 6 74
56 16 85
56 26 49
56 29 43
56 34 25
56 65 27
56 75 89
56 79 43
56 82 96
56 97 50
57 16 57
57 19 99
57 36 17
57 64 36
57 65 29
57 83 25
57 97 15
58 1 89
58 2 87
58 7 15
58 9 97
58 34 97
58 63 3
58 65 25
58 82 83
58 90 46
59 9 90
59 10 19
59 14 76
59 20 4
59 32 80
59 70 69
60 3 60
60 15 41
60 28 88
60 31 49
60 33 24
60 34 77
60 68 71
60 69 8
60 75 15
61 1 63
61 21 15
61 29 48
61 38 88
61 40 7
61 54 8
61 87 15
62 31 98
62 39 42
62 84 81
63 4 39
63 37 81
63 53 91
63 54 26
64 4 89
64 10 31
64 23 20
64 45 99
64 52 71
64 87 98
64 93 70
65 45 41
65 46 24
65 48 19
65 62 30
65 64 22
65 95 18
66 6 68
66 13 43
66 22 82
66 33 32
66 45 13
66 82 85
66 90 60
67 24 93
67 25 35
67 58 52
68 49 24
68 54 62
68 62 2
68 74 76
68 93 8
69 5 60
69 7 87
69 8 20
69 26 89
69 41 51
69 49 56
70 2 54
70 34 11
70 56 55
70 74 93
70 99 6
71 15 43
71 52 81
71 69 69
71 93 82
71 97 16
72 13 78
72 19 45
72 48 45
72 82 35
72 89 80
73 11 20
73 14 40
73 18 85
73 20 30
73 30 45
73 43 64
73 46 98
73 52 58
73 53 66
73 67 27
74 3 14
74 8 45
74 13 60
74 51 81
74 55 11
74 56 4
74 62 62
74 72 58
75 17 2
75 37 42
75 42 94
75 63 49
75 73 30
75 93 92
76 18 41
76 27 93
76 30 69
76 43 51
77 23 93
77 37 94
77 44 87
77 62 1
77 64 53
77 72 68
77 76 51
77 84 32
77 94 14
78 4 47
78 57 33
78 59 57
78 69 84
78 74 20
78 77 56
78 85 36
78 90 28
78 92 90
78 97 47
79 9 8
79 19 79
79 63 64
79 82 80
79 91 27
79 93 5
80 19 14
80 26 88
80 28 93
80 50 75
80 58 76
80 86 44
80 94 75
80 97 54
81 15 8
81 40 49
81 47 77
81 87 16
82 4 74
82 17 65
82 32 5
82 56 81
82 59 98
82 60 63
82 61 50
82 68 44
82 81 29
82 86 33
82 98 39
83 8 40
83 14 25
83 26 60
83 27 52
83 31 2
83 46 35
83 72 76
83 90 86
84 22 45
84 34 74
84 78 28
84 94 56
85 14 75
85 36 67
85 47 14
85 52 44
85 58 18
85 65 82
85 71 67
85 72 60
85 90 71
86 4 78
86 17 55
86 18 2
86 22 88
86 25 85
87 8 75
87 10 52
87 28 84
87 34 16
87 67 8
87 80 40
88 25 7
88 60 26
89 14 92
89 25 37
89 57 77
89 65 20
89 75 26
90 3 15
90 5 87
90 24 69
90 37 20
90 41 83
90 52 36
90 60 98
90 66 83
90 75 98
90 87 75
91 2 58
91 7 51
91 10 85
91 19 64
91 21 49
91 54 89
91 70 98
91 78 49
91 92 34
92 13 68
92 14 25
92 27 11
92 44 48
92 46 74
92 73 63
93 15 100
93 33 30
93 36 30
93 37 62
93 47 65
93 60 42
93 64 4
93 79 98
94 20 56
94 29 59
94 49 46
94 57 34
94 84 85
95 23 9
95 46 79
95 62 73
95 86 27
95 91 68
96 37 54
96 54 82
96 55 7
96 72 83
96 73 13
96 92 77
96 93 6
96 95 98
97 2 44
97 19 79
97 22 36
97 30 50
97 33 57
97 48 63
97 72 65
97 82 53
97 85 12
97 86 51
97 88 70
98 11 42
98 30 5
98 87 72
98 97 25
