100 684
0 20 20
0 34 93
0 45 95
0 53 42
0 72 65
0 80 18
0 97 3
1 28 12
1 30 8
1 32 74
1 40 67
1 53 82
1 83 41
1 85 97
1 90 56
1 98 19
2 13 65
2 18 94
2 43 52
2 59 95
2 78 56
2 84 8
2 91 7
2 95 38
3 8 47
3 23 1
3 35 30
3 45 61
4 13 74
4 25 87
4 29 47
4 89 81
4 96 23
5 1 99
5 2 51
5 16 46
5 18 35
5 36 66
5 59 44
5 63 44
5 69 52
5 81 18
5 92 63
6 11 79
6 16 37
6 17 56
6 20 36
6 70 11
6 93 87
6 96 27
7 15 73
7 29 81
7 31 8
7 51 27
7 59 95
7 68 41
7 97 10
8 3 21
8 7 43
8 15 92
8 17 32
8 51 61
8 59 15
8 63 88
8 88 99
8 92 62
8 95 89
9 10 25
9 60 37
9 61 81
9 76 88
10 22 50
10 24 45
10 52 42
10 55 45
10 69 68
10 74 21
11 1 73
11 2 56
11 43 73
11 46 73
11 67 26
11 69 77
11 70 8
11 71 50
11 81 10
12 56 73
12 59 2
12 63 36
12 72 94
12 86 69
12 89 74
12 98 84
13 6 4
13 10 76
13 15 19
13 41 45
13 77 83
14 15 57
14 18 87
14 20 60
14 48 100
14 53 70
14 62 36
14 77 25
14 84 9
15 21 3
15 41 93
15 48 12
15 98 11
16 8 28
16 29 1
16 40 12
16 55 39
16 59 46
16 63 41
16 81 69
16 83 78
16 86 55
17 30 9
17 31 86
17 32 75
17 40 81
17 46 78
17 59 45
17 94 40
18 13 84
18 22 91
18 38 83
18 60 82
18 61 56
18 65 83
18 67 49
18 75 95
19 14 95
19 16 100
19 18 28
19 28 76
19 39 33
19 41 24
19 42 34
19 63 20
19 70 94
19 85 62
19 94 10
20 2 32
20 11 73
20 13 80
20 21 75
20 23 15
20 24 96
20 34 76
20 39 6
20 44 57
20 54 69
20 74 16
20 82 70
20 93 86
20 95 49
21 13 12
21 53 68
21 61 70
21 98 45
22 17 40
22 18 85
22 19 24
22 41 52
22 50 66
23 11 35
23 25 45
23 28 15
23 63 11
24 9 42
24 12 66
24 28 85
24 41 56
24 44 49
24 45 17
24 46 78
24 65 80
24 82 12
25 17 84
25 29 21
25 34 55
25 46 46
25 97 51
26 23 3
26 49 66
26 60 17
26 65 12
26 74 14
26 76 76
27 18 28
27 84 7
27 96 63
28 6 23
28 24 64
28 47 84
28 80 10
28 90 91
28 99 51
29 9 70
29 26 72
29 35 3
29 39 49
29 47 20
29 52 30
29 55 67
29 63 24
29 80 50
29 99 60
30 13 17
30 50 43
30 61 90
30 80 62
30 81 52
31 4 62
31 8 14
31 9 32
31 18 1
31 23 36
31 33 59
31 53 89
31 70 36
31 86 49
31 99 37
32 20 84
32 52 75
32 60 27
32 73 19
32 92 7
33 57 65
33 71 87
