100 686
0 29 41
0 48 27
0 49 12
0 55 99
0 56 37
0 57 18
0 61 16
0 69 32
0 72 59
0 76 85
0 90 21
0 92 1
0 97 98
1 3 27
1 21 3
1 28 58
1 40 60
1 47 54
1 51 66
1 70 28
1 82 54
1 90 57
1 91 87
1 99 89
2 5 65
2 8 37
2 49 38
2 87 99
2 94 31
2 98 50
3 2 87
3 10 42
3 13 93
3 27 22
3 57 93
4 28 64
4 45 56
4 47 79
4 50 95
4 62 17
5 2 91
5 7 4
5 9 46
5 42 89
5 49 81
5 55 4
5 60 2
5 62 97
5 73 5
5 80 63
5 82 58
5 88 23
6 7 44
6 15 66
6 43 71
6 66 51
6 72 12
6 86 8
7 4 15
7 16 6
7 25 94
7 37 73
7 62 71
7 67 32
7 79 54
8 3 54
8 14 76
8 53 21
8 54 62
8 62 23
8 66 17
8 68 57
8 83 13
8 85 43
9 12 34
9 37 74
9 45 66
9 57 24
9 86 21
9 92 48
9 95 83
10 40 83
10 51 80
10 61 60
10 62 23
10 63 32
10 77 71
10 86 28
10 94 93
11 8 13
11 15 17
11 30 50
11 48 36
11 67 52
11 68 82
11 77 4
11 90 53
11 95 55
11 98 2
12 5 2
12 7 41
12 18 81
12 49 33
12 73 53
12 99 57
13 25 23
13 56 18
13 71 53
13 81 16
13 99 21
14 3 76
14 19 37
14 65 11
14 93 86
15 33 94
15 38 88
15 50 6
15 52 2
15 80 5
16 55 24
16 65 34
16 77 79
16 86 76
17 18 79
17 22 92
17 36 55
17 53 9
17 66 10
17 82 93
17 99 31
18 9 89
18 22 67
18 51 43
19 1 88
19 7 45
19 9 68
19 25 99
19 51 34
19 52 40
19 64 78
19 86 69
20 2 80
20 12 71
20 31 47
20 45 13
20 72 46
21 5 36
21 15 7
21 35 49
21 38 25
21 50 32
21 85 100
21 94 73
22 5 7
22 9 10
22 12 97
22 14 81
22 48 66
23 15 8
23 42 77
23 54 31
23 55 77
23 58 79
23 79 71
23 85 94
24 3 89
24 18 66
24 20 3
24 36 84
24 52 11
24 54 28
24 63 72
24 77 40
24 84 80
24 89 33
25 7 65
25 9 97
25 19 75
25 47 16
25 52 35
25 54 72
25 71 28
26 29 91
26 49 6
26 61 64
26 67 98
26 74 61
26 76 58
27 15 75
27 25 43
27 35 22
27 52 4
27 70 38
27 72 35
27 93 12
28 12 38
28 19 82
28 32 36
28 44 70
28 53 82
28 63 64
28 69 28
28 88 29
29 28 57
29 36 55
29 48 53
29 65 10
29 74 84
29 80 97
29 86 7
29 95 60
29 99 18
30 26 34
30 28 41
30 40 53
30 57 80
31 40 82
31 42 51
31 61 15
31 62 18
31 84 73
31 93 65
31 94 66
31 98 40
32 24 39
32 37 82
32 69 64
32 77 59
33 26 88
33 28 35
33 35 65
33 44 66
33 45 1
33 55 85
33 56 37
34 24 9
34 25 12
34 26 40
34 33 97
34 40 70
34 43 63
34 48 6
34 61 63
34 76 7
34 79 88
34 80 40
35 20 29
35 28 26
35 54 96
35 59 33
35 65 81
35 82 76
35 91 58
36 4 2
36 18 26
36 31 63
36 64 32
36 67 26
36 71 71
37 2 78
37 19 80
37 22 36
37 27 43
37 39 14
37 47 85
37 49 75
37 55 2
37 65 65
37 73 62
38 17 65
38 21 5
38 28 8
38 36 3
38 50 24
38 95 12
39 26 53
39 37 39
39 45 73
39 47 35
39 48 45
39 51 64
39 70 28
39 83 24
39 87 80
40 49 98
40 77 37
40 85 65
40 93 6
40 95 2
40 99 20
41 6 5
41 16 68
41 34 83
41 64 76
41 65 95
41 95 26
42 14 75
42 21 15
42 36 62
42 41 42
42 44 27
42 66 97
42 68 94
42 70 52
42 76 73
42 78 77
42 93 29
42 95 94
43 28 11
43 31 65
43 62 97
43 65 42
43 76 89
43 92 51
44 18 4
44 21 42
44 54 100
44 65 85
44 67 72
44 74 93
44 95 65
45 9 5
45 13 92
45 19 22
45 23 70
45 32 5
45 36 12
45 62 19
45 75 78
45 80 91
45 88 22
46 16 50
46 18 29
46 19 95
46 20 40
46 33 58
46 34 83
46 54 29
47 5 47
47 29 70
47 53 41
47 62 10
47 70 16
47 81 38
48 18 9
48 39 43
48 57 40
48 63 50
48 72 88
48 80 68
48 98 69
49 3 42
49 17 5
49 23 29
49 61 40
49 64 66
49 84 63
50 10 36
50 11 24
50 29 34
50 34 90
50 74 100
50 78 80
50 79 10
50 80 38
50 81 28
50 82 23
51 8 85
51 22 44
51 31 40
51 33 63
51 38 25
51 72 13
51 92 29
52 37 97
52 62 50
52 67 4
52 69 73
52 93 45
53 3 31
53 4 14
53 16 81
53 31 83
53 52 7
53 67 17
53 84 11
53 94 85
54 5 66
54 51 1
54 73 59
54 81 52
55 1 64
55 12 5
55 25 28
55 38 51
55 95 68
55 98 2
56 24 86
56 40 81
56 50 29
56 87 17
56 94 67
57 13 64
57 22 66
57 28 7
57 33 100
57 56 38
57 61 96
57 71 56
57 72 92
57 84 53
58 16 19
58 28 23
58 32 90
58 33 95
58 47 67
58 51 5
58 67 75
58 71 24
59 36 68
59 40 4
59 44 13
59 74 17
60 8 81
60 13 75
60 21 90
60 30 33
60 33 76
60 41 47
60 42 54
60 56 59
60 63 26
60 89 17
61 1 4
61 6 63
61 36 66
61 48 88
61 53 65
61 55 7
61 56 95
61 71 64
62 1 34
62 26 39
62 27 30
62 31 45
62 34 32
62 65 8
62 82 33
62 97 41
63 45 17
63 47 92
63 71 58
63 92 73
64 11 74
64 61 66
64 91 46
65 9 81
65 10 30
65 13 19
65 14 29
65 18 48
65 31 71
65 34 20
65 54 10
65 72 42
66 8 63
66 9 12
66 22 46
66 23 12
66 26 91
66 61 98
66 76 91
66 91 69
67 26 18
67 53 2
67 63 6
67 92 9
68 2 72
68 18 57
68 34 61
68 45 89
68 69 65
68 88 66
69 28 12
69 29 51
69 39 19
69 43 29
69 57 27
69 86 32
69 92 41
70 8 53
70 20 92
70 24 67
70 34 97
70 43 11
70 47 63
70 62 21
70 68 4
70 99 42
71 9 46
71 27 48
71 35 6
71 41 2
71 57 77
71 60 27
71 69 93
71 75 39
71 78 71
71 94 76
71 98 37
72 81 54
72 94 13
73 10 75
73 14 15
73 22 71
73 30 80
73 38 62
73 52 48
73 55 33
73 76 70
74 2 53
74 16 44
74 32 3
74 42 70
74 75 47
74 84 14
75 11 82
75 20 28
75 35 91
75 52 20
75 65 11
75 74 4
75 77 37
75 87 70
75 99 67
76 25 48
76 62 63
76 84 99
77 29 70
77 40 83
77 57 76
77 80 61
77 87 31
78 10 86
78 22 20
78 57 50
78 63 75
78 75 100
79 20 10
79 38 63
79 50 22
79 57 47
79 73 74
79 74 6
79 83 84
80 1 38
80 47 30
80 57 16
80 86 83
80 87 28
80 91 34
80 96 70
81 11 37
81 18 77
81 23 21
81 24 3
81 31 88
81 51 55
81 62 10
81 67 11
81 86 70
81 91 26
82 4 22
82 21 69
82 26 42
82 35 81
82 48 73
82 53 24
82 60 77
82 61 25
82 90 74
82 97 48
82 98 20
83 6 58
83 51 76
83 69 4
83 73 66
83 81 98
83 89 53
83 93 72
83 95 54
84 3 53
84 13 10
84 22 93
84 24 20
84 27 28
84 60 16
84 65 47
84 94 97
84 98 69
85 10 88
85 14 43
85 28 54
85 47 93
85 72 19
85 87 100
86 1 19
86 15 66
86 38 78
86 64 4
86 73 10
86 78 86
86 98 29
87 1 37
87 32 20
87 72 73
87 76 61
87 86 84
88 11 72
88 14 83
88 17 71
88 54 20
88 85 76
89 22 16
89 23 70
89 26 50
89 34 95
89 38 82
89 81 32
89 84 11
90 12 11
90 19 31
90 38 49
90 70 47
90 76 24
91 18 47
91 44 74
91 51 85
91 54 21
91 57 51
91 88 71
91 90 5
91 93 64
92 14 40
92 38 68
92 48 45
92 60 38
92 90 79
93 25 35
93 62 8
93 71 69
93 74 55
93 83 17
93 86 57
93 92 50
94 19 94
94 29 7
94 53 100
94 58 29
94 61 61
95 45 29
95 72 4
95 78 6
95 86 36
95 96 43
96 3 14
96 11 37
96 38 9
96 76 64
96 81 84
97 2 85
97 7 29
97 17 89
97 34 43
97 36 93
97 44 32
97 59 90
97 70 62
97 73 20
97 76 29
98 17 78
98 41 15
98 58 9
98 64 72
98 76 15
98 96 91
