100 678
0 47 12
0 60 69
0 67 55
0 96 87
0 97 78
1 7 57
1 31 91
1 32 99
1 36 20
1 37 69
1 72 22
2 7 52
2 36 48
2 37 88
2 57 5
3 8 7
3 11 15
3 15 61
3 31 19
3 44 22
3 91 26
4 7 40
4 8 84
4 30 2
4 80 65
4 93 70
5 21 35
5 22 12
5 25 25
5 28 88
5 34 1
5 45 96
5 65 63
5 71 27
5 87 80
6 8 69
6 13 28
6 15 76
6 28 95
6 64 80
6 65 53
6 78 48
6 80 81
6 93 72
7 2 39
7 13 4
7 34 18
7 46 15
7 59 40
7 85 23
7 96 55
8 30 51
8 34 96
8 81 35
9 7 6
9 39 45
9 49 4
9 64 42
9 87 35
10 3 19
10 8 39
10 11 97
10 22 90
10 26 33
10 27 21
10 75 34
10 76 18
10 90 31
11 3 27
11 10 88
11 56 88
11 86 10
12 2 41
12 29 91
12 40 5
12 50 90
12 65 3
12 73 65
12 96 98
13 17 62
13 37 50
13 38 100
13 43 73
13 49 75
13 50 26
13 59 10
13 69 19
13 78 31
13 80 33
13 98 4
14 10 79
14 28 36
14 42 3
14 44 24
14 48 96
14 65 42
14 71 33
14 94 14
15 8 45
15 28 68
15 63 63
15 77 46
15 87 55
16 2 6
16 15 62
16 22 54
16 33 28
16 38 82
16 40 4
16 41 9
16 65 58
16 78 74
16 80 44
16 88 33
16 89 88
17 24 37
17 40 40
17 41 87
17 45 4
17 53 80
17 59 99
17 81 29
17 92 40
17 96 41
18 3 79
18 7 97
18 23 8
18 40 78
18 55 89
18 85 10
19 8 75
19 61 69
19 90 86
20 5 24
20 11 41
20 17 92
20 37 3
20 78 27
20 88 16
20 96 95
21 51 89
21 67 91
21 70 44
21 88 79
22 27 36
22 40 69
22 62 79
22 69 82
22 96 28
23 12 60
23 25 6
23 33 6
23 39 33
23 95 8
24 7 17
24 12 19
24 25 43
24 44 39
24 75 52
24 81 46
25 14 20
25 50 76
25 91 41
26 1 62
26 13 4
26 14 90
