100 687
0 11 7
0 13 46
0 26 89
0 45 72
0 65 7
0 68 89
0 92 38
1 2 26
1 4 10
1 51 71
1 58 82
1 73 71
2 14 91
2 29 62
2 35 38
2 42 55
2 52 2
2 79 50
2 81 4
3 26 46
3 32 53
3 46 69
3 51 38
3 59 39
3 63 44
3 78 22
3 80 57
3 95 56
4 14 9
4 20 14
4 28 12
4 29 98
4 44 36
4 53 85
4 75 34
4 87 77
5 1 41
5 22 14
5 51 31
5 55 97
5 59 91
5 61 99
5 72 10
6 8 24
6 9 51
6 21 98
6 45 39
6 72 12
6 84 9
6 86 98
6 89 71
6 92 91
6 93 35
6 98 78
7 10 51
7 12 6
7 44 94
7 67 56
7 74 42
7 83 23
7 86 71
8 15 1
8 28 72
8 37 41
8 42 41
8 60 97
8 70 56
9 3 46
9 18 77
9 34 60
9 36 70
9 45 45
9 53 6
10 7 11
10 27 13
10 30 41
10 33 12
10 68 30
10 69 62
11 12 48
11 37 40
11 42 26
11 59 87
12 10 12
12 34 41
12 37 2
12 39 82
12 52 58
12 74 90
13 38 84
13 41 13
13 57 32
13 58 85
13 67 32
13 73 1
14 7 76
14 16 79
14 21 66
14 24 70
14 64 12
14 95 34
15 45 55
15 48 94
15 62 15
15 96 83
15 97 34
16 19 18
16 30 13
16 31 56
16 44 66
16 66 44
16 74 10
16 91 20
16 96 64
16 98 10
17 21 76
17 40 77
17 49 34
17 62 93
17 71 55
17 84 63
17 98 28
18 3 36
18 16 82
18 42 83
18 45 56
18 61 92
18 69 86
18 75 91
18 87 59
19 10 23
19 20 93
19 67 67
19 73 28
19 82 42
19 83 57
19 89 33
19 93 53
20 1 77
20 3 43
20 11 87
20 37 70
20 73 41
20 88 66
20 91 20
21 35 32
21 46 12
21 49 14
21 56 67
21 60 21
21 63 3
21 72 97
21 75 9
22 31 56
22 39 51
22 42 28
22 57 43
22 70 66
22 93 34
23 2 88
23 9 69
23 16 69
23 34 78
23 35 87
23 52 99
23 53 65
23 75 34
23 78 64
23 79 22
23 83 65
24 4 51
24 10 55
24 21 18
24 27 38
24 38 62
24 51 65
24 68 10
24 73 58
24 82 93
24 87 85
24 98 71
25 14 83
25 32 39
25 46 78
25 54 37
25 55 80
25 60 24
25 69 22
25 96 32
26 16 97
26 40 23
26 45 80
26 57 59
26 85 45
26 99 88
27 8 46
27 18 51
27 37 29
27 71 96
28 1 47
28 33 57
28 45 5
28 72 26
28 88 76
29 58 89
29 69 55
