100 688
0 41 1
0 61 15
0 69 69
0 82 37
1 38 99
1 55 93
1 74 22
1 81 90
1 92 63
1 99 88
2 12 85
2 20 80
2 58 34
2 91 22
3 17 51
3 27 14
3 50 28
3 52 70
3 85 97
3 92 22
3 94 91
4 5 63
4 17 58
4 18 87
4 28 79
4 59 99
4 70 82
4 72 68
4 77 69
4 79 68
4 88 20
4 94 63
5 6 60
5 20 35
5 37 48
5 45 70
5 52 7
5 84 44
5 94 94
6 1 48
6 4 92
6 15 77
6 57 31
6 61 88
6 62 89
6 74 34
6 78 90
6 95 28
7 15 1
7 16 97
7 17 21
7 31 46
7 33 71
7 47 81
7 73 69
7 77 24
7 85 66
7 94 49
8 31 33
8 34 85
8 44 59
8 49 24
8 67 12
8 69 35
8 90 97
8 94 65
9 5 77
9 7 4
9 8 64
9 10 65
9 13 52
9 58 5
9 74 88
9 78 56
9 89 98
10 4 97
10 14 97
10 40 27
10 54 80
10 69 64
11 22 98
11 57 75
11 78 29
11 79 39
11 84 59
11 93 78
12 24 10
12 34 85
12 39 50
12 50 89
12 81 96
13 5 80
13 22 7
13 36 20
13 60 97
13 65 84
13 81 2
13 82 72
13 84 48
13 87 30
14 4 98
14 13 36
14 30 50
14 39 78
14 49 84
14 60 98
14 62 88
14 66 9
14 79 75
14 99 44
15 7 51
15 25 44
15 48 50
15 50 95
15 96 99
16 14 66
16 24 21
16 37 86
16 45 65
16 54 84
16 63 62
16 64 94
17 21 83
17 22 74
17 25 34
17 26 7
17 47 30
17 53 40
17 74 21
17 75 90
17 86 96
17 96 6
17 98 85
18 20 26
18 42 57
18 85 67
18 90 50
18 95 61
19 2 90
19 12 65
19 21 64
19 47 32
19 73 67
20 9 44
20 22 28
20 48 77
20 59 55
20 68 72
20 75 37
21 1 94
21 12 38
21 17 31
21 59 16
21 72 39
22 10 34
22 17 95
22 23 79
22 55 58
22 59 8
22 78 30
22 92 89
23 10 60
23 20 67
23 26 41
23 63 80
23 79 5
23 81 29
23 88 2
24 37 68
24 43 41
24 57 34
24 74 49
24 86 26
25 2 27
25 10 21
25 18 48
25 22 31
25 39 30
25 75 58
26 21 70
26 31 91
26 38 48
26 40 47
26 51 82
26 61 98
26 65 76
26 70 100
26 74 19
26 87 82
26 88 70
27 14 84
27 19 31
27 35 78
27 54 17
27 58 73
27 91 43
28 16 65
28 31 61
28 48 54
28 61 77
28 72 28
28 78 49
28 87 60
29 10 28
29 34 68
29 36 34
