100 686
0 4 99
0 15 82
0 32 86
0 39 49
0 47 27
0 71 3
0 74 80
0 93 22
0 99 55
1 26 90
1 30 33
1 40 46
1 74 61
1 75 75
1 95 94
2 1 13
2 11 50
2 12 34
2 14 20
2 26 37
2 37 85
2 42 68
2 55 30
2 79 71
2 83 33
2 95 57
3 4 69
3 7 12
3 30 19
3 39 30
3 77 78
3 89 27
3 94 93
4 14 24
4 20 37
4 32 98
4 61 50
4 85 13
4 92 33
4 94 54
4 99 58
5 4 21
5 38 14
5 70 44
5 87 91
6 11 93
6 17 100
6 24 50
6 58 43
6 62 6
6 64 76
6 67 61
6 75 90
6 77 56
7 9 9
7 12 23
7 15 93
7 37 12
7 43 39
7 69 29
7 87 20
8 11 81
8 21 9
8 39 96
8 44 12
8 59 46
9 34 16
9 76 52
9 77 66
9 99 86
10 53 94
10 54 97
10 60 63
10 72 67
10 78 96
10 80 9
10 82 9
10 83 75
11 6 58
11 9 16
11 36 24
11 40 97
11 41 52
11 47 59
11 55 53
11 61 59
11 65 84
11 70 32
11 78 52
11 82 79
12 19 81
12 40 23
12 55 71
12 59 36
12 71 79
12 73 59
12 91 40
13 30 30
13 46 68
13 64 20
13 73 40
13 87 2
14 2 100
14 47 16
14 55 24
14 68 64
15 14 92
15 21 12
15 41 70
15 51 6
15 53 62
15 55 45
15 58 30
15 62 19
15 81 16
15 97 81
16 3 68
16 7 88
16 13 11
16 31 76
16 47 8
16 55 87
16 67 25
16 96 40
17 3 29
17 11 93
17 29 6
17 46 5
17 52 46
17 54 26
17 69 38
17 85 7
18 39 83
18 44 58
18 53 34
18 58 74
18 65 22
18 69 33
18 86 21
19 12 6
19 21 19
19 24 92
19 43 91
19 60 37
19 75 64
19 88 28
19 89 5
19 94 7
20 5 59
20 26 12
20 38 1
20 66 8
20 76 63
21 14 9
21 20 45
21 25 55
21 66 7
21 77 5
21 98 100
22 18 34
22 41 53
22 77 98
22 84 59
23 18 45
23 19 89
23 45 26
23 51 18
23 59 17
23 66 29
23 92 26
24 20 38
24 44 93
24 46 28
24 49 20
24 70 7
24 91 54
24 92 93
24 98 47
25 4 71
25 13 13
25 29 59
25 32 84
25 35 26
25 52 78
25 53 44
25 56 35
25 68 66
25 76 15
25 77 33
25 85 83
25 88 9
25 91 64
26 3 36
26 19 28
26 44 7
26 53 89
26 64 14
26 86 97
26 94 64
27 5 82
27 14 51
27 22 61
27 26 35
27 35 84
27 40 46
27 42 97
27 46 54
27 56 8
27 58 17
27 60 48
27 63 49
27 69 5
27 89 1
27 93 56
28 54 3
28 57 14
28 64 47
28 71 19
28 88 62
28 89 16
29 2 23
29 13 77
29 15 45
29 42 70
29 59 84
29 65 78
29 67 57
29 75 7
29 77 11
30 6 40
30 14 58
30 37 82
30 40 79
30 50 91
30 53 39
30 84 83
30 85 43
30 93 69
31 16 97
31 28 27
31 37 62
31 54 3
31 65 34
31 77 77
32 14 77
32 28 79
32 31 92
32 75 9
32 81 62
32 87 78
33 20 94
33 30 87
33 49 48
33 58 82
33 90 53
34 1 72
34 5 22
34 47 45
34 63 13
34 66 50
34 72 50
34 87 51
34 91 12
35 1 83
35 3 27
35 6 17
35 13 47
35 55 93
35 57 42
35 59 7
35 96 17
36 1 6
36 5 82
36 10 84
36 13 21
36 15 61
36 32 38
36 35 16
36 42 89
36 47 26
36 52 55
36 68 33
37 5 25
37 28 76
37 55 64
37 62 93
37 72 38
37 75 72
37 77 97
37 85 13
37 94 90
38 18 8
38 22 87
38 35 3
38 51 65
38 66 97
38 73 32
38 76 50
38 95 63
39 10 26
39 32 78
39 49 21
39 72 40
39 79 51
39 96 2
39 97 95
40 3 71
40 6 78
40 9 65
40 13 7
40 17 96
40 19 48
40 52 16
40 69 46
40 83 39
40 99 11
41 24 2
41 54 55
41 87 80
41 92 23
41 94 8
42 1 57
42 10 1
42 26 6
42 29 26
42 57 90
42 59 2
42 92 49
43 1 78
43 24 6
43 40 57
44 7 28
44 21 8
44 62 74
44 79 93
44 84 95
44 95 28
44 98 97
44 99 55
45 9 55
45 24 94
45 26 59
45 29 73
45 50 41
45 51 34
45 56 23
45 87 4
46 13 84
46 16 26
46 71 9
46 87 1
47 27 61
47 43 43
47 44 25
47 50 18
47 72 9
48 19 80
48 20 52
48 29 79
48 32 48
48 50 86
48 56 47
48 61 33
48 70 92
48 81 73
48 99 65
49 18 44
49 70 23
49 77 34
49 80 47
50 1 59
50 21 53
50 53 100
50 61 86
50 71 74
51 11 58
51 13 35
51 19 54
51 32 68
51 42 82
51 66 100
51 83 44
51 89 48
51 91 39
52 1 46
52 6 83
52 20 32
52 26 61
52 46 76
52 71 23
52 90 1
52 97 80
53 1 94
53 17 84
53 18 36
53 29 11
53 47 16
53 68 76
53 70 96
53 79 12
53 95 10
54 13 11
54 19 54
54 20 36
54 62 9
