100 688
0 3 11
0 13 50
0 40 87
0 50 84
0 51 47
0 54 91
0 59 42
1 7 89
1 12 83
1 19 98
1 22 73
1 59 27
1 75 30
1 99 96
2 10 44
2 41 62
2 44 45
2 45 44
2 52 60
2 63 14
3 20 1
3 40 8
3 86 61
4 3 92
4 15 45
4 18 51
4 27 47
4 51 56
4 53 22
4 56 37
4 69 1
4 72 56
4 81 30
4 88 13
5 3 85
5 60 49
5 68 28
5 69 50
5 93 20
6 7 81
6 8 39
6 40 86
6 44 59
6 70 9
6 71 2
6 78 69
6 82 61
6 84 41
7 31 9
7 81 12
7 94 37
8 62 71
8 66 19
9 24 17
9 47 66
9 71 17
9 76 95
9 94 23
10 1 52
10 20 65
10 23 44
10 80 36
10 81 20
10 91 39
11 19 86
11 28 85
11 96 66
11 98 2
12 30 34
12 50 95
12 59 65
12 73 61
13 1 74
13 9 56
13 55 34
13 59 74
13 60 30
13 80 63
14 17 25
14 22 84
14 39 64
14 40 4
14 75 64
14 78 55
14 83 15
15 16 13
15 28 82
15 98 29
16 4 55
16 13 79
16 17 86
16 29 57
16 32 6
16 35 79
16 54 47
16 59 28
16 67 55
16 91 19
17 2 94
17 18 72
17 29 27
17 49 55
17 64 61
17 75 94
17 84 41
17 90 50
18 4 4
18 7 72
18 10 26
18 28 8
18 31 78
18 48 59
18 65 26
18 69 70
18 85 89
18 93 36
18 94 77
19 4 83
19 11 1
19 47 54
19 83 90
20 8 70
20 24 97
20 33 21
20 41 18
20 43 30
20 48 11
20 52 52
20 57 31
20 81 58
20 83 66
20 90 5
21 12 22
21 22 96
21 26 67
21 28 1
21 51 41
21 63 100
22 31 94
22 51 45
22 98 22
23 5 93
23 28 94
23 29 63
23 42 97
23 51 36
23 58 29
23 89 91
23 92 24
23 97 8
24 3 45
24 50 41
24 61 15
25 4 13
25 5 38
25 11 98
25 16 65
25 27 5
25 65 98
25 68 13
25 77 79
25 89 65
26 24 20
26 55 89
26 85 16
26 88 83
27 13 90
27 18 46
27 20 37
27 25 63
