100 685
0 72 16
0 82 37
1 6 85
1 10 62
1 11 43
1 46 74
1 66 92
1 67 70
1 84 71
1 90 39
2 33 79
2 70 100
2 76 17
2 90 100
3 1 2
3 13 6
3 23 10
3 44 61
3 60 55
3 61 16
3 65 13
3 78 4
3 79 100
3 99 81
4 1 24
4 2 63
4 33 81
4 49 10
4 59 28
4 61 87
4 68 79
4 73 52
4 84 98
4 87 45
5 11 87
5 21 60
5 27 61
5 56 16
5 78 59
5 80 27
5 81 49
5 85 70
5 91 69
5 97 38
6 18 87
6 38 97
6 50 44
6 97 83
7 6 66
7 31 77
7 46 81
7 54 11
7 76 46
7 77 82
8 5 51
8 6 90
8 42 2
8 68 50
8 87 65
8 90 90
9 16 10
9 79 52
9 95 10
10 13 20
10 29 47
10 31 81
10 56 24
10 73 60
10 89 6
10 95 28
11 6 44
11 40 26
11 48 69
11 53 80
11 70 31
11 89 84
12 9 1
12 14 11
12 19 67
12 29 68
12 37 55
12 49 72
12 82 31
12 83 15
12 89 38
12 90 91
13 12 63
13 16 36
13 18 80
13 19 98
13 52 55
13 54 11
13 69 52
13 82 80
14 8 42
14 19 86
14 30 87
14 41 26
14 56 74
14 57 41
14 62 16
14 63 67
14 65 33
15 11 72
15 14 69
15 23 52
15 39 2
15 50 19
15 51 41
15 73 37
15 97 60
16 9 15
16 61 30
16 74 79
17 25 28
17 26 31
17 31 34
17 53 24
17 59 24
17 65 97
17 68 100
17 74 30
17 80 48
17 84 60
17 87 70
17 88 17
18 17 57
18 26 73
18 67 93
18 73 39
18 90 53
18 94 57
19 15 16
19 26 25
19 28 10
19 53 4
19 57 57
19 58 11
19 66 94
19 69 61
19 80 62
19 85 56
20 17 79
20 24 10
20 49 95
20 58 97
20 80 12
21 20 23
21 32 24
21 34 15
21 54 34
21 76 53
22 31 18
22 42 42
22 74 89
22 77 40
22 81 25
22 89 69
23 18 95
23 31 61
23 38 44
23 54 89
23 86 57
24 20 62
24 23 37
24 38 60
24 61 31
24 66 6
24 69 66
25 4 74
25 5 52
25 38 37
25 40 76
25 54 8
25 74 26
