100 682
0 1 1
0 18 72
0 20 31
0 46 93
0 51 59
0 62 86
0 78 8
0 82 96
0 86 75
0 88 13
1 21 72
1 23 75
1 25 7
1 40 19
1 41 63
1 44 86
1 57 79
1 73 18
1 75 53
1 77 94
1 79 64
1 99 68
2 16 7
2 27 18
2 54 48
2 56 18
2 78 85
2 85 63
2 92 13
3 8 68
3 45 77
3 63 56
3 70 89
3 72 69
4 5 29
4 46 100
4 51 21
4 71 92
4 73 55
4 74 1
4 75 82
4 88 95
4 97 52
5 78 53
5 83 79
5 85 45
5 94 14
6 4 95
6 9 31
6 16 64
6 29 76
6 39 67
6 66 57
6 68 15
6 93 100
6 95 25
7 2 90
7 6 15
7 10 29
7 11 78
7 39 7
7 49 7
7 70 44
8 3 65
8 18 90
8 24 80
8 55 8
8 87 85
8 89 14
8 90 72
8 97 31
9 26 9
9 43 47
10 17 49
10 22 92
10 27 60
10 30 2
10 32 72
10 49 45
10 66 58
11 18 25
11 28 6
11 43 38
11 45 63
11 56 91
11 58 54
11 96 62
12 11 55
12 37 56
12 45 29
12 60 57
12 64 90
12 81 12
12 96 40
12 97 57
13 14 13
13 22 95
13 48 31
13 59 90
13 92 55
14 6 66
14 33 67
14 68 28
14 85 7
14 96 63
15 3 35
15 20 44
15 28 60
15 30 44
15 79 67
15 87 65
15 89 69
16 19 32
16 27 76
16 51 84
16 56 7
16 82 32
16 86 69
16 89 69
16 97 48
17 15 95
17 28 43
17 45 52
17 69 68
17 70 24
17 85 28
18 19 18
18 32 16
18 41 65
18 53 24
18 58 39
18 66 37
18 82 11
18 93 45
19 30 62
19 32 100
19 40 95
19 67 49
19 75 59
19 80 12
19 82 18
20 1 66
20 6 81
20 10 50
20 21 4
20 38 12
20 73 29
20 78 14
20 81 92
20 97 65
21 3 98
21 7 7
21 10 64
21 37 18
21 50 73
21 56 26
21 59 36
21 63 78
21 83 27
21 99 18
22 21 69
22 85 82
22 95 68
23 9 23
23 12 32
23 21 16
23 26 87
23 27 12
23 29 42
23 45 9
23 57 99
23 77 30
23 80 18
24 13 54
24 14 66
24 21 47
24 47 91
24 66 63
24 88 4
25 29 40
25 36 63
25 62 5
25 74 7
25 90 54
26 15 33
26 32 4
26 39 12
26 53 65
26 57 76
26 98 8
27 10 27
27 20 61
27 40 98
27 42 25
27 94 8
27 98 31
28 29 36
28 61 46
28 64 26
28 82 25
28 97 46
29 9 1
29 16 56
29 18 44
29 31 54
29 59 85
29 76 4
29 93 13
30 7 43
30 8 35
30 16 21
30 23 23
30 25 63
30 31 55
30 40 40
30 59 88
30 65 14
30 70 53
31 7 5
31 12 33
31 33 7
31 36 27
31 37 56
31 58 75
31 84 21
31 98 82
32 2 13
32 5 47
32 61 82
32 72 49
32 88 34
32 89 39
33 8 83
33 17 98
33 69 6
33 87 8
33 90 8
33 91 45
33 99 24
34 3 61
34 5 62
34 10 81
34 53 50
34 82 61
35 23 14
35 62 81
35 69 68
35 71 72
35 73 20
35 97 41
36 23 77
36 41 12
36 62 87
36 65 78
36 72 49
36 85 55
36 87 57
37 36 97
37 38 14
37 40 11
37 49 3
37 60 38
37 71 17
37 75 88
37 85 27
37 98 18
38 2 37
38 58 65
38 71 5
38 78 33
38 88 47
39 7 7
39 21 59
39 22 28
39 44 49
39 61 33
39 87 15
39 92 43
40 41 97
40 57 14
40 58 44
40 83 35
40 90 34
40 96 8
41 2 38
41 6 17
41 7 16
41 17 31
41 37 96
41 48 7
41 73 12
41 80 89
41 87 73
41 95 20
42 36 84
42 39 52
42 43 53
42 48 37
42 59 79
42 78 60
42 85 48
43 1 29
43 22 25
43 31 34
43 58 49
43 69 41
43 74 89
43 81 46
44 32 19
44 46 23
44 65 9
44 66 36
44 68 31
44 75 66
44 77 72
44 79 23
44 82 77
44 89 96
45 1 64
45 20 83
45 59 91
45 83 70
46 11 93
46 23 51
46 30 80
46 41 98
46 47 39
46 48 100
46 58 42
46 81 26
47 15 24
47 17 60
47 27 28
47 33 4
47 64 1
47 68 34
47 72 6
47 94 6
48 15 84
48 38 54
48 45 10
48 58 47
48 59 10
48 90 77
49 11 58
49 17 55
49 29 32
49 52 71
49 55 95
49 66 30
49 73 71
49 80 18
49 91 57
50 9 55
50 14 7
50 36 54
50 59 83
50 81 10
51 23 50
51 37 64
51 53 13
51 63 83
51 67 26
51 80 70
51 86 60
51 87 13
51 93 97
52 1 57
52 2 5
52 51 36
52 89 1
52 91 70
53 15 94
53 26 5
53 58 26
53 59 15
53 69 78
53 71 6
53 99 79
54 30 90
54 33 10
54 35 10
54 40 33
54 43 95
54 51 56
54 53 12
54 65 90
54 68 52
54 91 55
54 97 30
55 19 87
55 24 83
55 32 20
55 61 30
55 63 90
55 79 55
55 97 85
55 98 18
56 6 45
56 14 80
56 24 83
56 77 64
57 9 47
57 66 36
57 76 69
57 80 65
57 90 5
58 4 96
58 29 31
58 33 66
58 34 3
58 42 63
58 47 60
58 97 14
59 2 85
59 12 66
59 15 58
59 63 82
59 90 5
59 92 17
60 13 54
60 18 88
60 36 38
60 37 90
60 43 9
60 47 98
60 68 97
60 76 67
60 86 27
61 19 72
61 38 48
61 87 89
61 94 25
62 18 28
62 40 66
62 69 67
62 73 11
62 76 73
62 79 3
63 19 34
63 32 93
63 44 78
63 51 72
63 54 46
63 61 34
64 30 90
64 31 73
64 50 32
64 59 47
65 4 30
65 14 92
65 29 79
65 37 50
65 45 12
65 50 26
65 82 64
65 89 19
66 4 89
66 6 99
66 10 27
66 30 70
66 31 83
66 32 58
66 38 67
66 81 73
67 9 71
67 61 24
67 85 29
67 94 77
68 32 50
68 50 7
68 55 54
68 75 76
68 77 32
68 90 89
69 8 81
69 64 41
69 72 57
69 73 90
69 94 90
70 4 47
70 18 47
70 41 52
70 45 79
70 53 37
70 65 100
70 69 16
70 78 68
70 79 63
70 83 62
71 10 91
71 27 30
71 32 7
71 56 96
71 66 77
71 75 62
71 90 74
72 4 11
72 11 13
72 57 67
72 61 53
72 66 36
72 77 84
73 8 19
73 9 67
73 38 80
73 96 99
74 5 41
74 16 88
74 23 57
74 47 99
74 49 48
74 62 74
74 73 73
74 82 99
74 87 51
74 95 34
75 7 60
75 17 26
75 40 49
75 60 33
75 64 71
75 84 10
75 85 84
75 88 20
75 89 92
75 91 5
75 95 99
75 97 36
76 5 46
76 8 51
76 24 30
76 27 2
76 28 81
76 47 64
76 49 69
76 58 20
76 64 72
76 96 40
77 63 72
77 93 2
78 7 17
78 9 23
78 12 24
78 41 70
78 48 82
78 76 75
78 84 82
79 5 99
79 12 76
79 15 31
79 17 4
79 21 69
79 45 62
79 50 30
79 72 27
79 73 59
80 1 24
80 32 50
80 41 68
80 98 38
81 17 2
81 29 81
81 56 7
81 57 23
81 65 32
81 70 2
81 87 3
81 90 98
82 12 65
82 18 59
82 30 61
82 33 36
82 50 39
82 75 99
82 76 90
82 95 52
82 97 23
83 22 10
83 26 29
83 44 36
83 54 2
83 79 52
84 4 24
84 16 29
84 63 72
84 73 37
84 76 100
85 11 45
85 16 29
85 37 82
85 45 29
85 47 67
85 73 72
86 3 57
86 13 67
86 17 41
86 27 6
86 28 80
86 32 9
86 39 57
86 43 100
86 50 92
86 78 4
86 93 53
87 3 14
87 52 51
87 53 52
87 58 14
87 90 75
88 4 29
88 15 92
88 31 51
88 32 18
88 34 4
88 84 52
89 29 92
89 68 45
90 13 86
90 21 90
90 40 96
90 70 77
90 82 13
90 88 81
90 97 100
91 8 68
91 28 80
91 83 49
92 5 92
92 10 91
92 36 63
92 46 35
92 65 90
92 91 2
93 6 6
93 7 84
93 34 28
93 42 83
93 45 24
93 71 12
93 89 2
93 99 63
94 6 69
94 7 49
94 11 27
94 25 73
94 35 39
94 38 5
94 40 38
94 45 55
94 54 62
94 66 76
94 67 30
94 75 89
94 76 4
94 87 95
94 95 65
95 6 54
95 12 17
95 19 60
95 37 75
95 45 88
95 56 86
95 68 11
95 75 97
96 8 26
96 11 84
96 35 60
96 41 21
96 81 99
96 82 60
96 94 45
97 13 74
97 30 36
97 67 21
97 86 20
98 1 87
98 17 21
98 26 50
98 41 47
98 51 70
98 56 28
