100 688
0 34 53
0 44 55
0 51 74
0 59 43
0 63 62
0 67 63
1 7 100
1 14 92
1 18 74
1 19 88
1 25 26
1 83 15
1 88 42
1 93 95
1 99 77
2 7 15
2 11 13
2 18 50
2 25 46
2 42 3
2 46 28
2 60 48
2 69 89
2 71 25
2 72 98
2 93 81
2 98 51
2 99 32
3 18 27
3 37 16
3 53 61
3 54 90
4 6 61
4 14 65
4 22 23
4 41 6
4 50 81
4 54 35
4 61 41
4 85 78
5 3 74
5 18 72
5 23 79
5 34 62
5 37 85
5 43 54
5 47 81
5 52 68
5 82 53
5 98 21
5 99 90
6 33 18
6 37 31
6 58 8
6 75 52
6 84 47
7 41 92
7 56 86
7 81 81
7 86 80
7 87 79
7 88 99
7 96 70
8 12 39
8 23 86
8 28 60
8 56 92
8 57 27
8 63 27
8 79 44
8 83 83
8 93 63
9 15 26
9 18 100
9 21 13
9 40 52
9 63 23
9 83 62
9 90 54
10 5 13
10 29 1
10 32 17
10 57 3
10 80 1
10 88 35
11 10 80
11 16 91
11 32 59
11 50 81
11 95 14
12 25 85
12 26 21
12 28 62
12 49 65
12 61 56
12 71 42
12 84 25
12 92 42
12 96 7
13 6 46
13 29 69
13 30 63
13 61 39
14 36 71
14 42 35
14 44 25
14 67 44
14 69 28
14 89 30
14 91 27
15 8 15
15 23 94
15 44 31
15 66 52
15 67 57
15 90 64
16 15 30
16 26 84
16 49 38
16 60 66
16 62 51
16 83 62
16 88 83
16 97 40
17 28 11
17 32 2
17 37 43
17 44 26
17 61 82
17 75 67
17 95 97
18 13 27
18 16 68
18 28 42
18 31 55
18 55 28
18 57 42
18 73 83
18 75 30
18 92 10
19 7 32
19 29 64
19 53 89
19 81 84
19 84 90
20 12 67
20 22 46
20 69 10
20 77 63
21 31 36
21 55 39
21 56 56
21 58 22
21 73 42
21 79 23
21 83 62
21 84 69
21 92 83
21 98 92
21 99 33
22 24 13
22 64 6
22 74 64
22 86 30
23 8 63
23 19 72
23 49 45
23 61 57
23 85 85
23 88 61
24 3 28
24 8 29
24 17 84
24 37 46
24 44 6
24 50 41
24 79 66
24 83 55
25 6 39
25 13 87
25 15 68
25 43 64
25 45 81
25 59 76
25 65 56
25 89 52
25 90 5
25 95 25
26 1 86
26 11 100
26 18 9
26 31 53
26 57 55
26 61 51
26 93 51
27 5 20
27 17 31
27 49 26
27 69 86
27 83 54
27 86 85
27 90 29
27 99 75
28 8 18
28 23 38
28 44 47
28 52 11
28 57 39
28 63 15
28 66 50
29 9 80
29 31 38
29 49 24
29 74 96
30 20 91
30 57 18
30 59 18
30 63 68
30 98 75
31 4 89
31 14 11
31 38 45
31 42 12
31 64 36
31 87 63
32 16 51
32 28 39
32 29 83
32 37 64
32 53 42
32 71 55
32 90 18
32 96 98
33 12 77
33 17 48
33 40 63
33 62 52
33 89 14
34 11 54
34 24 33
34 30 14
34 37 90
34 41 14
34 51 52
34 70 51
35 1 74
35 5 69
35 18 8
35 32 29
35 83 9
35 86 87
35 92 48
35 94 75
36 7 29
36 13 90
36 16 6
36 86 25
37 3 80
37 22 81
37 46 58
37 60 44
37 72 32
37 76 11
37 81 3
37 83 46
38 12 19
38 44 73
38 54 36
38 56 10
38 60 62
38 69 45
38 93 88
38 95 73
39 11 51
39 14 76
39 38 45
39 53 45
39 81 11
39 82 67
39 91 68
40 11 61
40 23 87
40 33 21
40 57 20
40 59 95
40 73 99
40 86 33
40 95 20
40 98 85
41 62 94
42 28 5
42 30 5
42 32 38
42 47 39
42 66 19
42 68 7
43 23 10
43 70 71
44 18 36
44 37 49
44 38 67
44 43 98
44 45 19
