100 692
0 3 19
0 4 91
0 9 19
0 21 59
0 24 2
0 39 62
1 5 9
1 22 68
1 36 10
1 46 13
1 59 90
1 71 65
2 11 87
2 16 75
2 19 24
2 31 35
2 34 24
2 41 85
2 51 96
2 73 94
2 74 56
2 82 18
2 91 72
3 4 28
3 19 57
3 43 84
3 65 5
3 74 27
3 78 61
3 87 81
3 97 68
4 5 64
4 31 61
4 39 61
4 43 41
4 80 15
4 88 74
5 13 26
5 19 94
5 23 53
5 38 89
5 44 90
5 48 51
5 95 95
6 13 22
6 31 44
6 40 69
6 47 3
6 50 10
6 87 52
6 94 6
6 99 8
7 4 10
7 32 16
7 36 17
7 67 37
7 71 49
7 77 81
9 21 75
9 23 4
9 44 42
9 45 61
9 48 9
9 51 96
9 64 33
9 78 36
10 8 97
10 12 64
10 15 73
10 34 43
10 58 2
10 71 46
10 92 22
10 94 45
10 99 48
11 4 17
11 20 56
11 50 16
11 54 36
11 64 39
11 77 24
11 87 34
11 88 78
12 10 25
12 29 63
12 37 47
12 42 2
12 48 5
12 65 83
12 72 17
12 74 78
12 85 67
12 89 54
12 95 1
12 99 59
13 2 45
13 3 25
13 14 69
13 21 87
13 23 69
13 25 28
13 55 74
13 60 43
13 62 61
13 98 8
13 99 4
14 23 2
14 58 29
15 5 69
15 7 24
15 33 47
15 36 15
15 49 38
15 57 42
15 69 9
15 79 14
15 85 8
16 54 7
16 74 25
16 85 90
17 32 52
17 54 24
17 61 27
17 92 30
18 22 18
18 24 92
18 33 73
18 72 6
18 73 90
18 78 11
19 14 51
19 34 53
20 9 22
20 12 74
20 58 58
20 68 98
20 69 19
20 71 92
20 74 99
20 80 35
20 94 83
21 7 54
21 9 67
21 14 20
21 17 18
21 47 21
21 48 38
21 51 68
21 81 64
21 84 91
22 23 23
22 24 37
22 37 93
22 41 41
22 70 66
22 75 90
22 86 18
22 93 45
22 98 2
23 41 35
23 48 78
23 64 70
23 79 28
23 91 9
24 8 72
24 15 73
24 19 37
24 22 85
24 39 43
24 51 32
24 62 32
24 64 48
24 65 89
24 72 29
25 32 33
25 52 44
25 63 23
25 78 6
25 94 74
26 2 73
26 9 63
26 15 25
26 29 60
26 38 14
26 43 27
26 53 87
26 56 83
26 76 66
26 87 42
27 3 51
27 15 45
27 44 78
27 56 18
27 72 30
27 75 26
27 98 69
28 36 95
28 40 63
28 43 33
28 65 33
28 66 30
28 72 65
28 73 36
28 79 78
28 89 33
29 30 59
29 36 76
29 54 71
29 55 80
29 59 80
29 91 66
29 97 19
29 98 79
30 2 48
30 3 85
30 16 97
30 23 19
30 28 64
30 79 43
30 99 40
31 3 61
31 15 93
31 32 92
31 50 71
31 74 93
31 87 88
31 90 98
32 50 41
32 53 17
32 67 96
33 12 6
33 55 81
33 73 22
34 5 12
34 18 2
34 43 36
34 98 39
35 12 97
35 18 3
35 22 83
35 38 46
35 44 81
35 45 42
35 46 62
35 79 82
35 88 21
35 93 41
36 13 82
36 16 22
36 26 53
36 47 80
36 63 33
36 69 59
36 70 61
36 73 25
36 80 73
36 85 69
36 90 90
36 92 32
37 14 41
37 23 43
37 36 25
37 44 45
37 52 17
37 55 53
37 60 100
37 65 4
37 66 71
37 85 15
37 93 60
38 8 76
38 24 51
38 62 26
38 91 80
39 48 13
39 54 42
39 62 55
39 80 1
39 88 26
39 89 32
40 19 71
40 30 50
40 41 93
40 46 72
40 53 25
40 54 19
40 73 55
40 78 62
40 85 64
40 95 42
41 53 77
41 95 32
42 5 14
42 31 64
42 39 55
42 51 70
42 55 74
43 44 77
43 49 9
43 86 87
44 27 36
44 30 82
44 32 17
44 35 28
44 71 31
44 81 25
44 82 25
44 85 95
45 5 53
45 9 99
45 18 82
45 27 77
45 30 36
45 87 15
45 88 29
46 3 28
46 17 21
46 21 97
46 26 75
46 31 76
46 52 19
46 56 24
46 57 31
46 63 11
46 65 56
46 70 75
46 98 35
47 6 54
47 16 9
47 40 95
47 60 58
47 64 21
48 15 33
48 16 100
48 46 48
48 51 42
48 57 3
48 59 36
48 63 61
48 74 44
48 83 39
48 93 75
49 8 52
49 14 87
49 15 33
49 29 6
49 32 31
49 39 3
49 59 34
50 20 91
50 37 89
50 51 34
50 72 77
50 82 6
51 18 60
51 52 92
51 58 45
51 64 83
51 77 43
51 91 72
52 41 39
53 8 81
53 16 19
53 52 9
53 57 84
53 66 92
53 76 75
53 96 10
54 23 100
54 40 91
54 46 43
54 49 32
54 67 25
54 78 10
54 84 22
54 98 98
54 99 17
55 1 40
55 2 10
55 10 72
55 27 43
55 35 93
55 37 39
55 40 62
55 77 71
55 79 95
55 85 19
56 37 92
56 60 76
56 61 80
57 13 46
57 16 47
57 31 40
57 33 18
57 59 14
57 62 96
57 69 43
57 84 46
57 87 95
58 24 53
58 25 60
58 39 80
58 59 44
58 78 42
58 83 38
58 93 48
58 96 8
59 17 52
59 38 11
59 50 9
59 54 78
59 60 57
59 73 78
59 78 89
59 88 90
59 95 51
60 2 81
60 12 3
60 24 61
60 37 76
60 41 22
60 43 59
60 53 74
60 88 8
61 30 98
61 53 68
61 59 30
61 62 20
61 84 71
61 86 21
61 90 12
62 5 6
62 7 31
62 12 82
62 21 52
62 25 56
62 27 3
62 36 9
62 64 61
62 88 92
63 12 3
63 33 65
63 35 65
63 80 3
63 86 45
64 37 20
64 43 12
64 50 43
64 61 99
64 89 31
64 93 98
64 95 68
65 30 3
65 31 75
65 58 24
65 75 33
66 12 72
66 27 98
66 28 61
66 49 11
66 52 75
66 55 28
66 97 16
67 9 2
67 16 88
67 17 30
67 19 39
67 23 62
67 24 55
67 25 66
67 34 60
67 63 9
67 77 47
67 79 32
67 86 75
68 1 31
68 4 99
68 6 37
68 16 36
68 38 72
68 45 47
68 78 24
68 82 43
68 94 30
69 7 100
69 24 42
69 74 42
70 5 24
70 8 25
70 9 22
70 12 42
70 17 50
70 19 38
70 29 77
70 37 89
70 47 100
70 53 20
70 69 6
70 71 77
70 72 98
71 3 76
71 6 70
71 9 60
71 12 62
71 22 67
71 34 65
71 39 28
71 43 49
71 52 52
71 68 91
71 75 95
71 76 4
71 84 22
71 92 23
72 3 37
72 48 83
72 79 83
72 81 88
72 85 62
73 89 4
74 20 61
74 21 88
74 27 76
74 78 20
74 79 47
74 90 67
74 97 34
75 18 34
75 29 27
75 41 91
75 48 77
75 50 57
75 62 93
75 65 94
75 73 85
76 27 92
76 28 74
76 37 98
76 54 91
76 86 83
76 87 55
76 92 78
77 7 7
77 39 47
77 64 26
77 79 89
77 94 70
78 12 15
78 13 46
78 23 58
78 41 9
78 55 26
78 67 1
78 75 10
78 89 46
78 98 97
79 6 15
79 39 32
79 76 17
80 30 42
80 48 53
80 54 77
80 60 94
80 64 83
80 81 49
81 22 20
81 36 80
82 1 34
82 4 97
82 16 81
82 30 61
82 35 28
82 52 26
82 55 46
82 57 89
82 69 29
82 86 87
82 98 1
83 43 61
83 51 63
83 55 88
83 66 52
83 67 52
84 4 89
84 34 32
84 35 72
84 54 6
84 65 8
84 67 43
84 94 42
84 99 24
85 14 84
85 32 75
85 34 54
85 43 56
85 62 82
85 64 79
85 75 36
85 89 1
86 40 83
86 63 74
86 67 46
86 74 8
86 87 66
87 15 74
87 39 71
87 47 49
87 57 30
87 61 43
87 75 84
87 83 29
87 90 47
88 11 9
88 30 42
88 31 23
88 42 15
88 46 22
88 49 52
88 54 63
88 56 65
88 58 69
88 70 61
88 93 9
89 38 96
89 71 58
90 20 10
90 22 59
90 32 46
90 45 55
90 48 77
90 51 82
90 80 54
90 81 79
90 88 79
91 9 93
91 14 60
91 20 19
91 30 13
91 32 78
91 49 24
91 59 31
91 90 60
91 96 34
91 99 50
92 10 71
92 11 24
92 23 15
92 37 59
92 38 88
92 39 18
92 47 26
92 80 70
92 91 97
93 9 21
93 23 88
93 26 85
93 36 28
93 59 2
93 95 71
94 3 93
94 33 38
94 65 93
94 99 30
95 2 87
95 5 20
95 18 94
95 47 87
95 52 100
95 67 74
95 81 82
95 97 72
95 98 32
96 9 81
96 19 66
96 25 97
96 70 72
96 77 53
96 87 88
97 27 88
97 39 32
97 57 30
97 60 69
97 65 49
97 80 52
97 92 89
98 4 6
98 10 58
98 15 81
98 16 31
98 54 57
98 72 62
98 80 18
