100 686
0 23 39
0 27 91
0 30 65
0 36 77
1 33 57
1 44 90
1 47 2
1 67 42
1 68 31
2 8 36
2 55 42
2 68 83
2 70 100
2 84 65
2 85 40
2 87 71
2 89 20
3 26 41
3 47 27
3 70 13
3 74 56
3 82 65
3 90 97
3 93 51
4 10 68
4 11 24
4 14 32
4 28 24
4 39 86
4 41 23
4 84 100
4 99 46
5 7 95
5 31 96
5 44 15
5 53 81
5 55 40
5 70 34
6 4 52
6 47 22
6 74 95
6 81 61
7 20 82
7 45 45
7 71 15
7 75 69
7 82 94
7 92 76
7 95 88
8 2 1
8 4 5
8 6 75
8 11 45
8 12 32
8 16 83
8 37 74
8 67 98
8 72 78
8 98 15
9 20 64
9 28 68
9 36 25
9 42 17
9 46 56
9 80 58
10 15 74
10 42 15
10 48 53
10 56 75
10 58 68
10 62 92
10 70 86
10 74 4
10 91 44
10 98 10
11 2 60
11 12 2
11 17 77
11 25 62
11 47 27
11 65 2
11 72 44
11 82 65
11 99 51
12 1 13
12 26 49
12 37 57
12 96 47
13 11 78
13 12 31
13 20 33
13 33 73
13 38 40
13 51 3
13 66 66
13 94 83
13 97 24
14 7 69
14 20 52
14 55 99
15 2 37
15 7 97
15 23 72
15 28 79
15 51 99
16 9 78
16 13 76
16 17 94
16 19 33
16 75 11
16 84 39
17 49 76
17 63 28
17 67 32
17 69 39
17 74 69
17 86 89
18 5 66
18 10 32
18 16 33
18 19 79
18 22 92
18 33 96
18 36 12
18 43 30
18 48 21
18 65 74
18 67 66
18 84 80
19 8 77
19 35 28
19 36 23
19 61 63
19 65 81
20 7 92
20 43 46
20 60 35
20 75 9
21 9 13
21 32 84
21 76 32
21 78 46
21 81 96
21 95 69
21 96 11
22 1 70
22 5 83
22 44 68
22 49 84
22 52 100
22 56 45
22 62 80
22 99 70
23 21 22
23 22 88
23 31 84
23 69 59
23 75 60
24 15 87
24 23 39
24 48 91
24 67 83
24 79 73
24 88 85
24 92 65
24 96 51
25 14 81
25 45 55
25 52 17
26 15 74
26 18 99
26 32 1
26 34 85
26 35 22
26 41 61
26 55 76
26 84 63
27 5 6
27 8 24
27 9 79
27 11 15
27 39 30
27 48 62
27 87 16
27 98 79
28 5 70
28 23 66
28 37 8
28 56 12
28 77 3
28 79 92
29 11 43
29 45 62
29 50 8
29 64 67
29 65 31
29 67 58
29 85 31
29 87 58
30 13 45
30 39 41
31 13 45
31 37 84
31 60 15
31 64 51
31 75 47
31 99 29
32 10 49
32 26 77
32 43 35
32 49 76
32 50 3
32 57 85
32 75 1
32 76 88
32 83 40
32 93 91
33 1 79
33 4 17
33 5 14
33 8 30
33 15 43
33 19 43
33 24 45
33 55 18
33 61 34
33 70 35
34 21 94
34 35 83
34 36 93
