100 686
0 22 30
0 38 5
0 47 62
0 50 23
0 53 29
0 79 54
0 93 100
1 2 42
1 3 99
1 21 52
1 33 23
1 42 19
1 48 96
1 61 6
1 64 27
1 70 44
1 78 88
2 3 45
2 5 80
2 20 97
2 26 5
2 27 90
2 28 50
2 33 77
2 34 2
2 45 66
2 71 37
2 94 13
3 7 23
3 33 7
3 41 56
3 45 1
3 50 80
3 52 47
3 67 78
3 99 92
4 7 65
4 11 77
4 28 54
4 45 27
4 92 26
5 10 60
5 49 42
5 50 79
5 57 4
5 64 64
5 94 20
6 50 61
6 62 83
6 63 95
6 73 93
7 9 91
7 14 7
7 23 52
7 30 73
7 33 86
7 94 43
8 1 82
8 20 41
8 29 27
8 33 14
8 69 24
8 90 96
8 94 70
9 15 73
9 21 48
9 22 9
9 25 10
9 37 38
9 77 86
9 86 67
9 89 74
9 92 57
10 3 19
10 12 23
10 17 91
10 19 89
10 25 78
10 29 23
10 30 63
10 44 40
10 54 11
10 67 93
10 74 98
10 77 59
10 98 4
11 3 52
11 29 78
11 31 25
11 39 76
11 41 44
11 64 63
11 73 73
11 80 8
11 82 56
11 85 32
12 38 11
12 51 38
12 52 6
12 68 32
12 79 21
12 84 95
13 4 66
13 16 42
13 17 16
13 19 66
13 21 13
13 29 36
13 34 2
13 36 62
13 41 19
13 45 12
13 49 90
13 53 4
13 69 59
13 72 63
13 91 59
13 92 25
13 95 62
14 12 87
14 17 27
14 26 58
14 30 87
14 32 79
14 35 28
14 42 2
14 43 91
14 46 70
14 63 90
14 78 75
14 87 92
14 91 52
14 97 15
15 52 76
15 57 29
15 62 36
15 70 86
16 2 10
16 9 99
16 23 17
16 27 61
16 65 49
16 77 14
17 6 45
17 27 41
17 29 79
17 32 70
17 34 29
17 76 68
17 91 25
17 95 49
18 12 53
18 24 75
18 56 94
18 70 78
18 92 49
18 93 1
19 2 72
19 9 44
19 30 42
19 35 72
19 40 78
19 44 15
19 49 62
19 70 23
19 71 2
19 73 18
19 79 43
19 92 79
19 99 10
20 4 69
20 26 11
20 46 43
20 50 99
20 57 48
21 7 5
21 23 80
21 45 54
21 56 1
21 62 26
21 72 79
22 30 66
22 32 93
22 40 15
22 64 85
22 92 61
23 21 58
23 29 20
23 34 61
23 35 57
23 39 32
23 44 70
23 60 74
23 72 48
24 19 98
24 39 69
24 96 27
25 6 53
25 29 75
25 30 48
25 36 74
25 43 14
25 44 89
25 56 60
25 58 8
25 70 53
25 80 87
26 9 74
26 44 63
26 59 62
26 75 97
27 16 27
27 72 20
27 77 79
27 83 85
27 85 95
27 97 16
28 11 90
28 43 97
28 57 15
29 21 25
29 36 26
29 37 50
29 65 21
29 75 41
29 76 76
29 77 52
29 84 50
29 93 32
29 95 16
30 9 31
30 16 65
30 27 54
30 34 53
30 67 81
30 78 8
30 79 79
31 25 86
31 54 73
31 69 93
31 76 95
31 79 38
31 81 51
31 82 28
31 85 9
31 87 18
31 88 80
31 89 9
31 97 30
32 1 19
32 10 20
32 33 34
32 69 53
32 74 73
32 77 90
32 88 38
33 1 69
33 6 69
33 16 15
33 19 18
33 49 18
34 9 28
34 11 37
34 27 30
34 71 96
34 83 68
34 89 8
35 6 85
35 9 20
35 71 37
35 89 47
36 4 3
36 6 64
36 10 48
36 29 22
36 66 64
36 67 33
36 76 54
36 86 12
37 2 17
37 7 94
37 36 3
37 47 36
37 50 70
37 73 18
37 74 64
37 81 54
37 88 11
38 28 35
38 36 17
38 45 3
38 50 30
38 57 74
38 60 17
38 82 69
39 43 28
39 46 73
39 47 64
39 49 34
39 59 65
39 92 3
39 94 22
40 56 100
40 78 41
40 86 26
40 93 32
41 8 78
41 28 81
41 43 55
41 93 32
41 96 10
42 26 17
42 51 47
42 52 20
42 81 13
42 97 83
43 8 23
43 19 9
43 26 48
43 32 67
43 37 43
43 54 88
43 58 50
43 68 32
43 75 65
43 81 7
43 99 82
44 14 62
44 15 97
44 18 31
44 19 75
44 27 75
44 52 76
44 59 13
44 63 71
44 70 85
44 80 61
45 16 52
45 24 3
45 43 15
45 49 48
45 75 95
45 85 85
46 13 29
46 43 1
46 55 14
46 81 20
47 1 35
47 29 40
47 31 77
47 44 65
47 65 4
47 66 46
47 74 75
47 82 100
48 9 22
48 11 66
48 12 46
48 19 2
48 20 61
48 46 25
48 47 49
48 49 30
48 56 56
48 66 48
48 68 79
48 69 87
49 2 35
49 9 19
49 11 20
49 16 92
49 21 58
49 33 71
49 42 29
49 65 61
50 33 64
51 3 99
51 7 47
51 18 75
51 74 66
51 87 87
52 16 68
52 20 63
52 25 36
52 38 25
52 41 28
52 84 60
52 93 38
53 22 69
53 50 91
53 55 89
53 58 47
53 86 23
53 87 88
53 92 71
54 8 98
54 23 7
54 35 94
54 38 63
54 41 81
54 67 40
54 70 68
54 82 27
54 92 7
55 8 7
55 21 33
55 29 94
55 32 9
55 33 6
55 80 92
56 15 61
56 35 73
56 44 63
56 48 9
56 60 48
56 72 71
56 97 44
57 1 7
57 13 94
57 36 11
57 48 73
57 63 55
57 68 35
57 71 72
57 77 13
57 85 21
58 5 24
58 16 55
58 28 88
58 29 49
58 65 58
58 70 17
58 98 65
59 6 64
59 8 74
59 35 28
59 70 100
59 79 17
59 86 19
59 95 10
60 6 78
60 9 76
60 14 54
60 30 67
60 40 78
60 42 56
60 44 36
60 50 31
60 76 59
60 86 36
61 24 87
61 30 77
61 56 37
61 65 32
61 71 23
61 79 73
62 34 35
62 37 31
62 56 30
62 86 7
62 90 65
63 24 8
63 28 98
63 30 72
63 43 63
63 49 32
63 77 45
63 81 25
63 95 76
63 98 96
64 31 42
64 36 9
64 46 14
64 51 54
64 70 1
64 82 10
65 2 65
65 17 4
65 22 43
65 72 72
65 79 100
65 82 87
65 85 93
65 87 51
65 95 47
65 98 31
66 7 13
66 26 26
66 78 15
66 84 48
66 99 1
67 6 67
67 93 10
68 7 89
68 9 78
68 12 63
68 13 67
68 21 28
68 32 65
68 42 37
68 59 79
68 83 21
68 85 68
68 92 95
69 6 58
69 9 73
69 56 63
69 58 21
70 1 29
70 11 21
70 16 33
70 59 70
70 66 72
70 94 53
70 99 67
71 10 70
71 17 13
71 25 47
71 29 27
71 34 39
71 46 92
71 60 66
71 96 69
72 4 18
72 7 64
72 37 35
72 57 56
72 69 36
72 82 92
73 5 23
73 6 80
73 50 54
73 56 57
73 67 44
74 22 40
74 29 32
74 62 16
74 66 64
74 79 53
75 5 54
75 20 91
75 83 56
76 1 56
76 14 37
76 15 72
76 33 79
76 46 91
76 57 26
76 72 25
76 87 31
77 53 70
77 75 13
77 80 6
77 89 82
78 24 97
78 33 33
78 53 7
78 66 42
78 92 49
78 94 92
79 45 41
79 56 93
79 91 76
80 15 52
80 23 6
80 28 14
80 32 82
80 63 72
80 88 17
80 90 17
81 18 37
81 22 6
81 44 71
81 46 5
81 48 16
81 54 51
81 68 53
81 70 26
81 82 96
81 85 96
82 4 80
82 15 23
82 16 56
82 41 91
82 63 61
83 30 19
83 33 46
83 60 97
83 62 86
83 64 21
83 72 71
83 95 41
83 96 86
84 5 34
84 48 8
84 54 74
84 61 35
84 69 93
84 87 83
84 89 30
85 14 39
85 32 8
85 48 98
85 53 62
85 55 20
85 68 77
85 91 96
86 14 91
86 18 58
86 24 80
86 42 72
86 64 33
86 65 28
86 76 52
86 95 9
87 19 96
87 20 100
87 67 1
87 98 72
88 20 71
88 41 13
88 75 3
89 13 7
89 24 9
89 34 44
89 51 34
89 52 43
89 82 68
89 92 57
89 93 79
90 14 78
90 29 13
90 48 90
91 48 98
91 50 97
91 51 54
91 62 89
91 78 38
91 84 22
92 40 64
92 93 18
92 98 86
93 5 67
93 13 58
93 34 30
93 35 71
93 52 94
93 86 41
93 88 61
94 2 35
94 11 51
94 44 55
94 56 72
94 60 33
94 77 1
94 83 98
95 12 43
95 15 58
95 33 51
95 39 78
95 58 7
95 77 24
95 90 42
95 98 80
96 2 26
96 4 92
96 6 58
96 33 77
96 42 75
96 49 13
96 51 96
96 52 16
96 65 4
96 79 27
96 89 62
97 18 35
97 23 90
97 79 20
97 84 93
97 99 51
98 7 7
98 8 52
98 27 76
98 67 59
98 69 41
98 76 89
