100 689
0 8 72
0 86 65
1 3 15
1 20 73
1 48 37
1 95 45
2 12 14
2 36 11
2 61 19
2 68 66
2 88 84
3 41 61
3 59 95
3 63 61
4 10 53
4 22 51
4 30 16
4 32 80
4 38 94
4 56 92
4 64 57
4 73 25
4 94 27
4 97 49
5 13 67
5 23 53
5 38 24
5 49 94
5 54 54
5 55 55
5 56 23
5 64 92
5 66 50
5 69 63
5 70 87
6 12 29
6 54 16
6 68 85
6 83 59
7 10 52
7 16 60
7 36 22
7 52 76
7 86 93
7 95 4
8 29 71
8 36 57
8 47 85
8 84 4
9 6 51
9 10 8
9 14 7
9 23 51
9 42 40
9 43 97
9 44 99
9 47 73
9 48 92
9 52 53
9 56 14
9 64 31
9 75 44
9 82 12
10 3 17
10 18 73
10 26 79
10 34 18
10 76 85
11 26 64
11 27 74
11 52 76
11 78 21
12 5 23
12 9 60
12 13 20
12 26 94
12 32 83
12 40 3
12 45 31
12 46 82
12 77 17
12 98 90
13 4 90
13 18 92
13 31 73
13 53 48
13 65 12
14 1 14
14 7 98
14 8 63
14 23 67
14 34 71
14 36 85
15 8 81
15 84 13
16 4 62
16 28 56
16 39 24
16 76 27
16 90 84
16 92 7
17 5 75
17 18 31
17 20 6
17 25 45
17 31 3
17 40 34
17 53 19
17 67 82
17 71 4
17 77 3
18 4 26
18 12 95
18 20 85
18 47 19
18 56 59
18 68 54
18 70 99
18 87 79
18 88 24
19 6 19
19 57 48
19 60 65
19 73 66
19 81 81
19 91 98
20 15 79
20 30 39
20 34 49
20 52 28
20 70 15
21 12 33
21 13 80
21 26 4
21 63 21
21 74 36
21 78 60
21 88 95
22 7 55
22 8 84
22 11 58
22 31 94
22 38 34
22 46 27
23 5 97
23 29 56
23 38 26
23 70 91
23 79 91
23 93 33
24 46 3
24 47 10
24 53 76
24 58 77
24 62 64
24 81 82
24 99 48
25 32 13
25 52 94
25 61 97
25 69 45
25 70 8
25 94 85
25 99 16
26 11 1
26 40 72
26 41 99
26 42 95
26 53 95
26 73 30
26 94 83
27 18 28
27 38 68
27 41 48
27 45 74
27 51 46
27 76 79
27 78 52
27 99 31
28 25 85
28 26 65
28 44 56
28 52 17
28 54 15
29 2 91
29 4 76
29 11 27
29 66 24
29 92 31
29 95 16
30 19 10
30 20 31
30 21 34
30 68 37
30 94 60
30 95 96
30 99 34
31 3 97
31 20 14
31 29 4
31 41 11
31 72 34
31 73 100
31 81 66
31 83 87
31 85 52
31 93 15
32 9 2
32 14 85
32 25 39
32 38 69
32 43 50
32 51 77
32 56 41
32 63 38
32 80 77
32 98 35
33 28 18
33 32 56
33 50 28
33 65 92
33 83 37
33 87 24
34 16 82
34 20 62
34 31 38
34 39 21
34 46 44
34 61 42
34 68 98
34 71 81
34 96 30
35 24 98
35 26 64
35 42 67
35 75 74
36 14 13
36 45 86
36 51 68
36 58 66
36 92 18
36 99 31
37 13 63
37 15 36
37 42 32
37 61 47
37 91 92
37 95 29
38 10 95
38 12 13
38 18 41
38 28 60
38 44 35
38 47 43
38 71 68
39 52 74
39 58 29
39 64 90
39 66 55
39 73 35
39 79 9
39 93 81
40 3 73
40 32 13
40 33 13
40 36 75
40 56 62
40 73 47
40 82 59
40 83 36
41 1 11
41 21 88
41 35 64
41 36 73
41 44 1
41 51 52
41 73 31
41 95 93
41 97 23
42 3 36
42 4 89
42 5 22
42 6 43
42 8 9
42 30 19
42 35 26
42 41 26
42 56 88
42 58 42
42 61 26
42 68 66
42 69 67
42 98 5
42 99 61
43 17 58
43 19 76
43 25 95
43 26 35
43 36 43
43 39 16
43 41 5
43 44 80
43 64 14
43 70 98
43 95 28
44 11 72
44 16 28
44 18 14
44 56 79
44 65 23
44 93 20
45 8 93
45 32 55
45 34 63
45 69 82
45 79 63
46 3 77
46 52 54
46 64 57
46 87 13
47 1 85
47 7 34
47 13 18
47 16 8
47 23 76
47 60 46
47 81 66
48 2 77
48 6 57
48 10 16
48 11 70
48 31 89
48 39 97
48 56 13
48 69 37
48 70 88
48 74 93
48 76 15
49 12 87
49 23 27
49 54 3
49 89 90
49 92 52
49 98 53
50 10 99
50 13 28
50 20 61
50 43 98
51 7 77
51 16 58
51 24 97
51 34 81
51 36 16
51 49 44
51 55 36
51 95 90
52 8 59
52 13 62
52 51 56
52 75 41
52 78 99
52 80 82
52 97 13
53 13 80
53 28 89
53 32 54
53 39 56
53 46 3
53 96 98
54 11 20
54 15 63
54 21 1
54 38 83
54 45 44
54 49 3
54 72 17
54 82 28
55 9 25
55 41 58
55 68 100
55 90 34
56 1 13
56 3 31
56 13 2
56 26 35
56 38 67
56 51 97
56 59 3
56 81 56
56 82 3
56 88 26
57 4 100
57 14 17
57 26 88
57 34 33
57 72 6
57 89 54
57 90 100
57 99 29
58 2 98
58 20 83
58 25 20
58 37 4
58 48 22
58 61 43
58 62 40
58 85 79
58 94 99
58 98 99
59 13 79
59 14 80
59 60 14
59 62 44
59 64 40
59 69 30
60 7 6
60 80 23
60 84 42
60 85 61
61 19 75
61 21 17
61 52 91
61 68 93
61 80 93
61 86 12
62 10 24
62 34 18
62 56 8
62 61 1
62 99 95
63 35 4
63 73 81
63 99 17
64 3 37
64 6 46
64 11 58
64 38 87
64 65 9
64 71 49
64 75 55
65 1 36
65 9 86
65 15 3
65 17 79
65 18 20
65 23 11
65 27 85
65 29 15
65 37 100
65 45 51
65 75 88
65 87 64
65 90 28
65 92 91
66 7 16
66 9 61
66 17 20
66 26 67
66 58 76
66 65 36
66 87 99
66 89 89
67 28 71
67 37 13
67 42 89
67 68 90
67 69 75
67 90 4
67 98 63
68 12 35
68 16 63
68 17 69
68 27 8
68 33 76
68 64 54
68 72 94
69 12 45
69 13 47
69 15 9
69 35 35
69 46 44
69 53 22
69 79 48
69 86 25
69 91 50
70 3 54
70 8 59
70 13 80
70 18 32
70 45 55
70 54 48
70 61 100
70 68 31
70 84 84
71 1 33
71 6 24
71 20 69
71 29 34
71 31 94
71 43 90
71 51 9
71 56 66
71 62 77
71 92 19
72 32 66
72 40 43
72 99 90
73 4 80
73 35 32
73 61 74
73 92 32
73 95 37
73 97 73
74 7 84
74 8 60
74 9 65
74 32 87
74 41 80
74 62 64
74 68 13
74 71 63
74 72 31
74 80 94
74 83 53
75 11 28
75 32 12
75 48 55
75 58 84
75 60 47
75 63 47
75 70 10
75 80 71
75 81 58
76 4 81
76 5 30
76 12 43
76 14 99
76 31 8
76 55 7
76 72 18
77 4 38
77 67 96
77 78 14
78 9 70
78 14 16
78 28 71
78 29 86
78 33 52
78 52 7
78 64 71
78 66 57
79 7 30
79 11 43
79 21 66
79 30 46
79 42 74
79 43 4
79 85 95
79 93 21
80 4 70
80 5 87
80 11 65
80 31 99
80 32 11
80 63 62
80 65 59
80 90 95
81 16 5
81 35 80
81 47 55
81 70 99
81 72 68
81 74 83
81 97 61
82 18 49
82 20 28
82 64 83
82 74 18
82 77 18
82 84 71
83 2 53
83 5 53
83 19 96
83 53 67
